observation_id,tier,cluster_code,subject_strong,question_code,tag,status,created_at,contaminated_detail,obs_text
5713,A-root-verse-reading,M83,H7836,M0.6.5,no-direct-connection,draft,2026-09-18T11:56:59Z,"Isa.26.9:H7130G role=['T14', 'T2'] live=['T14']; Isa.26.9:H4941G role=['FLAG', 'M12', 'M26'] live=['FLAG', 'M12']; Isa.26.9:H0776G role=['T10', 'T13'] live=['T10']","Isa.26.9 pairs shachar (earnestly seeking God) with M47 (soul/spirit, twice) and M12/M26 (judgments) and M12 (righteousness). From seeking's vantage: the intensive devotional seeking is the inward disposition (soul/spirit) that anticipates and responds to God's outward judgments producing righteousness in the world -- seeking here is the relational bridge between inward longing and the world's moral learning."
5730,A-root-verse-reading,M83,G2212,M0.6.5,no-direct-connection,draft,2026-09-18T11:56:59Z,"Acts.17.5:G0435G role=['T2', 'T8'] live=['T8']","Acts.17.5 pairs zeteo (seeking to bring Jason's guests out) with M69 (jealous) and M58 (wicked). From seeking's vantage: the hostile seeking-action is the operational outworking of the mob's jealousy, using wicked men as instruments -- zeteo names the directed pursuit-act that jealousy motivates and wickedness executes."
5750,A-root-verse-reading,M83,H1875,D7.7.1,answered-no-flag,draft,2026-09-18T11:56:59Z,"Ezra.9.12:H5375U role=['M19', 'M50', 'M56', 'M60', 'M70', 'T3'] live=['T3']; Ezra.9.12:H2896C role=['M05', 'M18', 'T2'] live=['T2']; Ezra.9.12:H0776G role=['T10', 'T13'] live=['T10']","In Ezra.9.12 darash ('seek their peace') is the operation, initiated by the addressed Israelite party (2mp 'you') and directed toward the foreign peoples' peace/prosperity -- the command forbids this operation being directed outward toward the nations."
5751,A-root-verse-reading,M83,H1875,D7.7.1,answered-no-flag,draft,2026-09-18T11:56:59Z,"1Chr.26.31:H7218H role=['M24', 'M72', 'T14', 'T2'] live=['M72']; 1Chr.26.31:H0001G role=['T2', 'T8'] live=['T2']; 1Chr.26.31:H2428G role=['M23', 'M46', 'T10'] live=['M23']","In 1Chr.26.31 darash ('search was made') is the operation, initiated impersonally (Niphal, agentless) but functionally by David's administration, directed toward locating capable men (a party) at Jazer in Gilead."
5752,A-root-verse-reading,M83,H1875,D7.7.1,answered-no-flag,draft,2026-09-18T11:56:59Z,"2Chr.15.12:H0935G role=['T10', 'T3'] live=['T3']; 2Chr.15.12:H3068G role=['T10', 'T7'] live=['T7']; 2Chr.15.12:H0430G role=['T10', 'T2', 'T7'] live=['T7']","In 2Chr.15.12 darash ('seek') is the operation, initiated by the covenanting people, directed toward the LORD the God of their fathers -- a party-directed act of covenantal devotion."
5753,A-root-verse-reading,M83,H7836,D7.7.1,answered-no-flag,draft,2026-09-18T11:56:59Z,"Isa.26.9:H7130G role=['T14', 'T2'] live=['T14']; Isa.26.9:H4941G role=['FLAG', 'M12', 'M26'] live=['FLAG', 'M12']; Isa.26.9:H0776G role=['T10', 'T13'] live=['T10']","In Isa.26.9 shachar ('earnestly seeks') is the operation, initiated by the speaker's own spirit (first-person), directed toward God (2ms 'you') -- an inward-to-divine directed act."
5754,A-root-verse-reading,M83,H1245,D7.7.1,answered-no-flag,draft,2026-09-18T11:56:59Z,"Mal.2.15:H0430G role=['T10', 'T2', 'T7'] live=['T7']","In Mal.2.15 baqash ('seeking') is the operation, initiated by God (the 'one'), directed toward the desired outcome of godly offspring from the marital union -- a divine-to-outcome directed act."
5755,A-root-verse-reading,M83,H1245,D7.7.1,answered-no-flag,draft,2026-09-18T11:57:00Z,"1Sam.20.16:H3772H role=['M44', 'T3'] live=['M44']; 1Sam.20.16:H1004M role=['T10', 'T2'] live=['T2']; 1Sam.20.16:H3068G role=['T10', 'T7'] live=['T7']","In 1Sam.20.16 baqash ('take vengeance') is the operation, initiated by the LORD (invoked by Jonathan's oath), directed against David's enemies -- a divine-to-hostile-party directed act."
5756,A-root-verse-reading,M83,H1245,D7.7.1,answered-no-flag,draft,2026-09-18T11:57:00Z,"Ps.4.2:H0376G role=['T2', 'T8'] live=['T8']","In Ps.4.2 baqash ('seek') is the operation, initiated by the addressed 'men' (2mp), directed toward lies -- a human-to-deceptive-object directed act, paired with loving vain words."
5758,A-root-verse-reading,M83,G2212,D7.7.1,answered-no-flag,draft,2026-09-18T11:57:00Z,"Acts.17.5:G0435G role=['T2', 'T8'] live=['T8']","In Acts.17.5 zeteo ('seeking') is the operation, initiated by the jealous Jews and their mob, directed toward Jason's household guests (Paul and companions) whom they intend to bring out to the crowd."
5776,A-root-verse-reading,M83,H1245,M0.6.5,no-direct-connection,draft,2026-09-18T11:59:15Z,"Lev.19.31:H6437G role=['T10', 'T3'] live=['T3']; Lev.19.31:H3068G role=['T10', 'T7'] live=['T7']; Lev.19.31:H0430G role=['T10', 'T2', 'T7'] live=['T7']","M10c (unclean, via H2930A) and M14 (lying, via H3049 mediums-adjacent context) appear in Lev.19.31 alongside H1245's seeking; the seeking of mediums is the very act that produces the uncleanness state -- H1245 here functions as the causal antecedent operation to the M10c defilement outcome, distinct from any earlier pass's framing."
5777,A-root-verse-reading,M83,H1245,D7.7.1,answered-no-flag,draft,2026-09-18T11:59:15Z,"Lev.19.31:H6437G role=['T10', 'T3'] live=['T3']; Lev.19.31:H3068G role=['T10', 'T7'] live=['T7']; Lev.19.31:H0430G role=['T10', 'T2', 'T7'] live=['T7']","No role-T3 operation tag is present on H1245 itself in these verses (H1245's own tags are M83 without T3); the T3-tagged operation words present (e.g. H4672 'found', H1351 'excluded') are separate strongs, so D7.7.1 does not attach to H1245 directly in Ezra.2.62/Neh.7.64/Lev.19.31/Prov.21.6."
5794,A-root-verse-reading,M83,H1875,M0.6.5,no-direct-connection,draft,2026-09-18T11:59:15Z,"Ezek.20.31:H5375H role=['M19', 'M50', 'M56', 'M60', 'M70', 'T3'] live=['T3']; Ezek.20.31:H5674A role=['M02', 'M08', 'M56', 'T10', 'T3'] live=['T3']; Ezek.20.31:H1004M role=['T10', 'T2'] live=['T2']","M10c (defile, H2930A) and other M-codes (M19/M50/M56/M60/M70 sacrifice-cluster on H5375H; M02/M08/M56 on H5674A; M42 on H5002; M25/M44 on H2416A) co-occur in Ezek.20.31 with H1875's inquiry, but relate to the idolatrous sacrifice practice that provokes God's refusal to be inquired of -- H1875's own vantage adds that the refusal to answer is itself the covenantal consequence of the defilement, marking seeking as the relational channel that idolatry has severed."
5795,A-root-verse-reading,M83,H1875,M0.6.5,no-direct-connection,draft,2026-09-18T11:59:15Z,"Ezra.6.21:H7725G role=['M11', 'M81', 'T3'] live=['T3']; Ezra.6.21:H1471A role=['T11', 'T2'] live=['T11']; Ezra.6.21:H0776G role=['T10', 'T13'] live=['T10']","M56 (uncleanness, H2932) and M11/M81 (return, H7725G) co-occur with H1875's 'worship' in Ezra.6.21; H1875's own vantage is that the worship-seeking act is explicitly conditioned on separation from the uncleanness -- seeking here functions as the culminating act that presupposes and depends on the prior purity achieved via M56/M11/M81."
5796,A-root-verse-reading,M83,H1875,M0.6.5,no-direct-connection,draft,2026-09-18T11:59:15Z,"Isa.58.2:H2654A role=['M18', 'T3'] live=['M18']; Isa.58.2:H1870G role=['M76', 'T2'] live=['M76']; Isa.58.2:H1471A role=['T11', 'T2'] live=['T11']","Numerous M-codes co-occur in Isa.58.2 (M18 delight, M15 know, M76 ways, M12 righteousness/judgment, M21 ask); H1875's own vantage is that 'seeking' functions as the umbrella act framing all these other qualities as its objects/means -- the people seek God's ways, delight, and righteousness together, with H1875 supplying the overarching pursuit-verb that the other M-codes qualify or specify."
5797,A-root-verse-reading,M83,H1875,M0.6.5,no-direct-connection,draft,2026-09-18T11:59:15Z,"1Chr.28.9:H0430G role=['T10', 'T2', 'T7'] live=['T7']; 1Chr.28.9:H0001G role=['T2', 'T8'] live=['T2']; 1Chr.28.9:H3820A role=['M47', 'T10'] live=['M47']","M15 (know), M36 (serve), M34 (whole/forever), M47 (heart/mind), M64 (plan), M06 (thought), M30/M59 (forsake), M18 (willing) all co-occur with H1875 in 1Chr.28.9; H1875's own vantage is that the verse pairs two mirrored uses of darash -- human seeking of God and divine searching of the heart -- forming the verse's relational spine that the other M-codes (serving, willing heart, forsaking) orbit as conditions or consequences of that mutual seeking."
5798,A-root-verse-reading,M83,H1875,M0.6.5,no-direct-connection,draft,2026-09-18T11:59:15Z,"Ps.111.2:H1419A role=['T2', 'T8'] live=['T2']; Ps.111.2:H3068G role=['T10', 'T7'] live=['T7']","M18 (delight, H2656) co-occurs with H1875 'studied' in Ps.111.2; H1875's own vantage is that studying God's works is presented as the very content that produces delight -- the seeking-verb functions as the cognitive/devotional activity generating the delight-state rather than being generated by it."
5799,A-root-verse-reading,M83,H1875,D7.7.1,answered-no-flag,draft,2026-09-18T11:59:15Z,"Ezek.20.31:H5375H role=['M19', 'M50', 'M56', 'M60', 'M70', 'T3'] live=['T3']; Ezek.20.31:H5674A role=['M02', 'M08', 'M56', 'T10', 'T3'] live=['T3']; Ezek.20.31:H1004M role=['T10', 'T2'] live=['T2']","H1875 itself is not tagged role-T3 in these verses (its own tag is M83); the T3-tagged operations present (e.g. H5375H offering, H5674A offer up, H2930A defile in Ezek.20.31) are separate strongs from H1875, so no D7.7.1 relation attaches directly to H1875 as the operation-word; rather H1875 is itself the object of divine refusal, not an initiator of a T3-tagged act, in Ezek.20.31."
5851,A-root-verse-reading,M83,H1875,D7.7.1,answered-no-flag,draft,2026-09-18T12:01:21Z,"Prov.31.13:H3709G role=['T14', 'T2'] live=['T14']","In Prov.31.13, the operation 'seeks' (H1875, role-T3-adjacent seeking act) is initiated by the woman (subject, implicit party) directed toward wool and flax as objects -- domestic industrious acquisition."
5852,A-root-verse-reading,M83,H1875,D7.7.1,answered-no-flag,draft,2026-09-18T12:01:21Z,"1Chr.28.8:H5869H role=['T10', 'T14', 'T2'] live=['T14']; 1Chr.28.8:H3068G role=['T10', 'T7'] live=['T7']; 1Chr.28.8:H0241H role=['T14', 'T2'] live=['T2']","In 1Chr.28.8, 'seek out' is initiated by Israel (addressed assembly, party) directed toward the commandments of the Lord God (party/object), an act of covenantal compliance."
5853,A-root-verse-reading,M83,H1875,D7.7.1,answered-no-flag,draft,2026-09-18T12:01:21Z,"Lam.3.25:H3068G role=['T10', 'T7'] live=['T7']; Lam.3.25:H2896A role=['M05', 'M18', 'T2'] live=['M18']; Lam.3.25:H6960A role=['M16', 'M68'] live=['M68']","In Lam.3.25, the operation 'seeks' is initiated by 'the soul' (the afflicted party) directed toward the Lord (divine party), an act of devotional pursuit amid suffering."
5854,A-root-verse-reading,M83,H1875,D7.7.1,answered-no-flag,draft,2026-09-18T12:01:21Z,"Prov.11.27:H2896B role=['M05', 'M18', 'T2'] live=['M05']; Prov.11.27:H7451I role=['M24', 'M58'] live=['M58']; Prov.11.27:H0935G role=['T10', 'T3'] live=['T3']","In Prov.11.27, the operation 'searches for' (evil) is initiated by an unnamed agent ('him who searches') directed toward evil, contrasted with the one who seeks good -- an adversarial/negative-object variant of the seeking-operation."
5855,A-root-verse-reading,M83,H1875,M0.6.5,sole-mcode-in-verse,draft,2026-09-18T12:01:21Z,"Prov.31.13:H3709G role=['T14', 'T2'] live=['T14']",No other M-code characteristic co-occurs in Prov.31.13 beyond H1875's own tag alongside non-M role tags.
5856,A-root-verse-reading,M83,H1875,M0.6.5,tightly-related,draft,2026-09-18T12:01:21Z,"1Chr.28.8:H5869H role=['T10', 'T14', 'T2'] live=['T14']; 1Chr.28.8:H3068G role=['T10', 'T7'] live=['T7']; 1Chr.28.8:H0241H role=['T14', 'T2'] live=['T2']","In 1Chr.28.8, H1875 (seeking) co-occurs with M44 (assembly) and M54 (commandments): seeking here is the covenantal act binding the assembled community to the given commandments -- the seeking-characteristic supplies the active verb that makes the community's relation to the commandments (M54) operative."
5857,A-root-verse-reading,M83,H1875,M0.6.5,tightly-related,draft,2026-09-18T12:01:21Z,"Lam.3.25:H3068G role=['T10', 'T7'] live=['T7']; Lam.3.25:H2896A role=['M05', 'M18', 'T2'] live=['M18']; Lam.3.25:H6960A role=['M16', 'M68'] live=['M68']","In Lam.3.25, H1875 co-occurs with M05/M18 (good) M16/M68 (waiting) and M47 (soul): the seeking-characteristic here is the active counterpart to the more passive 'waiting' (M16/M68) -- both directed at the same divine object, seeking supplying the volitional/effortful dimension alongside patient endurance."
5858,A-root-verse-reading,M83,H1875,M0.6.5,no-direct-connection,draft,2026-09-18T12:01:21Z,"Prov.11.27:H2896B role=['M05', 'M18', 'T2'] live=['M05']; Prov.11.27:H7451I role=['M24', 'M58'] live=['M58']; Prov.11.27:H0935G role=['T10', 'T3'] live=['T3']","Prov.11.27 also carries M05/M18 (good), M18 (favor), M24/M58 (evil) -- but the H1875 occurrence ('searches for it', referring to evil) is a synonym-pairing with H1245 (see below) rather than a substantive relation to the good/evil terms themselves beyond being their grammatical object."
5873,A-root-verse-reading,M83,H1245,D7.7.1,answered-no-flag,draft,2026-09-18T12:01:22Z,"Jer.4.30:H5869A role=['T10', 'T14', 'T2'] live=['T14']; Jer.4.30:H7723H role=['M14', 'T2'] live=['T2']; Jer.4.30:H3988A role=['M30', 'T3'] live=['M30']","In Jer.4.30, the operation 'seek' is initiated by 'your lovers' (party) directed toward 'your life' (the addressed woman as party/object) -- a hostile pursuit following prior scorn/despising."
5874,A-root-verse-reading,M83,H1245,D7.7.1,answered-no-flag,draft,2026-09-18T12:01:22Z,"Jer.22.25:H3027H role=['M23', 'M72', 'T14', 'T2'] live=['M72', 'T14']; Jer.22.25:H6440L role=['M02', 'M50', 'T14', 'T2'] live=['T14']; Jer.22.25:H4428G role=['M72', 'T2', 'T7'] live=['M72']","In Jer.22.25, 'seek' is initiated by unnamed pursuers directed toward 'your life' (addressed king/party), functioning alongside 'give into hand of' as parallel hostile operations toward the same victim."
5875,A-root-verse-reading,M83,H1245,D7.7.1,answered-no-flag,draft,2026-09-18T12:01:22Z,"Jer.34.20:H3027H role=['M23', 'M72', 'T14', 'T2'] live=['M72', 'T14']; Jer.34.20:H0776G role=['T10', 'T13'] live=['T10']","In Jer.34.20, 'seek' is initiated by 'their enemies' (explicit party) directed toward 'their lives' (the condemned party) -- paired with 'give into the hand of' as the sentencing operation."
5876,A-root-verse-reading,M83,H1245,D7.7.1,answered-no-flag,draft,2026-09-18T12:01:22Z,"Jer.34.21:H4428G role=['M72', 'T2', 'T7'] live=['M72']; Jer.34.21:H3063G role=['T10', 'T11', 'T8'] live=['T11']; Jer.34.21:H3027H role=['M23', 'M72', 'T14', 'T2'] live=['M72', 'T14']","In Jer.34.21, 'seek' is initiated by 'their enemies' directed toward 'their lives' (Zedekiah and his officials, named parties) -- same formulaic hostile-pursuit pairing with 'give into hand.'"
5877,A-root-verse-reading,M83,H1245,D7.7.1,answered-no-flag,draft,2026-09-18T12:01:22Z,"Prov.11.27:H2896B role=['M05', 'M18', 'T2'] live=['M05']; Prov.11.27:H7451I role=['M24', 'M58'] live=['M58']; Prov.11.27:H0935G role=['T10', 'T3'] live=['T3']","In Prov.11.27, 'seeks' (good/favor) is initiated by an unnamed diligent agent (party) directed toward good/favor as an abstract object -- a benign, self-directed benefit-seeking operation, contrasted with 'searches for' evil in the same verse."
5878,A-root-verse-reading,M83,H1245,M0.6.5,tightly-related,draft,2026-09-18T12:01:22Z,"Jer.4.30:H5869A role=['T10', 'T14', 'T2'] live=['T14']; Jer.4.30:H7723H role=['M14', 'T2'] live=['T2']; Jer.4.30:H3988A role=['M30', 'T3'] live=['M30']","In Jer.4.30, H1245 co-occurs with M55 (desolate one), M28 (lovers), M30 (despise), M47 (life): the seeking-of-life here is the culminating hostile act following the sequence of adornment-turned-worthless and the lovers' despising -- seeking supplies the violent endpoint of the relational betrayal already signaled by M28/M30."
5879,A-root-verse-reading,M83,H1245,M0.6.5,tightly-related,draft,2026-09-18T12:01:22Z,"Jer.22.25:H3027H role=['M23', 'M72', 'T14', 'T2'] live=['M72', 'T14']; Jer.22.25:H6440L role=['M02', 'M50', 'T14', 'T2'] live=['T14']; Jer.22.25:H4428G role=['M72', 'T2', 'T7'] live=['M72']","In Jer.22.25, H1245 co-occurs with M23/M72 (hand), M01 (afraid), M02/M50 (afraid-face), M72 (king): seeking-life here is the operative threat that the 'hand' imagery delivers, with fear (M01/M02) as the resulting emotional state in the victim -- seeking is the cause, fear the effect."
5880,A-root-verse-reading,M83,H1245,M0.6.5,tightly-related,draft,2026-09-18T12:01:22Z,"Jer.34.20:H3027H role=['M23', 'M72', 'T14', 'T2'] live=['M72', 'T14']; Jer.34.20:H0776G role=['T10', 'T13'] live=['T10']","In Jer.34.20, H1245 co-occurs with M23/M72 (hand) and M06 (enemies): seeking-life here specifies WHAT the enemies (M06) do with the 'hand' they are given power over -- seeking supplies the active verb completing the enemies' threat."
5881,A-root-verse-reading,M83,H1245,M0.6.5,tightly-related,draft,2026-09-18T12:01:22Z,"Jer.34.21:H4428G role=['M72', 'T2', 'T7'] live=['M72']; Jer.34.21:H3063G role=['T10', 'T11', 'T8'] live=['T11']; Jer.34.21:H3027H role=['M23', 'M72', 'T14', 'T2'] live=['M72', 'T14']","In Jer.34.21, H1245 co-occurs with M23/M72 (hand), M06 (enemies), M46 (army): parallels Jer.34.20's pattern -- seeking-life is the enemies' operative act, now specified as executed via the army (M46) of Babylon's king."
5882,A-root-verse-reading,M83,H1245,M0.6.5,no-direct-connection,draft,2026-09-18T12:01:23Z,"Prov.11.27:H2896B role=['M05', 'M18', 'T2'] live=['M05']; Prov.11.27:H7451I role=['M24', 'M58'] live=['M58']; Prov.11.27:H0935G role=['T10', 'T3'] live=['T3']","In Prov.11.27, H1245 co-occurs with M05/M18 (good), M18 (favor), M24/M58 (evil), and its own cluster-sibling H1875 (searches): H1245's 'seeks good/favor' stands as the positive counterpart to H1875's 'searches for' evil in the same verse -- a direct antithetical parallelism internal to the cluster's own two members, distinct from any relation to M24/M58 as such."
5896,A-root-verse-reading,M83,H7836,D7.7.1,answered-no-flag,draft,2026-09-18T12:01:23Z,"Prov.11.27:H2896B role=['M05', 'M18', 'T2'] live=['M05']; Prov.11.27:H7451I role=['M24', 'M58'] live=['M58']; Prov.11.27:H0935G role=['T10', 'T3'] live=['T3']","In Prov.11.27, the operation 'diligently seeks' is initiated by 'whoever' (generic party/agent) directed toward 'good' (abstract object) -- the positive-pole opening operation of the verse's antithetical structure."
5897,A-root-verse-reading,M83,H7836,M0.6.5,no-direct-connection,draft,2026-09-18T12:01:23Z,"Prov.11.27:H2896B role=['M05', 'M18', 'T2'] live=['M05']; Prov.11.27:H7451I role=['M24', 'M58'] live=['M58']; Prov.11.27:H0935G role=['T10', 'T3'] live=['T3']","In Prov.11.27, H7836 co-occurs with M05/M18 (good), M18 (favor), M24/M58 (evil), and its cluster-siblings H1245/H1875: H7836's 'diligently seeks good' opens the verse's chiastic structure, intensifying (via its 'early/earnest' root sense) the plainer H1245 'seeks favor' that follows -- the three cluster members together frame the verse's positive-versus-negative seeking contrast, with H7836 supplying the heightened-diligence register at the outset."
5925,A-root-verse-reading,M83,H1245,M0.6.5,no-direct-connection,draft,2026-09-18T12:03:43Z,"Neh.12.27:H0935P role=['T10', 'T3'] live=['T3']","In Neh.12.27, H1245 (seeking the Levites) is the operative act that brings about the celebration described by the prior M49/M22/M04 finding (thanksgivings/singing/gladness); however, seeking itself is a preparatory logistical act distinct from and not thematically merged with the emotional/musical cluster -- it enables the occasion but does not share its semantic domain."
5927,A-root-verse-reading,M83,H1245,D7.7.1,answered-no-flag,draft,2026-09-18T12:03:43Z,"Neh.12.27:H0935P role=['T10', 'T3'] live=['T3']","In Neh.12.27, the operation word H0935P ('bring', role-T3) is directed by the officials (implicit party) toward the Levites (party) to bring them to Jerusalem; H1245 'sought' itself is the initiating operation, with the officials as initiator seeking out the Levites as its object/target, functionally preceding and motivating the 'bring' operation."
5967,A-root-verse-reading,M83,G1934,M0.6.5,no-direct-connection,draft,2026-09-18T12:03:44Z,"Matt.16.4:G2495H role=['T2', 'T8'] live=['T8']","In Matt.16.4, M58 (evil) and M57 (adulterous) qualify the 'generation' that seeks a sign (M43, sign), while M83's own G1934 names the seeking-act itself; the seeking here is enabled/colored by the generation's evil/adulterous character but the seeking-characteristic remains a distinct operational category from those moral-quality tags rather than merging with them."
5970,A-root-verse-reading,M83,G1934,D7.7.1,answered-no-flag,draft,2026-09-18T12:03:44Z,"Matt.16.4:G2495H role=['T2', 'T8'] live=['T8']","In Matt.16.4, 'seeks' is initiated by the evil/adulterous generation (party) directed toward Jesus, demanding a sign from him -- the operation runs from the demanding party toward the party who is asked to supply the sign."
6035,A-root-verse-reading,M83,G2212,D7.7.1,answered-no-flag,draft,2026-09-18T12:05:33Z,"Matt.13.45:G2570G role=['M05', 'T2'] live=['M05']",The merchant (party) initiates the seeking-operation directed toward fine pearls as the sought object.
6036,A-root-verse-reading,M83,G2212,D7.7.1,answered-no-flag,draft,2026-09-18T12:05:33Z,"Matt.18.12:G0863G role=['M59', 'M60'] live=['M59']",The man/shepherd (party) initiates the seeking-operation directed toward the one sheep that went astray.
6042,A-root-verse-reading,M83,G2212,M0.6.5,tightly-related,draft,2026-09-18T12:05:33Z,"Matt.13.45:G2570G role=['M05', 'T2'] live=['M05']","M72 (kingdom, G0932) and M05 (fine/goodness, G2570G) are present; the seeking-characteristic (M83) is the merchant's operative pursuit that connects the kingdom-parable frame to the valued/fine-quality characteristic of the pearls sought, illustrating M83 as the active vehicle realizing the kingdom's worth."
6043,A-root-verse-reading,M83,G2212,M0.6.5,tightly-related,draft,2026-09-18T12:05:33Z,"Matt.18.12:G0863G role=['M59', 'M60'] live=['M59']","M59/M60 (leave/abandon, G0863G) is present; the seeking-characteristic (M83, going in search of the lost sheep) stands in direct sequential/causal relation to the leaving-characteristic (the shepherd leaves the ninety-nine in order to seek) -- M83 is the purposeful continuation of the M59/M60 act."
6079,A-root-verse-reading,M83,G2212,D7.7.1,answered-no-flag,draft,2026-09-18T12:08:00Z,"Matt.26.59:G2424G role=['T7', 'T8'] live=['T7']","In Matt.26.59 the chief priests and whole council (party) initiate the seeking, directed against Jesus (party), aiming to secure false testimony that would justify his execution -- an operation of hostile investigative pursuit."
6082,A-root-verse-reading,M83,G2212,D7.7.1,answered-no-flag,draft,2026-09-18T12:08:00Z,"Mark.14.55:G2424G role=['T7', 'T8'] live=['T7']","In Mark.14.55 the chief priests and whole council (party) initiate the seeking, directed against Jesus (party), aiming for testimony to secure his death -- an operation of hostile pursuit, ultimately fruitless per the verse."
6085,A-root-verse-reading,M83,G2212,D7.7.1,answered-no-flag,draft,2026-09-18T12:08:00Z,"Luke.5.18:G0435G role=['T2', 'T8'] live=['T8']","In Luke.5.18 the men carrying the paralyzed man (party) initiate the seeking, directed toward bringing him in and laying him before Jesus (party) -- an operation of purposeful, compassionate effort to reach Jesus for healing."
6089,A-root-verse-reading,M83,G2212,M0.6.5,no-direct-connection,draft,2026-09-18T12:08:00Z,"Matt.26.59:G2424G role=['T7', 'T8'] live=['T7']",Matt.26.59: co-occurs with M54 (G5577 false testimony) as the seeking's direct object -- zeteo supplies the operational drive that produces the false-testimony noun; the two M-codes are tightly linked as verb-and-its-sought-object rather than independently overlapping characteristics.
6092,A-root-verse-reading,M83,G2212,M0.6.5,sole-mcode-in-verse,draft,2026-09-18T12:08:01Z,"Mark.14.55:G2424G role=['T7', 'T8'] live=['T7']",Mark.14.55: no other M-code characteristic is present in this verse alongside zeteo's seeking of testimony.
6095,A-root-verse-reading,M83,G2212,M0.6.5,no-direct-connection,draft,2026-09-18T12:08:01Z,"Luke.5.18:G0435G role=['T2', 'T8'] live=['T8']",Luke.5.18: co-occurs with M70 (G5342 bringing) -- the men's bringing of the paralyzed man and their seeking to bring him in/lay him before Jesus are two facets of a single compound effort; seeking supplies the persistence/intent behind the physical carrying action.
6180,A-root-verse-reading,M83,G2212,M0.6.5,no-direct-connection,draft,2026-09-18T12:09:32Z,"Luke.19.3:G1492H role=['M15', 'T3'] live=['T3']; Luke.19.3:G2424G role=['T7', 'T8'] live=['T7']","In Luke.19.3, M15 (seeing) co-occurs. Seeking here is the enabling desire behind the attempted act of seeing -- seeking-to-see names Zacchaeus's intent, while seeing (M15) names the not-yet-achieved perceptual goal; the two are linked as intent-and-object rather than independent themes."
6186,A-root-verse-reading,M83,G2212,M0.6.5,no-direct-connection,draft,2026-09-18T12:09:32Z,"John.6.24:G1492H role=['M15', 'T3'] live=['T3']; John.6.24:G2424G role=['T7', 'T8'] live=['T7']","In John.6.24, M15 (saw, G1492H) co-occurs. Seeing (that Jesus was absent) is the triggering perception that produces the crowd's subsequent seeking; seeking here is the resultant action responding to a prior negative perception, not the same event as the perceiving."
6191,A-root-verse-reading,M83,G2212,D7.7.1,answered-no-flag,draft,2026-09-18T12:09:32Z,"John.6.24:G1492H role=['M15', 'T3'] live=['T3']; John.6.24:G2424G role=['T7', 'T8'] live=['T7']","In John.6.24, the T3-tagged word 'saw' (G1492H) is initiated by the crowd (party) with Jesus (party) as its object of perception, and 'got'/'went' (T3) describe the crowd's own movement toward Capernaum -- these operations set up the subsequent seeking of Jesus by the same party."
6222,A-root-verse-reading,M83,G2212,D7.7.1,answered-no-flag,draft,2026-09-18T12:11:09Z,"John.7.1:G2424G role=['T7', 'T8'] live=['T7']","The Jews (party, T11) are the initiators of the seeking; it is directed toward Jesus (via 'him,' the party being sought) with the further-embedded operation 'kill' (G0615) as its goal. Seeking here functions as the preparatory/pursuit operation leading to the lethal operation."
6229,A-root-verse-reading,M83,G2212,D7.7.1,answered-no-flag,draft,2026-09-18T12:11:09Z,"Acts.17.27:G2962G role=['M72', 'T7'] live=['T7']","Humanity generally ('they,' implied all nations) is called to initiate the seeking, directed toward God (party, T7), with the tentative goal of finding him -- a universal, exploratory rather than hostile operation."
6235,A-root-verse-reading,M83,G2212,M0.6.5,tightly-related,draft,2026-09-18T12:11:10Z,"Acts.17.27:G2962G role=['M72', 'T7'] live=['T7']","M72 (God, G2962G/theos-referent) is the direct object of the seeking in this verse, and M18 (far/distance-related term, G3117) qualifies the outcome of that seeking ('not far from each one of us'). Seeking's own vantage: it names the human-initiated operation of reaching toward the divine, while the M18 qualifier reassures that the objective distance to be closed by seeking is in fact minimal -- seeking is framed as an achievable, not hopeless, pursuit."
6303,A-root-verse-reading,M83,G2212,D7.7.1,answered-no-flag,draft,2026-09-18T12:14:10Z,"Rom.11.3:G2962G role=['M72', 'T7'] live=['T7']","The operation zeteo is initiated by the hostile 'they' (Israel's persecutors of the prophets) and directed toward Elijah ('my life'), marking him as sole surviving target of lethal pursuit."
6304,A-root-verse-reading,M83,G2212,M0.6.5,tightly-related,draft,2026-09-18T12:14:10Z,"Rom.11.3:G2962G role=['M72', 'T7'] live=['T7']","Seeking here (to kill) sits amid killing prophets (T3 action), demolished altars (M55), and Elijah being left alone (M59); from seeking's own vantage, this is the negative/hostile pole of the seeking-verb, illustrating that the same lexical operation can serve destructive persecution as readily as devout pursuit -- first relational pass for this verse."
6321,A-root-verse-reading,M83,G2212,D7.7.1,answered-no-flag,draft,2026-09-18T12:14:11Z,"1Pet.5.8:G1228G role=['M14', 'T4'] live=['T4']",The operation zeteo ('seeking') is initiated by the adversary/devil (the party M06/M14) and directed toward 'someone' (an unspecified victim among believers) to devour -- a predator-to-prey directed action.
6322,A-root-verse-reading,M83,G2212,M0.6.5,tightly-related,draft,2026-09-18T12:14:11Z,"1Pet.5.8:G1228G role=['M14', 'T4'] live=['T4']","Seeking here is the devil's (M06/M14) predatory operation, framed by sober-mindedness (M69) and watchfulness (M74) as the believer's counter-disposition, and roaring (M84) as its accompanying menace; from seeking's vantage, it is the active threat that the other characteristics (sobriety, watchfulness) exist to guard against -- first relational pass for this verse."
