cluster_code,strong,gloss,language,source,confidence,review_flag,rationale
T8,H3100N,Joel,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, first mentioned at 1Ch.15.7;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3100O,Joel,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, first mentioned at 1Ch.23.8;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3100Q,Joel,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 2Ch.29.12;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3100S,Joel,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Exile and Return, only mentioned at Neh.11.9;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3100T,Joel,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A prophet living at the time of Divided Monarchy, first mentioned at Jol.1.1;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3101G,Joash,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living before Israel's Monarchy, first mentioned at Jdg.6.11;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3101H,Joash,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man of the Kingdom of Israel, living at the time of Divided Monarchy, first mentioned at 1Ki.22.26;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3101I,Joash,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A king of Judah living at the time of Divided Monarchy, first mentioned at 2Ki.11.2;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3101J,Joash,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A king of Northern Israel, living at the time of Divided Monarchy, first mentioned at 2Ki.13.9;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3101K,Joash,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Judah living at the time of Egypt and Wilderness, only mentioned at 1Ch.4.22;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3103H,Jobab,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""An Edomite king living at the time of the Patriarchs, first mentioned at Gen.36.33;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3103I,Jobab,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A king in Canaan living before Israel's Monarchy, only mentioned at Jos.11.1;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3106,Jubal,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time before the Flood, only mentioned at Gen.4.21;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3107G,Jozacar,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man of the Ammonites living at the time of Divided Monarchy, first mentioned at 2Ki.12.21;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3107H,Jozabad,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 1Ch.12.4;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3107I,Jozabad,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 1Ch.12.20a;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3107J,Jozabad,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 1Ch.12.20b;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3107K,Jozabad,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 2Ch.31.13;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3107L,Jozabad,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 2Ch.35.9;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3107M,Jozabad,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A priest living at the time of Exile and Return, only mentioned at Ezr.8.33;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3107P,Jozabad,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Exile and Return, only mentioned at Neh.8.7;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3107Q,Jozabad,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Exile and Return, only mentioned at Neh.11.16;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3110G,Johanan,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, first mentioned at 2Ki.25.23;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3110L,Johanan,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A High Priest from the tribe of Levi living at the time of Exile and Return, first mentioned at Neh.12.11;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3111G,Joiada,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Exile and Return, only mentioned at Neh.3.6;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3111H,Joiada,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A High Priest from the tribe of Levi living at the time of Exile and Return, first mentioned at Neh.12.10;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3113,Joiakim,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A High Priest from the tribe of Levi living at the time of Exile and Return, first mentioned at Neh.12.10;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3114H,Joiarib,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Exile and Return, only mentioned at Ezr.8.16;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3115,Jochebed,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A woman from the tribe of Levi living at the time of Egypt and Wilderness, first mentioned at Exo.6.20;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3116,Jucal,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, first mentioned at Jer.37.3;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3122G,Jonadab,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""David's nephew from the tribe of Judah living at the time of United Monarchy, first mentioned at 2Sa.13.3;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3122H,Jonadab,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, first mentioned at 2Ki.10.15;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3124,Jonah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A prophet living at the time of Divided Monarchy, first mentioned at 2Ki.14.25;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3129G,Jonathan,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Judah living at the time of Divided Monarchy, first mentioned at 1Ch.2.32;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3129I,Jonathan,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Exile and Return, only mentioned at Ezr.10.15;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3129N,Jonathan,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""David's compatriot from the tribe of Benjamin living at the time of United Monarchy, first mentioned at 1Sa.13.2;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3129O,Jonathan,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A priest living at the time of United Monarchy, first mentioned at 2Sa.15.27;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3130G,Joseph,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""Jacob's son living at the time of the Patriarchs, first mentioned at Gen.30.24;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3130I,Joseph,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Levi living at the time of Divided Monarchy, first mentioned at 1Ch.25.2;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3135H,Joash,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 1Ch.27.28;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3136A,Jozadak,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A High Priest from the tribe of Levi living at the time of Exile and Return, first mentioned at 1Ch.6.14;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3136G,Jozadak,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A priest living at the time of Exile and Return, only mentioned at Ezr.10.18;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3137,Jokim,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Judah living at the time of Egypt and Wilderness, only mentioned at 1Ch.4.22;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3141G,Joram,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of United Monarchy, first mentioned at 2Sa.8.10;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3141H,Joram,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A king of Northern Israel, living at the time of Divided Monarchy, first mentioned at 2Ki.1.17;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3141J,Joram,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A king of Judah living at the time of Divided Monarchy, first mentioned at 1Ki.22.50;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3147G,Jotham,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living before Israel's Monarchy, first mentioned at Jdg.9.5;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3147H,Jotham,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A king of Judah living at the time of Divided Monarchy, first mentioned at 2Ki.15.5;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3151,Jaziz,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 1Ch.27.31;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3153,Jezaniah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, first mentioned at 2Ki.25.23;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3155,Izrahite,Hebrew,claude-scan-20260908,high,0,"Phase J (escalation #1598): T8/T11 family-expansion scan, TIP-marker or surface-text verified -- ""Judah's son from the tribe of Judah living at the time of Egypt and Wilderness, first mentioned at Gen.38.30;"""
T8,H3156H,Jezrahiah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Exile and Return, only mentioned at Neh.12.42;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3157J,Jezreel,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Judah living at the time of Egypt and Wilderness, only mentioned at 1Ch.4.3;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3157K,Jezreel,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at Hos.1.4;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3164,Jahdiel,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Manasseh living at the time of Divided Monarchy, only mentioned at 1Ch.5.24;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3165H,Jehdeiah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 1Ch.27.30;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3166G,Jahaziel,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 1Ch.12.4;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3166H,Jahaziel,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 1Ch.16.6;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3166J,Jahaziel,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 2Ch.20.14;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3167,Jahzeiah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Exile and Return, only mentioned at Ezr.10.15;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3168H,Ezekiel,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A prophet living at the time of Exile and Return, first mentioned at Ezk.1.3;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3169G,Jehizkiah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 2Ch.28.12;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3169H,Hezekiah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A king of Judah living at the time of Divided Monarchy, first mentioned at 2Ki.16.20;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3171G,Jehiel,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A singer living at the time of Divided Monarchy, first mentioned at 1Ch.15.18;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3171H,Jehiel,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, first mentioned at 1Ch.23.8;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3171I,Jehiel,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 1Ch.27.32;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3171L,Jehiel,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 2Ch.31.13;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3171M,Jehiel,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 2Ch.35.8;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3171O,Jehiel,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Exile and Return, only mentioned at Ezr.10.2;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3172,Jehieli,Hebrew,claude-scan-20260908,high,0,"Phase J (escalation #1598): T8/T11 family-expansion scan, TIP-marker or surface-text verified -- ""A man living at the time of Divided Monarchy, first mentioned at 1Ch.23.8;"""
T8,H3181,Jahmai,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Issachar living at the time of Egypt and Wilderness, only mentioned at 1Ch.7.2;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3189H,Jahath,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Levi living at the time of Egypt and Wilderness, first mentioned at 1Ch.23.10;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3189K,Jahath,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 2Ch.34.12;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3203,Jecoliah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A woman living at the time of Divided Monarchy, first mentioned at 2Ki.15.2;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3204,Jeconiah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A king of Judah living at the time of Divided Monarchy, first mentioned at 2Ki.24.6;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3210,Jalon,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Judah(?) living at the time of Divided Monarchy, only mentioned at 1Ch.4.17;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3224,Jemimah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A woman living at the time of the Patriarchs, only mentioned at Job.42.14;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3226H,Jamin,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Judah living at the time of Divided Monarchy, only mentioned at 1Ch.2.27;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3226I,Jamin,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Exile and Return, only mentioned at Neh.8.7;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3227B,[Ben]jaminite,Hebrew,claude-scan-20260908,high,0,"Phase J (escalation #1598): T8/T11 family-expansion scan, TIP-marker or surface-text verified -- ""Jacob's son who founded the tribe of Benjamin living at the time of the Patriarchs, first mentioned at Gen.35.18;"""
T8,H3228G,[Ben]jaminite,Hebrew,claude-scan-20260908,high,0,"Phase J (escalation #1598): T8/T11 family-expansion scan, TIP-marker or surface-text verified -- ""Jacob's son who founded the tribe of Benjamin living at the time of the Patriarchs, first mentioned at Gen.35.18;"""
T8,H3229,Imlah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, first mentioned at 1Ki.22.8;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3232H,Imnah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 2Ch.31.14;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3252,Iscah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A woman living at the time of the Patriarchs, only mentioned at Gen.11.29;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3253,Ismachiah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 2Ch.31.13;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3258H,Jabez,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Judah living at the time of Divided Monarchy, first mentioned at 1Ch.4.9;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3260,Iddo,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A prophet living at the time of Divided Monarchy, first mentioned at 2Ch.9.29;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3265,Jair,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of United Monarchy, first mentioned at 2Sa.21.19;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H3266G,Jeush,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man of the Edomites living at the time of the Patriarchs, first mentioned at Gen.36.5;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
