question_code,scope,window,mechanism,placement_verdict,placement_note,payload_verdict,payload_note,instruction_verdict,instruction_issue_type,writeback_verdict,writeback_note,question_text
D7.5.2,Characteristic (HIB behaviour),origin,DYNAMIC-STAGE4,CORRECT,"Answered at Stage 4 (char-answers), scope-selected live from wa_obs_question_catalogue -- auto-tracks catalogue changes.","RISK -- NO OVER-CAP PROTECTION (NEW FINDING, 2026-09-21)","Stage 4 (`charanswergenerate.py`) sends ALL ~52 characteristic-grain questions in ONE call per subgroup, with EVERY corpus-wide occurrence for EVERY member strong (uncapped) plus the full verse-reading + char-subgroup + char-reading observation history for every member strong. Unlike Stage 3, there is NO per-strong occurrence cap and NO splitting mechanism at all -- `charanswergenerate.py` has no equivalent of Stage 3's `_MAX_OCCURRENCES_PER_STRONG`/`_partition_occurrences_by_surface`. Confirmed this session the largest live Stage-4 payload so far (M83/D_consultative_inquiry, 164 occurrences, 1 strong) succeeded at $0.69/call with 6/52 questions left unanswered -- so the mechanism is not broken, but there is no ceiling if a much larger subgroup ever reaches this stage, and no signal before the fact that a given subgroup's payload is approaching a real risk. Flagged, not fixed here -- a genuine build gap for #1806/#1805.",REVISE,subject-missing,CORRECT,"`cluster_code` = the pass's own cluster_code always (Stage 4 is never front-loaded, `_effective_cluster_code` only overrides M0.1/M0.5 prefixes) -- correct for a genuinely per-cluster/subgroup-scoped stage. `cluster_subgroup_id`/`cluster_subgroup_code` correctly populated from the caller's own known subgroup (confirmed fixed 2026-09-18, previously NULL for all 4 live stages until the researcher's own review caught it). `window` correctly derived from the catalogue's own `window` column and validated against live cfg_enum. Completeness is CODE-computed after write (`compute_question_checks`), not LLM-self-reported -- confirmed live: M83/D_consultative_inquiry and M83/B_intensified_seeking both surfaced real 'N of 52 unanswered' counts in their own run outcome, not silently absorbed.","Across the characteristic's verses, is its stated origin (generated within the person, received from another, bestowed by God, carried generationally, or introduced by another spirit) single or multiple, and does it change with context?"
D7.6.1,Word/term (lexical),relational,STRUCTURALLY-UNREACHABLE,WRONG -- NO STAGE SELECTS THIS SCOPE,"No stage's query includes this question's scope at all (Verse-context/The verse/most of Word-term lexical) -- structurally invisible regardless of how many clusters get processed. This is #1806's own ORIGINAL ask, still not redesigned.",N/A,Never presented to any stage -- no payload exists to audit.,COMPLIANT,none,N/A,Never answered by any stage -- no write-back to audit.,"In this verse, is the characteristic predicated of God or otherwise related to God; if so, in what relation (God as the one who bears it, acts, gives it, or is its object)? Record the relation, or record that it is not related to God here."
D7.7.1,Characteristic (HIB behaviour),action-impact,PINNED-STAGE1,CORRECT,"Answered at Stage 1 by exact question_code pin (D7.7.1/M0.6.5) -- deliberate, not a hardcoded-list bug (confirmed live 2026-09-21, escalation #1806 v8).",RIGHT-SIZED,"Same Stage 1 payload as DYNAMIC-STAGE1 (same batch, same call) -- no separate payload construction.",REVISE,jargon;compound,CORRECT,"M0.6.5/D7.7.1 stay keyed to the calling pass's own cluster_code by design (`_effective_cluster_code` explicitly does NOT override these -- they are that cluster's own vantage point on the verse, not a strong-level fact). `cluster_subgroup_id`/`cluster_subgroup_code` correctly NULL (pre-subgroup stage).","In this verse, where an action or movement word is classified as an Operation for this cluster, what is that word's relation to the parties present in the verse -- who initiates it, and toward whom or what is it directed? Record none if no such operation word is present."
D9.1.1,Characteristic (HIB behaviour),scientific,EXCLUDED-SCIENCE-EXTRACT,"BLOCKED -- KNOWN, TRACKED","Deliberately excluded from Stage 4's own query (question_text LIKE '%science extract%') because the science-extract source data isn't wired in yet. NOT a wording or placement defect -- a real, prose-grounded (escalation #1805 v3) build gap, 0/4 answered live.",N/A,Never presented to any stage -- no payload exists to audit.,COMPLIANT,science-extract-family,N/A,Never answered by any stage -- no write-back to audit.,"Per the cluster's science extract, what does neuroscience or physiology show about the mechanism underlying this characteristic, and does the verse evidence engage or diverge from that mechanism?"
D9.2.1,Characteristic (HIB behaviour),scientific,EXCLUDED-SCIENCE-EXTRACT,"BLOCKED -- KNOWN, TRACKED","Deliberately excluded from Stage 4's own query (question_text LIKE '%science extract%') because the science-extract source data isn't wired in yet. NOT a wording or placement defect -- a real, prose-grounded (escalation #1805 v3) build gap, 0/4 answered live.",N/A,Never presented to any stage -- no payload exists to audit.,COMPLIANT,science-extract-family,N/A,Never answered by any stage -- no write-back to audit.,"Per the cluster's science extract, does the scientific literature show the characteristic (or its pattern) transmitted generationally, and does the verse evidence show anything comparable (covenant, inheritance, generational language)?"
F0.1.1,Verse-context,faculty,STRUCTURALLY-UNREACHABLE,WRONG -- NO STAGE SELECTS THIS SCOPE,"No stage's query includes this question's scope at all (Verse-context/The verse/most of Word-term lexical) -- structurally invisible regardless of how many clusters get processed. This is #1806's own ORIGINAL ask, still not redesigned.",N/A,Never presented to any stage -- no payload exists to audit.,REVISE,run-on;jargon-density,N/A,Never answered by any stage -- no write-back to audit.,"In this verse, does the characteristic engage or get affected by any inner-being faculty (the senses, spiritual discernment, cognition, memory, affect, creativity, volition, agency, moral evaluation, conscience, conscientiousness, or relational capacity), and if so which and how? Record none if it does not."
F0.1.2,Characteristic (HIB behaviour),faculty,DYNAMIC-STAGE4,CORRECT,"Answered at Stage 4 (char-answers), scope-selected live from wa_obs_question_catalogue -- auto-tracks catalogue changes.","RISK -- NO OVER-CAP PROTECTION (NEW FINDING, 2026-09-21)","Stage 4 (`charanswergenerate.py`) sends ALL ~52 characteristic-grain questions in ONE call per subgroup, with EVERY corpus-wide occurrence for EVERY member strong (uncapped) plus the full verse-reading + char-subgroup + char-reading observation history for every member strong. Unlike Stage 3, there is NO per-strong occurrence cap and NO splitting mechanism at all -- `charanswergenerate.py` has no equivalent of Stage 3's `_MAX_OCCURRENCES_PER_STRONG`/`_partition_occurrences_by_surface`. Confirmed this session the largest live Stage-4 payload so far (M83/D_consultative_inquiry, 164 occurrences, 1 strong) succeeded at $0.69/call with 6/52 questions left unanswered -- so the mechanism is not broken, but there is no ceiling if a much larger subgroup ever reaches this stage, and no signal before the fact that a given subgroup's payload is approaching a real risk. Flagged, not fixed here -- a genuine build gap for #1806/#1805.",COMPLIANT,none,CORRECT,"`cluster_code` = the pass's own cluster_code always (Stage 4 is never front-loaded, `_effective_cluster_code` only overrides M0.1/M0.5 prefixes) -- correct for a genuinely per-cluster/subgroup-scoped stage. `cluster_subgroup_id`/`cluster_subgroup_code` correctly populated from the caller's own known subgroup (confirmed fixed 2026-09-18, previously NULL for all 4 live stages until the researcher's own review caught it). `window` correctly derived from the catalogue's own `window` column and validated against live cfg_enum. Completeness is CODE-computed after write (`compute_question_checks`), not LLM-self-reported -- confirmed live: M83/D_consultative_inquiry and M83/B_intensified_seeking both surfaced real 'N of 52 unanswered' counts in their own run outcome, not silently absorbed.","Across the verses, what does the pattern of engagement and non-engagement with the faculties indicate about the characteristic's nature?"
M0.1.1,Word/term (lexical),meaning,DYNAMIC-STAGE1,CORRECT,"Answered at Stage 1 (verse-reading), prefix-selected (M0.1%/M0.5%) so it auto-tracks catalogue changes -- no drift risk.",RIGHT-SIZED,"Stage 1 batches per `passage.max_verses` (bounded, never a full-cluster push). Per verse: base text + every live verse_lexical row's role array (deliberately including unwired T-code tags, per cfg_method_rule role-list-includes-unwired-tags -- over-inclusion is a stated, deliberate design choice, not accidental bloat) + meaning_sources for the cluster's own home strongs only (not every M-code strong in the verse) + prior M0.6.5 relational context for the SAME verses only. Bounded and scoped correctly.",COMPLIANT,definitional-category;front-loaded-exposure,"CONFIRMED BUG -- #1815 (tracked, not yet fixed)","`cluster_code` is resolved via `_effective_cluster_code()`'s LIKE 'M%' fallback against live `cluster_strong` -- correct for a strong with a real M-code home, but for a front-loaded NON-MEMBER strong whose only home is a T-code, the fallback silently misattributes the answer to the calling pass's own cluster_code instead of leaving it unhomed. #1817 closed the population of T-code-only strongs this can hit (fully enumerable now); the attribution logic itself is unfixed. Applies to M0.1.x/M0.5.x only (the front-loaded word-level battery) -- confirmed by code: `_WORD_LEVEL_QUESTION_PREFIXES = ('M0.1', 'M0.5')` is the only trigger for this override path.","What is the characteristic called in the programme, and what does the name signal about its essential nature?"
M0.1.2,Word/term (lexical),meaning,DYNAMIC-STAGE1,CORRECT,"Answered at Stage 1 (verse-reading), prefix-selected (M0.1%/M0.5%) so it auto-tracks catalogue changes -- no drift risk.",RIGHT-SIZED,"Stage 1 batches per `passage.max_verses` (bounded, never a full-cluster push). Per verse: base text + every live verse_lexical row's role array (deliberately including unwired T-code tags, per cfg_method_rule role-list-includes-unwired-tags -- over-inclusion is a stated, deliberate design choice, not accidental bloat) + meaning_sources for the cluster's own home strongs only (not every M-code strong in the verse) + prior M0.6.5 relational context for the SAME verses only. Bounded and scoped correctly.",COMPLIANT,definitional-category;front-loaded-exposure,"CONFIRMED BUG -- #1815 (tracked, not yet fixed)","`cluster_code` is resolved via `_effective_cluster_code()`'s LIKE 'M%' fallback against live `cluster_strong` -- correct for a strong with a real M-code home, but for a front-loaded NON-MEMBER strong whose only home is a T-code, the fallback silently misattributes the answer to the calling pass's own cluster_code instead of leaving it unhomed. #1817 closed the population of T-code-only strongs this can hit (fully enumerable now); the attribution logic itself is unfixed. Applies to M0.1.x/M0.5.x only (the front-loaded word-level battery) -- confirmed by code: `_WORD_LEVEL_QUESTION_PREFIXES = ('M0.1', 'M0.5')` is the only trigger for this override path.",What do the primary Hebrew and Greek terms show at the definitional level?
M0.1.3,Word/term (lexical),meaning,DYNAMIC-STAGE1,CORRECT,"Answered at Stage 1 (verse-reading), prefix-selected (M0.1%/M0.5%) so it auto-tracks catalogue changes -- no drift risk.",RIGHT-SIZED,"Stage 1 batches per `passage.max_verses` (bounded, never a full-cluster push). Per verse: base text + every live verse_lexical row's role array (deliberately including unwired T-code tags, per cfg_method_rule role-list-includes-unwired-tags -- over-inclusion is a stated, deliberate design choice, not accidental bloat) + meaning_sources for the cluster's own home strongs only (not every M-code strong in the verse) + prior M0.6.5 relational context for the SAME verses only. Bounded and scoped correctly.",COMPLIANT,definitional-category;front-loaded-exposure,"CONFIRMED BUG -- #1815 (tracked, not yet fixed)","`cluster_code` is resolved via `_effective_cluster_code()`'s LIKE 'M%' fallback against live `cluster_strong` -- correct for a strong with a real M-code home, but for a front-loaded NON-MEMBER strong whose only home is a T-code, the fallback silently misattributes the answer to the calling pass's own cluster_code instead of leaving it unhomed. #1817 closed the population of T-code-only strongs this can hit (fully enumerable now); the attribution logic itself is unfixed. Applies to M0.1.x/M0.5.x only (the front-loaded word-level battery) -- confirmed by code: `_WORD_LEVEL_QUESTION_PREFIXES = ('M0.1', 'M0.5')` is the only trigger for this override path.","What directional, relational, or constitutional implication does the name carry?"
M0.2.1,Characteristic (HIB behaviour),meaning,DYNAMIC-STAGE4,CORRECT,"Answered at Stage 4 (char-answers), scope-selected live from wa_obs_question_catalogue -- auto-tracks catalogue changes.","RISK -- NO OVER-CAP PROTECTION (NEW FINDING, 2026-09-21)","Stage 4 (`charanswergenerate.py`) sends ALL ~52 characteristic-grain questions in ONE call per subgroup, with EVERY corpus-wide occurrence for EVERY member strong (uncapped) plus the full verse-reading + char-subgroup + char-reading observation history for every member strong. Unlike Stage 3, there is NO per-strong occurrence cap and NO splitting mechanism at all -- `charanswergenerate.py` has no equivalent of Stage 3's `_MAX_OCCURRENCES_PER_STRONG`/`_partition_occurrences_by_surface`. Confirmed this session the largest live Stage-4 payload so far (M83/D_consultative_inquiry, 164 occurrences, 1 strong) succeeded at $0.69/call with 6/52 questions left unanswered -- so the mechanism is not broken, but there is no ceiling if a much larger subgroup ever reaches this stage, and no signal before the fact that a given subgroup's payload is approaching a real risk. Flagged, not fixed here -- a genuine build gap for #1806/#1805.",COMPLIANT,definitional-category;stage4-not-exposed,CORRECT,"`cluster_code` = the pass's own cluster_code always (Stage 4 is never front-loaded, `_effective_cluster_code` only overrides M0.1/M0.5 prefixes) -- correct for a genuinely per-cluster/subgroup-scoped stage. `cluster_subgroup_id`/`cluster_subgroup_code` correctly populated from the caller's own known subgroup (confirmed fixed 2026-09-18, previously NULL for all 4 live stages until the researcher's own review caught it). `window` correctly derived from the catalogue's own `window` column and validated against live cfg_enum. Completeness is CODE-computed after write (`compute_question_checks`), not LLM-self-reported -- confirmed live: M83/D_consultative_inquiry and M83/B_intensified_seeking both surfaced real 'N of 52 unanswered' counts in their own run outcome, not silently absorbed.","What kind of inner-being phenomenon is the characteristic — an act, a disposition, a condition/status, a quality, or something else?"
M0.2.2,Characteristic (HIB behaviour),meaning,DYNAMIC-STAGE4,CORRECT,"Answered at Stage 4 (char-answers), scope-selected live from wa_obs_question_catalogue -- auto-tracks catalogue changes.","RISK -- NO OVER-CAP PROTECTION (NEW FINDING, 2026-09-21)","Stage 4 (`charanswergenerate.py`) sends ALL ~52 characteristic-grain questions in ONE call per subgroup, with EVERY corpus-wide occurrence for EVERY member strong (uncapped) plus the full verse-reading + char-subgroup + char-reading observation history for every member strong. Unlike Stage 3, there is NO per-strong occurrence cap and NO splitting mechanism at all -- `charanswergenerate.py` has no equivalent of Stage 3's `_MAX_OCCURRENCES_PER_STRONG`/`_partition_occurrences_by_surface`. Confirmed this session the largest live Stage-4 payload so far (M83/D_consultative_inquiry, 164 occurrences, 1 strong) succeeded at $0.69/call with 6/52 questions left unanswered -- so the mechanism is not broken, but there is no ceiling if a much larger subgroup ever reaches this stage, and no signal before the fact that a given subgroup's payload is approaching a real risk. Flagged, not fixed here -- a genuine build gap for #1806/#1805.",COMPLIANT,definitional-category;stage4-not-exposed,CORRECT,"`cluster_code` = the pass's own cluster_code always (Stage 4 is never front-loaded, `_effective_cluster_code` only overrides M0.1/M0.5 prefixes) -- correct for a genuinely per-cluster/subgroup-scoped stage. `cluster_subgroup_id`/`cluster_subgroup_code` correctly populated from the caller's own known subgroup (confirmed fixed 2026-09-18, previously NULL for all 4 live stages until the researcher's own review caught it). `window` correctly derived from the catalogue's own `window` column and validated against live cfg_enum. Completeness is CODE-computed after write (`compute_question_checks`), not LLM-self-reported -- confirmed live: M83/D_consultative_inquiry and M83/B_intensified_seeking both surfaced real 'N of 52 unanswered' counts in their own run outcome, not silently absorbed.","Is the characteristic simple in structure, or does it combine constituent elements; if compound, which?"
M0.3.1,Characteristic (HIB behaviour),meaning,DYNAMIC-STAGE4,CORRECT,"Answered at Stage 4 (char-answers), scope-selected live from wa_obs_question_catalogue -- auto-tracks catalogue changes.","RISK -- NO OVER-CAP PROTECTION (NEW FINDING, 2026-09-21)","Stage 4 (`charanswergenerate.py`) sends ALL ~52 characteristic-grain questions in ONE call per subgroup, with EVERY corpus-wide occurrence for EVERY member strong (uncapped) plus the full verse-reading + char-subgroup + char-reading observation history for every member strong. Unlike Stage 3, there is NO per-strong occurrence cap and NO splitting mechanism at all -- `charanswergenerate.py` has no equivalent of Stage 3's `_MAX_OCCURRENCES_PER_STRONG`/`_partition_occurrences_by_surface`. Confirmed this session the largest live Stage-4 payload so far (M83/D_consultative_inquiry, 164 occurrences, 1 strong) succeeded at $0.69/call with 6/52 questions left unanswered -- so the mechanism is not broken, but there is no ceiling if a much larger subgroup ever reaches this stage, and no signal before the fact that a given subgroup's payload is approaching a real risk. Flagged, not fixed here -- a genuine build gap for #1806/#1805.",COMPLIANT,definitional-category;stage4-not-exposed,CORRECT,"`cluster_code` = the pass's own cluster_code always (Stage 4 is never front-loaded, `_effective_cluster_code` only overrides M0.1/M0.5 prefixes) -- correct for a genuinely per-cluster/subgroup-scoped stage. `cluster_subgroup_id`/`cluster_subgroup_code` correctly populated from the caller's own known subgroup (confirmed fixed 2026-09-18, previously NULL for all 4 live stages until the researcher's own review caught it). `window` correctly derived from the catalogue's own `window` column and validated against live cfg_enum. Completeness is CODE-computed after write (`compute_question_checks`), not LLM-self-reported -- confirmed live: M83/D_consultative_inquiry and M83/B_intensified_seeking both surfaced real 'N of 52 unanswered' counts in their own run outcome, not silently absorbed.",What stands against the characteristic as its structural opposite — the inner-being reality that excludes it?
M0.3.2,Characteristic (HIB behaviour),meaning,DYNAMIC-STAGE4,CORRECT,"Answered at Stage 4 (char-answers), scope-selected live from wa_obs_question_catalogue -- auto-tracks catalogue changes.","RISK -- NO OVER-CAP PROTECTION (NEW FINDING, 2026-09-21)","Stage 4 (`charanswergenerate.py`) sends ALL ~52 characteristic-grain questions in ONE call per subgroup, with EVERY corpus-wide occurrence for EVERY member strong (uncapped) plus the full verse-reading + char-subgroup + char-reading observation history for every member strong. Unlike Stage 3, there is NO per-strong occurrence cap and NO splitting mechanism at all -- `charanswergenerate.py` has no equivalent of Stage 3's `_MAX_OCCURRENCES_PER_STRONG`/`_partition_occurrences_by_surface`. Confirmed this session the largest live Stage-4 payload so far (M83/D_consultative_inquiry, 164 occurrences, 1 strong) succeeded at $0.69/call with 6/52 questions left unanswered -- so the mechanism is not broken, but there is no ceiling if a much larger subgroup ever reaches this stage, and no signal before the fact that a given subgroup's payload is approaching a real risk. Flagged, not fixed here -- a genuine build gap for #1806/#1805.",COMPLIANT,definitional-category;stage4-not-exposed,CORRECT,"`cluster_code` = the pass's own cluster_code always (Stage 4 is never front-loaded, `_effective_cluster_code` only overrides M0.1/M0.5 prefixes) -- correct for a genuinely per-cluster/subgroup-scoped stage. `cluster_subgroup_id`/`cluster_subgroup_code` correctly populated from the caller's own known subgroup (confirmed fixed 2026-09-18, previously NULL for all 4 live stages until the researcher's own review caught it). `window` correctly derived from the catalogue's own `window` column and validated against live cfg_enum. Completeness is CODE-computed after write (`compute_question_checks`), not LLM-self-reported -- confirmed live: M83/D_consultative_inquiry and M83/B_intensified_seeking both surfaced real 'N of 52 unanswered' counts in their own run outcome, not silently absorbed.",What does the characteristic exclude or resist at its edge?
M0.3.3,Characteristic (HIB behaviour),meaning,DYNAMIC-STAGE4,CORRECT,"Answered at Stage 4 (char-answers), scope-selected live from wa_obs_question_catalogue -- auto-tracks catalogue changes.","RISK -- NO OVER-CAP PROTECTION (NEW FINDING, 2026-09-21)","Stage 4 (`charanswergenerate.py`) sends ALL ~52 characteristic-grain questions in ONE call per subgroup, with EVERY corpus-wide occurrence for EVERY member strong (uncapped) plus the full verse-reading + char-subgroup + char-reading observation history for every member strong. Unlike Stage 3, there is NO per-strong occurrence cap and NO splitting mechanism at all -- `charanswergenerate.py` has no equivalent of Stage 3's `_MAX_OCCURRENCES_PER_STRONG`/`_partition_occurrences_by_surface`. Confirmed this session the largest live Stage-4 payload so far (M83/D_consultative_inquiry, 164 occurrences, 1 strong) succeeded at $0.69/call with 6/52 questions left unanswered -- so the mechanism is not broken, but there is no ceiling if a much larger subgroup ever reaches this stage, and no signal before the fact that a given subgroup's payload is approaching a real risk. Flagged, not fixed here -- a genuine build gap for #1806/#1805.",COMPLIANT,definitional-category;stage4-not-exposed,CORRECT,"`cluster_code` = the pass's own cluster_code always (Stage 4 is never front-loaded, `_effective_cluster_code` only overrides M0.1/M0.5 prefixes) -- correct for a genuinely per-cluster/subgroup-scoped stage. `cluster_subgroup_id`/`cluster_subgroup_code` correctly populated from the caller's own known subgroup (confirmed fixed 2026-09-18, previously NULL for all 4 live stages until the researcher's own review caught it). `window` correctly derived from the catalogue's own `window` column and validated against live cfg_enum. Completeness is CODE-computed after write (`compute_question_checks`), not LLM-self-reported -- confirmed live: M83/D_consultative_inquiry and M83/B_intensified_seeking both surfaced real 'N of 52 unanswered' counts in their own run outcome, not silently absorbed.",Where does the characteristic end and another thing begin — what is it not?
M0.4.1,Word/term (lexical),meaning,STRUCTURALLY-UNREACHABLE,WRONG -- NO STAGE SELECTS THIS SCOPE,"No stage's query includes this question's scope at all (Verse-context/The verse/most of Word-term lexical) -- structurally invisible regardless of how many clusters get processed. This is #1806's own ORIGINAL ask, still not redesigned.",N/A,Never presented to any stage -- no payload exists to audit.,COMPLIANT,none,N/A,Never answered by any stage -- no write-back to audit.,What is the grammatical/stem form of this term in this verse?
M0.5.1,Word/term (lexical),meaning,DYNAMIC-STAGE1,CORRECT,"Answered at Stage 1 (verse-reading), prefix-selected (M0.1%/M0.5%) so it auto-tracks catalogue changes -- no drift risk.",RIGHT-SIZED,"Stage 1 batches per `passage.max_verses` (bounded, never a full-cluster push). Per verse: base text + every live verse_lexical row's role array (deliberately including unwired T-code tags, per cfg_method_rule role-list-includes-unwired-tags -- over-inclusion is a stated, deliberate design choice, not accidental bloat) + meaning_sources for the cluster's own home strongs only (not every M-code strong in the verse) + prior M0.6.5 relational context for the SAME verses only. Bounded and scoped correctly.",COMPLIANT,definitional-category;front-loaded-exposure,"CONFIRMED BUG -- #1815 (tracked, not yet fixed)","`cluster_code` is resolved via `_effective_cluster_code()`'s LIKE 'M%' fallback against live `cluster_strong` -- correct for a strong with a real M-code home, but for a front-loaded NON-MEMBER strong whose only home is a T-code, the fallback silently misattributes the answer to the calling pass's own cluster_code instead of leaving it unhomed. #1817 closed the population of T-code-only strongs this can hit (fully enumerable now); the attribution logic itself is unfixed. Applies to M0.1.x/M0.5.x only (the front-loaded word-level battery) -- confirmed by code: `_WORD_LEVEL_QUESTION_PREFIXES = ('M0.1', 'M0.5')` is the only trigger for this override path.","What are the primary Hebrew and Greek terms for this characteristic, and what do their root meanings show?"
M0.5.10,Word/term (lexical),meaning,DYNAMIC-STAGE1,CORRECT,"Answered at Stage 1 (verse-reading), prefix-selected (M0.1%/M0.5%) so it auto-tracks catalogue changes -- no drift risk.",RIGHT-SIZED,"Stage 1 batches per `passage.max_verses` (bounded, never a full-cluster push). Per verse: base text + every live verse_lexical row's role array (deliberately including unwired T-code tags, per cfg_method_rule role-list-includes-unwired-tags -- over-inclusion is a stated, deliberate design choice, not accidental bloat) + meaning_sources for the cluster's own home strongs only (not every M-code strong in the verse) + prior M0.6.5 relational context for the SAME verses only. Bounded and scoped correctly.",COMPLIANT,definitional-category;front-loaded-exposure,"CONFIRMED BUG -- #1815 (tracked, not yet fixed)","`cluster_code` is resolved via `_effective_cluster_code()`'s LIKE 'M%' fallback against live `cluster_strong` -- correct for a strong with a real M-code home, but for a front-loaded NON-MEMBER strong whose only home is a T-code, the fallback silently misattributes the answer to the calling pass's own cluster_code instead of leaving it unhomed. #1817 closed the population of T-code-only strongs this can hit (fully enumerable now); the attribution logic itself is unfixed. Applies to M0.1.x/M0.5.x only (the front-loaded word-level battery) -- confirmed by code: `_WORD_LEVEL_QUESTION_PREFIXES = ('M0.1', 'M0.5')` is the only trigger for this override path.",What does the full vocabulary arc show about the characteristic's complete semantic range?
M0.5.11,Word/term (lexical),meaning,DYNAMIC-STAGE1,CORRECT,"Answered at Stage 1 (verse-reading), prefix-selected (M0.1%/M0.5%) so it auto-tracks catalogue changes -- no drift risk.",RIGHT-SIZED,"Stage 1 batches per `passage.max_verses` (bounded, never a full-cluster push). Per verse: base text + every live verse_lexical row's role array (deliberately including unwired T-code tags, per cfg_method_rule role-list-includes-unwired-tags -- over-inclusion is a stated, deliberate design choice, not accidental bloat) + meaning_sources for the cluster's own home strongs only (not every M-code strong in the verse) + prior M0.6.5 relational context for the SAME verses only. Bounded and scoped correctly.",REVISE,jargon;compound;mixed-grain;front-loaded-exposure,"CONFIRMED BUG -- #1815 (tracked, not yet fixed)","`cluster_code` is resolved via `_effective_cluster_code()`'s LIKE 'M%' fallback against live `cluster_strong` -- correct for a strong with a real M-code home, but for a front-loaded NON-MEMBER strong whose only home is a T-code, the fallback silently misattributes the answer to the calling pass's own cluster_code instead of leaving it unhomed. #1817 closed the population of T-code-only strongs this can hit (fully enumerable now); the attribution logic itself is unfixed. Applies to M0.1.x/M0.5.x only (the front-loaded word-level battery) -- confirmed by code: `_WORD_LEVEL_QUESTION_PREFIXES = ('M0.1', 'M0.5')` is the only trigger for this override path.","In this verse, where this occurrence's meaning diverges from the term's usual sense elsewhere, what nuance does that divergence carry here, and how does it compare to the word's other occurrences? Record none if this occurrence matches the term's usual sense."
M0.5.2,Word/term (lexical),meaning,DYNAMIC-STAGE1,CORRECT,"Answered at Stage 1 (verse-reading), prefix-selected (M0.1%/M0.5%) so it auto-tracks catalogue changes -- no drift risk.",RIGHT-SIZED,"Stage 1 batches per `passage.max_verses` (bounded, never a full-cluster push). Per verse: base text + every live verse_lexical row's role array (deliberately including unwired T-code tags, per cfg_method_rule role-list-includes-unwired-tags -- over-inclusion is a stated, deliberate design choice, not accidental bloat) + meaning_sources for the cluster's own home strongs only (not every M-code strong in the verse) + prior M0.6.5 relational context for the SAME verses only. Bounded and scoped correctly.",COMPLIANT,definitional-category;front-loaded-exposure,"CONFIRMED BUG -- #1815 (tracked, not yet fixed)","`cluster_code` is resolved via `_effective_cluster_code()`'s LIKE 'M%' fallback against live `cluster_strong` -- correct for a strong with a real M-code home, but for a front-loaded NON-MEMBER strong whose only home is a T-code, the fallback silently misattributes the answer to the calling pass's own cluster_code instead of leaving it unhomed. #1817 closed the population of T-code-only strongs this can hit (fully enumerable now); the attribution logic itself is unfixed. Applies to M0.1.x/M0.5.x only (the front-loaded word-level battery) -- confirmed by code: `_WORD_LEVEL_QUESTION_PREFIXES = ('M0.1', 'M0.5')` is the only trigger for this override path.","What is the grammatical range of this term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
M0.5.3,Word/term (lexical),meaning,DYNAMIC-STAGE1,CORRECT,"Answered at Stage 1 (verse-reading), prefix-selected (M0.1%/M0.5%) so it auto-tracks catalogue changes -- no drift risk.",RIGHT-SIZED,"Stage 1 batches per `passage.max_verses` (bounded, never a full-cluster push). Per verse: base text + every live verse_lexical row's role array (deliberately including unwired T-code tags, per cfg_method_rule role-list-includes-unwired-tags -- over-inclusion is a stated, deliberate design choice, not accidental bloat) + meaning_sources for the cluster's own home strongs only (not every M-code strong in the verse) + prior M0.6.5 relational context for the SAME verses only. Bounded and scoped correctly.",COMPLIANT,definitional-category;front-loaded-exposure,"CONFIRMED BUG -- #1815 (tracked, not yet fixed)","`cluster_code` is resolved via `_effective_cluster_code()`'s LIKE 'M%' fallback against live `cluster_strong` -- correct for a strong with a real M-code home, but for a front-loaded NON-MEMBER strong whose only home is a T-code, the fallback silently misattributes the answer to the calling pass's own cluster_code instead of leaving it unhomed. #1817 closed the population of T-code-only strongs this can hit (fully enumerable now); the attribution logic itself is unfixed. Applies to M0.1.x/M0.5.x only (the front-loaded word-level battery) -- confirmed by code: `_WORD_LEVEL_QUESTION_PREFIXES = ('M0.1', 'M0.5')` is the only trigger for this override path.","What is the semantic range of this term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
M0.5.4,Word/term (lexical),meaning,DYNAMIC-STAGE1,CORRECT,"Answered at Stage 1 (verse-reading), prefix-selected (M0.1%/M0.5%) so it auto-tracks catalogue changes -- no drift risk.",RIGHT-SIZED,"Stage 1 batches per `passage.max_verses` (bounded, never a full-cluster push). Per verse: base text + every live verse_lexical row's role array (deliberately including unwired T-code tags, per cfg_method_rule role-list-includes-unwired-tags -- over-inclusion is a stated, deliberate design choice, not accidental bloat) + meaning_sources for the cluster's own home strongs only (not every M-code strong in the verse) + prior M0.6.5 relational context for the SAME verses only. Bounded and scoped correctly.",COMPLIANT,definitional-category;front-loaded-exposure,"CONFIRMED BUG -- #1815 (tracked, not yet fixed)","`cluster_code` is resolved via `_effective_cluster_code()`'s LIKE 'M%' fallback against live `cluster_strong` -- correct for a strong with a real M-code home, but for a front-loaded NON-MEMBER strong whose only home is a T-code, the fallback silently misattributes the answer to the calling pass's own cluster_code instead of leaving it unhomed. #1817 closed the population of T-code-only strongs this can hit (fully enumerable now); the attribution logic itself is unfixed. Applies to M0.1.x/M0.5.x only (the front-loaded word-level battery) -- confirmed by code: `_WORD_LEVEL_QUESTION_PREFIXES = ('M0.1', 'M0.5')` is the only trigger for this override path.","Does the vocabulary include terms distinguishing distinct aspects — disposition versus act, received versus given, condition versus quality? Record which, or none."
