verse_span_id,ve_nr,ve_label,value,from_span,to_span,resolution,pair_kind
264491,107,target,(the futile rescuing of him),,264491,inferred,flag
264491,108,manner,none,,,none,flag
264491,112,coupling,the ungoverned rage that keeps landing its owner in trouble,,264491,inferred,flag
264491,114,discovery,"chemah (wrath/hot anger) — 'a man of great WRATH will pay the penalty'; the incorrigibly angry keep incurring trouble — rescue them once and they need it again. Ungoverned temper is a recurring debt. Character must change, not just consequences be paid.",,,,note
264491,115,role,characteristic,,,,value
264491,116,locus,internal:ib-state,,,,value
264500,101,sense,knowledge — whose absence makes desire dangerous,,,,value
264500,102,type,cognition,,,,value
264500,104,seat,none,,,none,flag
264500,105,bearer,the zealous but ignorant,,264500,inferred,flag
264500,106,operation,the knowledge without which desire/zeal is not good,,,,event
264500,107,target,the not-good it is without (264502),,264500,inferred,flag
264500,108,manner,none,,,none,flag
264500,112,coupling,welded to the danger of zeal without knowledge,264500,264502,span,pair
264500,114,discovery,daath (knowledge) — 'DESIRE without knowledge is not good'; zeal or desire uninformed by knowledge is dangerous. The read notes that eagerness needs the guidance of knowledge.,,,,note
264500,115,role,characteristic,,,,value
264500,116,locus,internal:ib-state,,,,value
264502,101,sense,wrongness — desire without knowledge is not good,,,,value
264502,102,type,state,,,,value
264502,104,seat,none,,,none,flag
264502,105,bearer,the zealous but ignorant,,264502,inferred,flag
264502,106,operation,the not-good-ness of desire/zeal that lacks knowledge,,,,event
264502,107,target,the knowledge it lacks (264500),,264502,inferred,flag
264502,108,manner,none,,,none,flag
264502,112,coupling,welded to the missing knowledge that would make it good,,264502,inferred,flag
264502,114,discovery,"tob (good) NEGATED — 'is NOT good'; uninformed zeal misfires. Desire without knowledge, like haste without care, goes wrong.",,,,note
264502,115,role,characteristic,,,,value
264502,116,locus,internal:ib-state,,,,value
264505,101,sense,erring — hasty feet miss the way,,,,value
264505,102,type,action,,,,value
264505,104,seat,none,,,none,flag
264505,105,bearer,the hasty,,264505,inferred,flag
264505,106,operation,the missing-the-way/erring of one who makes haste with his feet,,,,event
264505,107,target,(the desire-without-knowledge beside it),,264505,inferred,flag
264505,108,manner,none,,,none,flag
264505,112,coupling,the haste that overshoots and misses the mark,,264505,inferred,flag
264505,114,discovery,"chata (miss/sin) — 'whoever makes haste with his feet MISSES his way'; haste, like ignorant zeal, misses the mark. To hurry without knowledge is to go astray.",,,,note
264505,115,role,characteristic,,,,value
264505,116,locus,internal:ib-state,,,,value
264506,101,sense,heeding — listening to advice to grow wise,,,,value
264506,102,type,cognition,,,,value
264506,104,seat,none,,,none,flag
264506,105,bearer,the teachable,,264506,inferred,flag
264506,106,operation,the listening to advice and accepting of instruction that leads to future wisdom,,,,event
264506,107,target,the advice it heeds (264507),,264506,inferred,flag
264506,108,manner,none,,,none,flag
264506,112,coupling,welded to the counsel it receives,264506,264507,span,pair
264506,114,discovery,"shama (hear/heed) — 'LISTEN to advice and accept instruction, that you may gain wisdom'; heeding counsel now yields wisdom later. Teachability compounds over time.",,,,note
264506,115,role,characteristic,,,,value
264506,116,locus,internal:ib-state,,,,value
264507,101,sense,counsel — to be heeded for future wisdom,,,,value
264507,102,type,cognition,,,,value
264507,104,seat,none,,,none,flag
264507,105,bearer,the teachable,,264507,inferred,flag
264507,106,operation,"the advice/counsel that, heeded, brings future wisdom",,,,event
264507,107,target,the listening that heeds it (264506),,264507,inferred,flag
264507,108,manner,none,,,none,flag
264507,112,coupling,welded to the heeding that receives it,,264507,inferred,flag
264507,114,discovery,etsah (counsel/advice) — 'listen to ADVICE'; the counsel that grows the wise. Wisdom is gained by receiving advice over time.,,,,note
264507,115,role,characteristic,,,,value
264507,116,locus,internal:ib-state,,,,value
264514,101,sense,"plans — man's many, which God overrules",,,,value
264514,102,type,cognition,,,,value
264514,104,seat,none,,,none,flag
264514,105,bearer,man,,264514,inferred,flag
264514,106,operation,"the many plans/purposes in the mind of a man, which yet yield to the LORD's purpose",,,,event
264514,107,target,the mind that forms them (264515),,264514,inferred,flag
264514,108,manner,none,,,none,flag
264514,112,coupling,welded to the human heart where they arise,264514,264515,span,pair
264514,114,discovery,"machashabah (plan/purpose) — 'MANY are the plans in the mind of a man'; the human heart teems with plans, but they bow to God's purpose (cf 16:1, 9). Man's planning under divine sovereignty.",,,,note
264514,115,role,characteristic,,,,value
264514,116,locus,internal:ib-state,,,,value
264515,101,sense,the mind — where man's many plans arise,,,,value
264515,102,type,seat,,,,value
264515,104,seat,none,,,none,flag
264515,105,bearer,man,,264515,inferred,flag
264515,106,operation,"the mind/heart of a man in which many plans form, though God's purpose prevails",,,,event
264515,107,target,the plans it forms (264514),,264515,inferred,flag
264515,108,manner,none,,,none,flag
264515,112,coupling,welded to the plans that arise in it,,264515,inferred,flag
264515,114,discovery,"leb (heart/mind) — 'in the MIND of a man'; the inner seat of human planning, teeming with purposes that finally yield to God's.",,,,note
264515,115,role,characteristic,,,,value
264515,116,locus,internal:ib-state,,,,value
264517,101,sense,"divine purpose — the LORD's counsel, which alone stands",,,,value
264517,102,type,cognition,,,,value
264517,104,seat,none,,,none,flag
264517,105,bearer,the LORD,,264517,inferred,flag
264517,106,operation,the purpose/counsel of the LORD that stands and prevails over all a man's plans,,,,event
264517,107,target,the human plans it overrules (264514),,264517,inferred,flag
264517,108,manner,none,,,none,flag
264517,112,coupling,set against the many plans of the human mind,,264517,inferred,flag
264517,114,discovery,etsah (counsel/purpose) — 'the PURPOSE of the LORD that will stand'; God's counsel prevails over man's many plans. Locus external:god — the sovereign divine purpose that overrules human planning. The great sovereignty saying.,,,,note
264517,115,role,characteristic,,,,value
264517,116,locus,external:god,,,,value
264520,101,sense,desirableness — what is wanted in a man is loyalty,,,,value
264520,102,type,affect,,,,value
264520,104,seat,none,,,none,flag
264520,105,bearer,the one judging character,,264520,inferred,flag
264520,106,operation,the desirableness of a man — what is truly wanted in him is steadfast love/loyalty,,,,event
264520,107,target,the steadfast love it prizes (264522),,264520,inferred,flag
264520,108,manner,none,,,none,flag
264520,112,coupling,welded to the loyalty that makes a man desirable,264520,264522,span,pair
264520,114,discovery,"taavah (desire/desirableness) — 'what is DESIRED in a man is steadfast love'; the truly attractive thing in a person is loyal kindness, not wealth or show. Character, not capacity, is what is wanted.",,,,note
264520,115,role,characteristic,,,,value
264520,116,locus,internal:ib-state,,,,value
264522,101,sense,loyalty — the desirable trait in a man,,,,value
264522,102,type,affect,,,,value
264522,104,seat,none,,,none,flag
264522,105,bearer,the loyal,,264522,inferred,flag
264522,106,operation,the steadfast love/loyal kindness that is what is truly desired in a person,,,,event
264522,107,target,the desirableness it constitutes (264520),,264522,inferred,flag
264522,108,manner,none,,,none,flag
264522,112,coupling,welded to the desire it satisfies,,264522,inferred,flag
264522,114,discovery,chesed (steadfast love/kindness) — 'is STEADFAST LOVE'; loyal kindness is the most desirable thing in a man. The read prizes chesed as the mark of a good person — and a poor honest man over a rich liar.,,,,note
264522,115,role,characteristic,,,,value
264522,116,locus,internal:ib-state,,,,value
264524,101,sense,evaluation — a poor honest man beats a liar,,,,value
264524,102,type,state,,,,value
264524,104,seat,none,,,none,flag
264524,105,bearer,the honest poor,,264524,inferred,flag
264524,106,operation,the judgement that a poor man (of steadfast love) is better than a liar,,,,event
264524,107,target,(the steadfast love that makes him better),,264524,inferred,flag
264524,108,manner,none,,,none,flag
264524,112,coupling,the honesty-with-poverty preferred to lying,,264524,inferred,flag
264524,114,discovery,"tob (better) — 'a poor man is BETTER than a liar'; honesty in poverty beats deceit. The loyal poor man outranks the false one, whatever his means (cf 19:1).",,,,note
264524,115,role,characteristic,,,,value
264524,116,locus,internal:ib-state,,,,value
264527,101,sense,fear of the LORD — which leads to life and rest,,,,value
264527,102,type,affect,,,,value
264527,104,seat,none,,,none,flag
264527,105,bearer,the God-fearer,,264527,inferred,flag
264527,106,operation,"the fear of the LORD that leads to life, and lets a man rest satisfied, untouched by harm",,,,event
264527,107,target,(the harm it wards off),,264527,inferred,flag
264527,108,manner,none,,,none,flag
264527,112,coupling,"the reverence that yields life, contentment, and safety",,264527,inferred,flag
264527,114,discovery,"yirah (fear) — 'the fear of the LORD leads to LIFE, and whoever has it rests satisfied; he will not be visited by harm'; reverence gives life, contentment, and security. The read holds the threefold fruit — life, restful satisfaction, and safety — of the fear of God.",,,,note
264527,115,role,characteristic,,,,value
264527,116,locus,internal:ib-state,,,,value
264535,101,sense,paralysing sloth — laziness too great even to lift food to the mouth,,,,value
264535,102,type,disposition,,,,value
264535,104,seat,none,,,none,flag
264535,105,bearer,the sluggard,,264535,inferred,flag
264535,106,operation,"the sluggard who buries his hand in the dish and will not even bring it back to his mouth — sloth so total it will not complete the simplest act for its own benefit, laziness that starves rather than stir",,,,event
264535,107,target,(the food he will not lift),,264535,inferred,flag
264535,108,manner,none,,,none,flag
264535,112,coupling,the laziness that will not finish even the act of feeding itself,,264535,inferred,flag
264535,114,discovery,atsel (sluggard) — 'the SLUGGARD buries his hand in the dish and will not even bring it back to his mouth' (19:24; cf 26:15); sloth grown so absolute it will not lift food to feed itself. The lazy man would sooner starve than stir.,,,,note
264535,115,role,characteristic,,,,value
264535,116,locus,internal:ib-state,,,,value
264546,101,sense,"scorn — the scoffer, struck as a warning to the simple",,,,value
264546,102,type,disposition,,,,value
264546,104,seat,none,,,none,flag
264546,105,bearer,the scoffer,,264546,inferred,flag
264546,106,operation,"the scoffer who, when struck, becomes a warning by which the simple learn prudence",,,,event
264546,107,target,(the simple who learn from his punishment),,264546,inferred,flag
264546,108,manner,none,,,none,flag
264546,112,coupling,the incorrigible scorner whose beating teaches others,,264546,inferred,flag
264546,114,discovery,"luts (scoff) — 'strike a SCOFFER, and the simple will learn prudence'; the scoffer himself cannot be taught (cf 9:7-8), but his punishment warns the naive. The incorrigible serve as a lesson to others.",,,,note
264546,115,role,characteristic,,,,value
264546,116,locus,internal:ib-state,,,,value
264547,101,sense,naivety — the simple who learn prudence from the scoffer's beating,,,,value
264547,102,type,disposition,,,,value
264547,104,seat,none,,,none,flag
264547,105,bearer,the simple,,264547,inferred,flag
264547,106,operation,the naive who grow wary/prudent by seeing the scoffer punished,,,,event
264547,107,target,the prudence they learn (264548),,264547,inferred,flag
264547,108,manner,none,,,none,flag
264547,112,coupling,welded to the wariness the example teaches,264547,264548,span,pair
264547,114,discovery,"pethi (simple/naive) — 'the SIMPLE will learn prudence'; the naive learn caution from another's punishment. What the scoffer cannot learn for himself, the simple learn from his fate.",,,,note
264547,115,role,characteristic,,,,value
264547,116,locus,internal:ib-state,,,,value
264548,101,sense,growing-wary — the simple made prudent by example,,,,value
264548,102,type,cognition,,,,value
264548,104,seat,none,,,none,flag
264548,105,bearer,the simple,,264548,inferred,flag
264548,106,operation,"the learning of prudence/wariness by the simple, taught by the scoffer's beating",,,,event
264548,107,target,the naivety it cures (264547),,264548,inferred,flag
264548,108,manner,none,,,none,flag
264548,112,coupling,welded to the simpleness it corrects,,264548,inferred,flag
264548,114,discovery,aram (be prudent/shrewd) — 'will LEARN prudence'; the naive gain caution from seeing the scoffer struck. Correction of one teaches many.,,,,note
264548,115,role,characteristic,,,,value
264548,116,locus,internal:ib-state,,,,value
264550,101,sense,understanding — who gains knowledge from a mere reproof,,,,value
264550,102,type,cognition,,,,value
264550,104,seat,none,,,none,flag
264550,105,bearer,the discerning,,264550,inferred,flag
264550,106,operation,"the man of understanding who, merely reproved, gains knowledge",,,,event
264550,107,target,the knowledge he gains (264551),,264550,inferred,flag
264550,108,manner,none,,,none,flag
264550,112,coupling,welded to the growth a word gives him,264550,264551,span,pair
264550,114,discovery,"bin (understand/discern) — 'reprove a man of UNDERSTANDING, and he will gain knowledge'; the wise need only a word, where the scoffer needs a blow and the simple an example. Teachability graded by character (cf 17:10).",,,,note
264550,115,role,characteristic,,,,value
264550,116,locus,internal:ib-state,,,,value
264551,101,sense,discerning — the wise grows by a word of reproof,,,,value
264551,102,type,cognition,,,,value
264551,104,seat,none,,,none,flag
264551,105,bearer,the discerning,,264551,inferred,flag
264551,106,operation,the gaining/discerning by which the understanding man grows from mere reproof,,,,event
264551,107,target,the understanding that grows (264550),,264551,inferred,flag
264551,108,manner,none,,,none,flag
264551,112,coupling,welded to the understanding it enriches,,264551,inferred,flag
264551,114,discovery,"bin (discern/understand) — 'he will GAIN knowledge'; the wise grow from a word. Reproof enriches the understanding, where blows barely reach the scoffer.",,,,note
264551,115,role,characteristic,,,,value
264551,116,locus,internal:ib-state,,,,value
264552,101,sense,knowledge — gained by the wise from reproof,,,,value
264552,102,type,cognition,,,,value
264552,104,seat,none,,,none,flag
264552,105,bearer,the discerning,,264552,inferred,flag
264552,106,operation,the knowledge that the man of understanding gains from being reproved,,,,event
264552,107,target,the gaining that acquires it (264551),,264552,inferred,flag
264552,108,manner,none,,,none,flag
264552,112,coupling,welded to the discernment that grows by it,,264552,inferred,flag
264552,114,discovery,daath (knowledge) — 'gain KNOWLEDGE'; the wise man's harvest from a word of correction. A rebuke enriches the discerning.,,,,note
264552,115,role,characteristic,,,,value
264552,116,locus,internal:ib-state,,,,value
264553,101,sense,violence — assaulting one's own father,,,,value
264553,102,type,action,,,,value
264553,104,seat,none,,,none,flag
264553,105,bearer,the violent son,,264553,inferred,flag
264553,106,operation,"the violence/ruin a son does to his own father, driving off his mother",,,,event
264553,107,target,the shame it brings (264558),,264553,inferred,flag
264553,108,manner,none,,,none,flag
264553,112,coupling,welded to the disgrace such a son becomes,264553,264558,span,pair
264553,114,discovery,shadad (destroy/do violence) — 'he who does VIOLENCE to his father'; a son who assaults or ruins his parents. The read holds the depth of the offence — violence against those who gave one life.,,,,note
264553,115,role,characteristic,,,,value
264553,116,locus,internal:ib-state,,,,value
264558,101,sense,shamefulness — the son who brings shame,,,,value
264558,102,type,disposition,,,,value
264558,104,seat,none,,,none,flag
264558,105,bearer,the shameful son,,264558,inferred,flag
264558,106,operation,the shame that such a son brings on himself and his family,,,,event
264558,107,target,the reproach beside it (264559),,264558,inferred,flag
264558,108,manner,none,,,none,flag
264558,112,coupling,welded to reproach as the twin disgrace,,264558,inferred,flag
264558,114,discovery,bosh (act shamefully/bring shame) — 'a son who brings SHAME'; violence against parents makes a son a disgrace. Shame is his character.,,,,note
264558,115,role,characteristic,,,,value
264558,116,locus,internal:ib-state,,,,value
264559,101,sense,reproach — the disgrace such a son becomes,,,,value
264559,102,type,state,,,,value
264559,104,seat,none,,,none,flag
264559,105,bearer,the shameful son,,264559,inferred,flag
264559,106,operation,the reproach/disgrace that the parent-abusing son becomes,,,,event
264559,107,target,the shame beside it (264558),,264559,inferred,flag
264559,108,manner,none,,,none,flag
264559,112,coupling,welded to shame as the twin disgrace,,264559,inferred,flag
264559,114,discovery,chapher (be ashamed/reproach) — 'and REPROACH'; the son who wrongs his parents is a byword of disgrace. Reproach follows the unnatural child.,,,,note
264559,115,role,characteristic,,,,value
264559,116,locus,internal:ib-state,,,,value
264561,101,sense,"heeding — hearing instruction, whose cessation brings straying",,,,value
264561,102,type,cognition,,,,value
264561,104,seat,none,,,none,flag
264561,105,bearer,the son,,264561,inferred,flag
264561,106,operation,"the hearing/heeding of instruction, to cease from which is to stray from knowledge",,,,event
264561,107,target,the knowledge one strays from (264567),,264561,inferred,flag
264561,108,manner,none,,,none,flag
264561,112,coupling,welded to the knowledge that hearing preserves,264561,264567,span,pair
264561,114,discovery,"shama (hear/heed) — 'CEASE to hear instruction... and you will stray'; to stop listening is to wander from knowledge. The ironic warning — the moment one stops heeding, one drifts from wisdom.",,,,note
264561,115,role,characteristic,,,,value
264561,116,locus,internal:ib-state,,,,value
264567,101,sense,knowledge — strayed from by ceasing to hear,,,,value
264567,102,type,cognition,,,,value
264567,104,seat,none,,,none,flag
264567,105,bearer,the son,,264567,inferred,flag
264567,106,operation,the words of knowledge from which one strays when one ceases to hear instruction,,,,event
264567,107,target,the hearing that preserves it (264561),,264567,inferred,flag
264567,108,manner,none,,,none,flag
264567,112,coupling,welded to the heeding that keeps one near it,,264567,inferred,flag
264567,114,discovery,daath (knowledge) — 'you will stray from the words of KNOWLEDGE'; knowledge is kept only by continual hearing. To stop listening is to drift from it.,,,,note
264567,115,role,characteristic,,,,value
264567,116,locus,internal:ib-state,,,,value
264570,101,sense,scorn — the worthless witness mocks at justice,,,,value
264570,102,type,affect,,,,value
264570,104,seat,none,,,none,flag
264570,105,bearer,the worthless witness,,264570,inferred,flag
264570,106,operation,the mocking/scorning of justice by a worthless witness,,,,event
264570,107,target,the justice he mocks (264571),,264570,inferred,flag
264570,108,manner,none,,,none,flag
264570,112,coupling,welded to the justice his scorn derides,264570,264571,span,pair
264570,114,discovery,luts (scoff/mock) — 'a worthless witness MOCKS at justice'; the false witness scorns the very justice he perverts. Contempt for the law.,,,,note
264570,115,role,characteristic,,,,value
264570,116,locus,internal:ib-state,,,,value
264571,101,sense,justice — mocked by the worthless witness,,,,value
264571,102,type,disposition,,,,value
264571,104,seat,none,,,none,flag
264571,105,bearer,the court,,264571,inferred,flag
264571,106,operation,the justice that the worthless witness scorns and mocks,,,,event
264571,107,target,the mockery that derides it (264570),,264571,inferred,flag
264571,108,manner,none,,,none,flag
264571,112,coupling,welded to the scorn that mocks it,,264571,inferred,flag
264571,114,discovery,"mishpat (justice) — 'mocks at JUSTICE'; the justice the false witness holds in contempt. What God grounds in himself (17:15), the worthless mock.",,,,note
264571,115,role,characteristic,,,,value
264571,116,locus,internal:ib-state,,,,value
264573,101,sense,wickedness — whose mouth devours iniquity,,,,value
264573,102,type,disposition,,,,value
264573,104,seat,none,,,none,flag
264573,105,bearer,the wicked,,264573,inferred,flag
264573,106,operation,the wicked whose mouth greedily devours iniquity as food,,,,event
264573,107,target,the iniquity it swallows (264575),,264573,inferred,flag
264573,108,manner,none,,,none,flag
264573,112,coupling,welded to the evil it feeds on,264573,264575,span,pair
264573,114,discovery,"rasha — 'the mouth of the WICKED devours iniquity'; the wicked feed on iniquity, swallowing evil greedily (cf 4:17). Sin is their appetite.",,,,note
264573,115,role,characteristic,,,,value
264573,116,locus,internal:ib-state,,,,value
264575,101,sense,iniquity — greedily devoured by the wicked mouth,,,,value
264575,102,type,disposition,,,,value
264575,104,seat,none,,,none,flag
264575,105,bearer,the wicked,,264575,inferred,flag
264575,106,operation,the iniquity that the wicked mouth swallows down like food,,,,event
264575,107,target,the mouth that devours it (264573),,264575,inferred,flag
264575,108,manner,none,,,none,flag
264575,112,coupling,welded to the wickedness that feeds on it,,264575,inferred,flag
264575,114,discovery,aven (iniquity) — 'devours INIQUITY'; the evil the wicked greedily consume. Iniquity as the wicked man's diet.,,,,note
264575,115,role,characteristic,,,,value
264575,116,locus,internal:ib-state,,,,value
264576,101,sense,judgment — the penalties prepared for scoffers,,,,value
264576,102,type,state,,,,value
264576,104,seat,none,,,none,flag
264576,105,bearer,scoffers,,264576,inferred,flag
264576,106,operation,"the condemnation/judgments that stand ready for scoffers, and beatings for fools",,,,event
264576,107,target,(the scoffers and fools it awaits),,264576,inferred,flag
264576,108,manner,none,,,none,flag
264576,112,coupling,the judgement prepared for the incorrigible,,264576,inferred,flag
264576,114,discovery,"shephet (judgment/penalty) — 'CONDEMNATION is ready for scoffers, and beating for the backs of fools'; judgement is prepared and waiting for the scornful and foolish. Emergent: the penalties held in readiness for the incorrigible.",,,,note
264576,115,role,characteristic,,,,value
264576,116,locus,internal:ib-state,,,,value
264583,101,sense,folly — which ruins a man's own way,,,,value
264583,102,type,disposition,,,,value
264583,104,seat,none,,,none,flag
264583,105,bearer,the fool,,264583,inferred,flag
264583,106,operation,the folly of a man that subverts and ruins his own way,,,,event
264583,107,target,the ruin it brings (264585),,264583,inferred,flag
264583,108,manner,none,,,none,flag
264583,112,coupling,welded to the overthrow of his own path,264583,264585,span,pair
264583,114,discovery,ivveleth (folly) — 'a man's FOLLY brings his way to ruin'; a man ruins himself by his own folly. Self-inflicted disaster.,,,,note
264583,115,role,characteristic,,,,value
264583,116,locus,internal:ib-state,,,,value
264585,101,sense,subversion — folly overthrows a man's own way,,,,value
264585,102,type,state,,,,value
264585,104,seat,none,,,none,flag
264585,105,bearer,the fool,,264585,inferred,flag
264585,106,operation,the ruin/subverting of a man's own way that his folly works,,,,event
264585,107,target,the folly that causes it (264583),,264585,inferred,flag
264585,108,manner,none,,,none,flag
264585,112,coupling,welded to the folly that overthrows him,,264585,inferred,flag
264585,114,discovery,salaph (twist/subvert/overthrow) — 'brings his way to RUIN'; folly subverts the fool's own course. His path is wrecked by his own foolishness.,,,,note
264585,115,role,characteristic,,,,value
264585,116,locus,internal:ib-state,,,,value
264587,101,sense,the heart — which rages against the LORD for self-caused ruin,,,,value
264587,102,type,seat,,,,value
264587,104,seat,none,,,none,flag
264587,105,bearer,the fool,,264587,inferred,flag
264587,106,operation,the heart of a man that rages against the LORD for the ruin his own folly caused,,,,event
264587,107,target,its raging (264588),,264587,inferred,flag
264587,108,manner,none,,,none,flag
264587,112,coupling,welded to the rage it harbours against God,264587,264588,span,pair
264587,114,discovery,"leb (heart) — 'his HEART rages against the LORD'; the profound psychology of blame-shifting — a man ruins himself by folly, then his heart rages at God for it. The self-deceived heart blames its Maker.",,,,note
264587,115,role,characteristic,,,,value
264587,116,locus,internal:ib-state,,,,value
264588,101,sense,blame-rage — the heart fumes against the LORD,,,,value
264588,102,type,affect,,,,value
264588,104,seat,none,,,none,flag
264588,105,bearer,the fool,,264588,inferred,flag
264588,106,operation,"the raging/fretting of the heart against the LORD, blaming God for self-caused ruin",,,,event
264588,107,target,the heart that harbours it (264587),,264588,inferred,flag
264588,108,manner,none,,,none,flag
264588,112,coupling,welded to the heart that fumes at God,,264588,inferred,flag
264588,114,discovery,zaaph (rage/fret/be angry) — 'his heart RAGES against the LORD'; the fool blames God for the disaster his own folly brought. Emergent: raging-against-God as the self-deceived heart's response to self-caused ruin. A piercing insight into the blaming heart.,,,,note
264588,115,role,characteristic,,,,value
264588,116,locus,internal:ib-state,,,,value
264591,101,sense,wealth — which attracts many friends,,,,value
264591,102,type,state,,,,value
264591,104,seat,none,,,none,flag
264591,105,bearer,the rich,,264591,inferred,flag
264591,106,operation,the wealth that gathers many (fair-weather) friends to a man,,,,event
264591,107,target,"the deserted poor man, by contrast (264595)",,264591,inferred,flag
264591,108,manner,none,,,none,flag
264591,112,coupling,set against the poor man abandoned by his friend,264591,264595,span,pair
264591,114,discovery,"hon (wealth) — 'WEALTH brings many new friends'; riches attract crowds of friends (of the money, cf 14:20; 19:6). Emergent: wealth as a magnet for fair-weather friendship.",,,,note
264591,115,role,characteristic,,,,value
264591,116,locus,internal:ib-state,,,,value
264595,101,sense,"poverty — the poor, deserted even by his friend",,,,value
264595,102,type,state,,,,value
264595,104,seat,none,,,none,flag
264595,105,bearer,the poor,,264595,inferred,flag
264595,106,operation,the poor man who is abandoned even by his one friend,,,,event
264595,107,target,"the wealth that gathers friends, by contrast (264591)",,264595,inferred,flag
264595,108,manner,none,,,none,flag
264595,112,coupling,set against the wealth that attracts many friends,,264595,inferred,flag
264595,114,discovery,"dal (poor/weak) — 'a poor man is deserted by his friend'; poverty drives even a friend away. The bleak social truth — the poor are abandoned, the rich courted.",,,,note
264595,115,role,characteristic,,,,value
264595,116,locus,internal:ib-state,,,,value
264598,101,sense,"falseness — the false witness, who will not escape punishment",,,,value
264598,102,type,disposition,,,,value
264598,104,seat,none,,,none,flag
264598,105,bearer,the false witness,,264598,inferred,flag
264598,106,operation,the falseness of the witness who bears false testimony and will not go unpunished,,,,event
264598,107,target,(the lies he breathes),,264598,inferred,flag
264598,108,manner,none,,,none,flag
264598,112,coupling,the false testimony that draws inescapable punishment,,264598,inferred,flag
264598,114,discovery,sheqer (falsehood) — 'a FALSE witness will not go unpunished'; the perjurer cannot escape (cf 19:9). False testimony brings certain judgement.,,,,note
264598,115,role,characteristic,,,,value
264598,116,locus,internal:ib-state,,,,value
264607,101,sense,courting — many seek the favour of the generous,,,,value
264607,102,type,affect,,,,value
264607,104,seat,none,,,none,flag
264607,105,bearer,the many,,264607,inferred,flag
264607,106,operation,the seeking/entreating of the generous man's favour by many who court him,,,,event
264607,107,target,the generous man they court (264609),,264607,inferred,flag
264607,108,manner,none,,,none,flag
264607,112,coupling,welded to the generosity that draws them,264607,264609,span,pair
264607,114,discovery,"chalah (entreat/seek favour) — 'many SEEK the favour of a generous man'; the liberal are courted by many. The read notes the crowd that gathers to a giver — often for the gifts, not the man.",,,,note
264607,115,role,characteristic,,,,value
264607,116,locus,internal:ib-state,,,,value
264609,101,sense,generosity — the liberal man whom many court,,,,value
264609,102,type,disposition,,,,value
264609,104,seat,none,,,none,flag
264609,105,bearer,the generous,,264609,inferred,flag
264609,106,operation,the generous/noble man to whom many seek favour and all are friends,,,,event
264609,107,target,the many who seek his favour (264607),,264609,inferred,flag
264609,108,manner,none,,,none,flag
264609,112,coupling,welded to the crowd his giving attracts,,264609,inferred,flag
264609,114,discovery,nadib (noble/generous) — 'a GENEROUS man... a man who gives gifts'; the liberal draw friends and suitors. Generosity attracts — though the read hints the friendship may be of the gifts (cf 19:4).,,,,note
264609,115,role,characteristic,,,,value
264609,116,locus,internal:ib-state,,,,value
264615,101,sense,"poverty — the poor, hated even by his brothers",,,,value
264615,102,type,state,,,,value
264615,104,seat,none,,,none,flag
264615,105,bearer,the poor,,264615,inferred,flag
264615,106,operation,"the poor man whom even his own brothers hate, and whose friends go far off",,,,event
264615,107,target,the hatred he draws (264617),,264615,inferred,flag
264615,108,manner,none,,,none,flag
264615,112,coupling,welded to the rejection his poverty brings,264615,264617,span,pair
264615,114,discovery,rush (be poor) — 'all a POOR man's brothers hate him'; poverty repels even kin. The bleakest of the wealth-and-friendship sayings — the poor are abandoned by family and friends alike.,,,,note
264615,115,role,characteristic,,,,value
264615,116,locus,internal:ib-state,,,,value
264617,101,sense,rejection — even brothers hate the poor man,,,,value
264617,102,type,affect,,,,value
264617,104,seat,none,,,none,flag
264617,105,bearer,the poor man's brothers,,264617,inferred,flag
264617,106,operation,the hatred/rejection that even a poor man's brothers show him,,,,event
264617,107,target,the poverty that provokes it (264615),,264617,inferred,flag
264617,108,manner,none,,,none,flag
264617,112,coupling,welded to the poverty that repels them,,264617,inferred,flag
264617,114,discovery,"sane (hate) — 'all a poor man's brothers HATE him'; even family turns from the poor. A hard truth about how poverty is treated — and an implicit rebuke of it (cf 14:21, 31).",,,,note
264617,115,role,characteristic,,,,value
264617,116,locus,internal:ib-state,,,,value
264627,101,sense,wisdom-getting — acquiring sense is loving one's own soul,,,,value
264627,102,type,cognition,,,,value
264627,104,seat,none,,,none,flag
264627,105,bearer,the wise,,264627,inferred,flag
264627,106,operation,"the getting of sense/heart, which is an act of love toward one's own soul",,,,event
264627,107,target,the self-love it is (264628),,264627,inferred,flag
264627,108,manner,none,,,none,flag
264627,112,coupling,welded to the love of soul it constitutes,264627,264628,span,pair
264627,114,discovery,leb (heart/sense) — 'whoever gets SENSE loves his own soul'; to acquire wisdom is to do good to oneself — the truest self-love. Getting sense is soul-care.,,,,note
264627,115,role,characteristic,,,,value
264627,116,locus,internal:ib-state,,,,value
264628,101,sense,self-love — getting sense is loving one's soul,,,,value
264628,102,type,affect,,,,value
264628,104,seat,none,,,none,flag
264628,105,bearer,the wise,,264628,inferred,flag
264628,106,operation,the love of one's own soul that getting sense amounts to,,,,event
264628,107,target,the sense-getting that is it (264627),,264628,inferred,flag
264628,108,manner,none,,,none,flag
264628,112,coupling,welded to the wisdom-getting it names,,264628,inferred,flag
264628,114,discovery,aheb (love) — 'LOVES his own soul'; the good self-love — to seek wisdom is to love oneself rightly. Virtue is self-benefiting.,,,,note
264628,115,role,characteristic,,,,value
264628,116,locus,internal:ib-state,,,,value
264629,101,sense,the soul — benefited by getting sense,,,,value
264629,102,type,seat,,,,value
