module,file_path,purpose,inactive,config_exempt,config_exempt_reason,crash_escalation_reviewed,crash_escalation_note
scripts_build_vc_batch,scripts/_build_vc_batch.py,"_build_vc_batch.py -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_build_vc_revision_ledger,scripts/_build_vc_revision_ledger.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). Build the VC revision ledger from VCB-7..11 patches.,1,0,,0,
scripts_build_verse_read_pilot_review,scripts/_build_verse_read_pilot_review.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). _build_verse_read_pilot_review.py — READ-ONLY. Assembles the M01 verse-read pilot review:,1,0,,0,
scripts_cc_verse_read,scripts/_cc_verse_read.py,"_cc_verse_read.py — CC-GENERATION mode of the verse-read = meaning layer. Same output as the API pipeline -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_check_book_lexical_readiness_v1_20260712,scripts/_check_book_lexical_readiness_v1_20260712.py,Book lexical-rework READINESS assessment (read-only).,1,0,,0,
scripts_check_dimension_band_drift_v1_20260714,scripts/_check_dimension_band_drift_v1_20260714.py,"Reader-drift diagnostic for every ve dimension (v1, 2026-07-14).",1,0,,0,
scripts_check_doc_versions,scripts/_check_doc_versions.py,"GR-FILE-003 compliance check for instruction documents. -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_check_family_narratives_20260712,scripts/_check_family_narratives_20260712.py,Verify a family's narrative JSON against its base source WORK_CONTRACT.,1,0,,0,
scripts_check_fi_ti_chain,scripts/_check_fi_ti_chain.py,"1. wa_term_inventory rows with no parent in wa_file_index (orphaned terms) -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_check_ib_char_i7_v1_20260714,scripts/_check_ib_char_i7_v1_20260714.py,"Cheap I7 check (v1, 2026-07-14) — read-2026 characteristics with NO ib_char link.",1,0,,0,
scripts_check_integrity_controls,scripts/_check_integrity_controls.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). _check_integrity_controls.py (2026-06-28) — DB integrity anchor for the term-orphan build (READ-ONLY).,1,0,,0,
scripts_check_lexical_content_validity_v1_20260714,scripts/_check_lexical_content_validity_v1_20260714.py,"CONTENT-VALIDITY gate for a re-read book (v1, 2026-07-14).",1,0,,0,
scripts_check_m10_cross_cluster_bonds_20260623,scripts/_check_m10_cross_cluster_bonds_20260623.py,Cross-cluster BONDS for the M10-family logical units (read-only).,1,0,,0,
scripts_check_mti_terms,scripts/_check_mti_terms.py,"Consistency check for mti_terms table. -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_check_passage_reading_coverage_v1_20260704,scripts/_check_passage_reading_coverage_v1_20260704.py,_check_passage_reading_coverage_v1_20260704.py,1,0,,0,
scripts_check_psalms_reread_progress_v1_20260709,scripts/_check_psalms_reread_progress_v1_20260709.py,Psalms re-read progress monitor — READ-ONLY. Run anytime to see how far the re-read has got.,1,0,,0,
scripts_check_reread_conformance_v1_20260714,scripts/_check_reread_conformance_v1_20260714.py,"Reusable per-cycle re-read conformance check (v1, 2026-07-14).",1,0,,0,
scripts_check_reread_measures_v3_20260709,scripts/_check_reread_measures_v3_20260709.py,"Re-read success measures (G0-G10) — READ-ONLY, BOOK-GENERAL. v3 (2026-07-09).",1,0,,0,
scripts_check_softdelete_integrity,scripts/_check_softdelete_integrity.py,"_check_softdelete_integrity.py — H5 (2026-06-15): the standing soft-delete integrity check, and the -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_check_ve_seat_completeness,scripts/_check_ve_seat_completeness.py,"_check_ve_seat_completeness.py — standing guard: is the location SEAT vocabulary complete? -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_check_ve_signal_lists,scripts/_check_ve_signal_lists.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). _check_ve_signal_lists.py — completeness audit of EVERY seed/signal list in the VE engine.,1,0,,0,
scripts_db_introspect,scripts/_db_introspect.py,"Temporary introspection script — outputs JSON for report generation. -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_delete_empty_fi,scripts/_delete_empty_fi.py,"NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). fi.id rows to KEEP (backlog words with strongs_list, awaiting new-word import)",1,0,,0,
scripts_derive_retrofit_dims_v1_20260714,scripts/_derive_retrofit_dims_v1_20260714.py,"Derive the 5 retrofit dims (intensity/specifier/effect/device/direction) for read-2026 chars,",1,0,,0,
scripts_discover_word_terms,scripts/_discover_word_terms.py,"_discover_word_terms.py -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_exploratory_brief_meaning_router_v1_20260504,scripts/_exploratory_brief_meaning_router_v1_20260504.py,_exploratory_brief_meaning_router_v1_20260504.py — read-only.,1,0,,0,
scripts_exploratory_brief_verse_router_v1_20260504,scripts/_exploratory_brief_verse_router_v1_20260504.py,_exploratory_brief_verse_router_v1_20260504.py — read-only.,1,0,,0,
scripts_exploratory_unclassified_verse_sample_v1_20260504,scripts/_exploratory_unclassified_verse_sample_v1_20260504.py,_exploratory_unclassified_verse_sample_v1_20260504.py — read-only.,1,0,,0,
scripts_explore_cluster_timing,scripts/_explore_cluster_timing.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). _explore_cluster_timing.py — READ-ONLY timing analysis of completed L2 verse-read clusters.,1,0,,0,
scripts_explore_drop_code_findings,scripts/_explore_drop_code_findings.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). _explore_drop_code_findings.py — READ-ONLY extract of every finding referencing the §3 DROP tier codes.,1,0,,0,
scripts_explore_m_vs_r_divergence,scripts/_explore_m_vs_r_divergence.py,"NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). _explore_m_vs_r_divergence.py — READ-ONLY. For VE-01 (obs 395), compare the MECHANICAL term-gloss (M)",1,0,,0,
scripts_explore_tier_findings,scripts/_explore_tier_findings.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). _explore_tier_findings.py — READ-ONLY explorer/export for the L2 verse-read tier findings.,1,0,,0,
scripts_explore_ve_by_cluster,scripts/_explore_ve_by_cluster.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). _explore_ve_by_cluster.py — READ-ONLY: VE field x cluster x value comparison across clusters.,1,0,,0,
scripts_export_md_to_pdf_v1_20260703,scripts/_export_md_to_pdf_v1_20260703.py,Reusable Markdown -> PDF exporter (reportlab; no external binaries).,1,0,,0,
scripts_export_prose_to_md_v1_20260703,scripts/_export_prose_to_md_v1_20260703.py,"Regenerate folder .md documents FROM the DB corpus (prose_section is canonical),",1,0,,0,
scripts_extract_m10_core_group_20260623,scripts/_extract_m10_core_group_20260623.py,Mechanical assembly of an M10 CORE reading group from the on-disk corpus,1,0,,0,
scripts_generate_cluster_findings_report_v1_20260506,scripts/_generate_cluster_findings_report_v1_20260506.py,_generate_cluster_findings_report_v1_20260506.py — read-only.,1,0,,0,
scripts_generate_cluster_gate,scripts/_generate_cluster_gate.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). _generate_cluster_gate.py  — READ-ONLY per-cluster gate report for the L2 verse-read.,1,0,,0,
scripts_generate_cluster_keyword_analytics_v1_20260523,scripts/_generate_cluster_keyword_analytics_v1_20260523.py,Generate a cluster-level keyword analytics report from verse_context.keywords.,1,0,,0,
scripts_generate_cluster_overview_v1_20260508,scripts/_generate_cluster_overview_v1_20260508.py,_generate_cluster_overview_v1_20260508.py — read-only.,1,0,,0,
scripts_generate_cluster_term_report_v1_20260505,scripts/_generate_cluster_term_report_v1_20260505.py,_generate_cluster_term_report_v1_20260505.py — read-only.,1,0,,0,
scripts_generate_dimension_report,scripts/_generate_dimension_report.py,"Generate a dimension index summary report. -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_generate_meaning_quality_check,scripts/_generate_meaning_quality_check.py,"NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). Read-only quality-check report: N random covered verses per term, showing the",1,0,,0,
scripts_generate_programme_report,scripts/_generate_programme_report.py,"Generate a comprehensive programme status report. -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_generate_verse_meanings_export,scripts/_generate_verse_meanings_export.py,"Read-only export of verse MEANINGS (l2_meaning paragraphs only) for a cluster. -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_harvest_characteristic_evidence_v1_20260703,scripts/_harvest_characteristic_evidence_v1_20260703.py,Read-only harvest: scan the 150 Psalm Phase-2 readings for the recurring,1,0,,0,
scripts_inspect_unit_lexical_v1_20260703,scripts/_inspect_unit_lexical_v1_20260703.py,Read-back inspector: lay a segmentation UNIT's verse text alongside its Phase-1,1,0,,0,
scripts_integrity_full_check,scripts/_integrity_full_check.py,"DB path resolved relative to this script (project moved off Google Drive 2026-06-03; see CLAUDE.md §13) -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_keyword_cluster_analysis_v1_20260523,scripts/_keyword_cluster_analysis_v1_20260523.py,Stage 2 keyword clustering analysis for the discovery pass.,1,0,,0,
scripts_keyword_discovery_subgroup_v1_20260523,scripts/_keyword_discovery_subgroup_v1_20260523.py,Interim keyword-discovery pass for an under-digested sub-group.,1,0,,0,
scripts_lexical_revelation_test_20260624,scripts/_lexical_revelation_test_20260624.py,Lexical-Revelation Test (LRT) — runs DURING deep evidence gathering (step 3) to,1,0,,0,
scripts_list_shared_words,scripts/_list_shared_words.py,"List all 100%-shared words with their terms and cross-registry links. -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_load_keywords_to_db_v1_20260523,scripts/_load_keywords_to_db_v1_20260523.py,Load inner-being keywords from discovery JSONs into verse_context.keywords.,1,0,,0,
scripts_onboard_satan_h7854_v1_20260706,scripts/_onboard_satan_h7854_v1_20260706.py,Force-onboard H7854 (Satan) into the 'spiritual powers' registry (195) as a third-party,1,0,,0,
scripts_patch_report,scripts/_patch_report.py,"Apply all corrections and additions to the programme report in one pass. -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_preflight_m20_dir_005_M20_A_mapping,scripts/_preflight_m20_dir_005_M20_A_mapping.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). Pre-flight for DIR-20260513-005 (M20-A mapping apply).,1,0,,0,
scripts_pro_read_lib,scripts/_pro_read_lib.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). Compact builder for Proverbs char-driven readings (Stage-4).,1,0,,0,
scripts_probe_gate1_registry_homes_v1_20260706,scripts/_probe_gate1_registry_homes_v1_20260706.py,"Read-only: for each of the 97 gate1 orphan strongs, find its natural registry home.",1,0,,0,
scripts_probe_gate1_span_orphans_v1_20260705,scripts/_probe_gate1_span_orphans_v1_20260705.py,"_probe_gate1_span_orphans_v1_20260705.py  — Gate-1 span-orphan audit (reusable, read-only).",1,0,,0,
scripts_probe_isa43_validation_dump_v1_20260705,scripts/_probe_isa43_validation_dump_v1_20260705.py,_probe_isa43_validation_dump_v1_20260705.py — full DB dump for Isa 43:1-2 (read-only).,1,0,,0,
scripts_probe_lexical_all14_v8_20260702,scripts/_probe_lexical_all14_v8_20260702.py,_probe_lexical_all14_v8_20260702.py  (READ-ONLY),1,0,,0,
scripts_probe_lexical_derivation_all14_v5_20260701,scripts/_probe_lexical_derivation_all14_v5_20260701.py,_probe_lexical_derivation_all14_v5_20260701.py  (READ-ONLY),1,0,,0,
scripts_probe_lexical_derivation_all14_v6_20260701,scripts/_probe_lexical_derivation_all14_v6_20260701.py,_probe_lexical_derivation_all14_v6_20260701.py  (READ-ONLY),1,0,,0,
scripts_probe_lexical_derivation_end_to_end_v4_20260701,scripts/_probe_lexical_derivation_end_to_end_v4_20260701.py,_probe_lexical_derivation_end_to_end_v4_20260701.py  (READ-ONLY),1,0,,0,
scripts_probe_lexical_derivation_harness_v1_20260701,scripts/_probe_lexical_derivation_harness_v1_20260701.py,_probe_lexical_derivation_harness_v1_20260701.py  (READ-ONLY validation harness),1,0,,0,
scripts_probe_lexical_derivation_harness_v2_passage_20260701,scripts/_probe_lexical_derivation_harness_v2_passage_20260701.py,"_probe_lexical_derivation_harness_v2_passage_20260701.py  (READ-ONLY, PASSAGE-AWARE)",1,0,,0,
scripts_probe_lexical_derivation_harness_v3_startup_20260701,scripts/_probe_lexical_derivation_harness_v3_startup_20260701.py,_probe_lexical_derivation_harness_v3_startup_20260701.py  (READ-ONLY),1,0,,0,
scripts_probe_passage_material_v1_20260704,scripts/_probe_passage_material_v1_20260704.py,Read-only: pull the raw material for one narrative passage (segment_unit) so the,1,0,,0,
scripts_probe_primary_span_prose_reference_v1_20260705,scripts/_probe_primary_span_prose_reference_v1_20260705.py,_probe_primary_span_prose_reference_v1_20260705.py — per book: primary spans + how many are,1,0,,0,
scripts_probe_psalms_gate1_completeness_v1_20260706,scripts/_probe_psalms_gate1_completeness_v1_20260706.py,_probe_psalms_gate1_completeness_v1_20260706.py — Step (d) diagnostic (read-only).,1,0,,0,
scripts_probe_psalms_gate1_validate_v1_20260706,scripts/_probe_psalms_gate1_validate_v1_20260706.py,_probe_psalms_gate1_validate_v1_20260706.py — Step (e) full-integrity validation (read-only).,1,0,,0,
scripts_probe_ve_lexical_per_book_census_v1_20260705,scripts/_probe_ve_lexical_per_book_census_v1_20260705.py,"_probe_ve_lexical_per_book_census_v1_20260705.py — per-book ve_lexical extraction (read-only, DB only).",1,0,,0,
scripts_probe_verse_record_orphan_census_v1_20260705,scripts/_probe_verse_record_orphan_census_v1_20260705.py,_probe_verse_record_orphan_census_v1_20260705.py — per-book IB span-orphan census (read-only).,1,0,,0,
scripts_produce_family_base_source_json_20260711,scripts/_produce_family_base_source_json_20260711.py,Produce a JSON BASE SOURCE per family (+ one OUTLIERS file) for Psalms.,1,0,,0,
scripts_produce_family_cluster_comparison_20260711,scripts/_produce_family_cluster_comparison_20260711.py,Read-only: compare the FAMILY grouping (meaning/keyword-based) with the CLUSTER,1,0,,0,
scripts_produce_family_passage_base_source_v2_20260712,scripts/_produce_family_passage_base_source_v2_20260712.py,Base source per family — WORK-CONTRACT + PASSAGE-UNIT + RAW-COMPLETE + ANCHORED.,1,0,,0,
scripts_produce_final_extract,scripts/_produce_final_extract.py,"_produce_final_extract.py -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_produce_grain_index_v1_20260702,scripts/_produce_grain_index_v1_20260702.py,_produce_grain_index_v1_20260702.py  (READ-ONLY),1,0,,0,
scripts_produce_registry_full_extract,scripts/_produce_registry_full_extract.py,"Produce a FULL markdown extract of a single registry word: every term and -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_produce_term_evidence_digest_v1_20260702,scripts/_produce_term_evidence_digest_v1_20260702.py,_produce_term_evidence_digest_v1_20260702.py  (READ-ONLY),1,0,,0,
scripts_produce_vc_word_report,scripts/_produce_vc_word_report.py,"Produce a Verse Context word report — shows the full classification result -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_produce_ve_narration_v1,scripts/_produce_ve_narration_v1.py,"_produce_ve_narration_v1.py (2026-06-15) — compose the TEMPLATED NARRATION for a term-in-verse -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_prototype_finding_lifecycle,scripts/_prototype_finding_lifecycle.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). _prototype_finding_lifecycle.py — READ-ONLY prototype of the finding correction cycle. Loads a findings,1,0,,0,
scripts_prototype_l1_mechanical,scripts/_prototype_l1_mechanical.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). _prototype_l1_mechanical.py  — READ-ONLY L1-mechanical prototype (resolves R2/R4/R6; R7 via --morph).,1,0,,0,
scripts_prototype_l1_morph,scripts/_prototype_l1_morph.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). _prototype_l1_morph.py  — READ-ONLY R7 morphology pass (STEP + DB).,1,0,,0,
scripts_prototype_meaning_run,scripts/_prototype_meaning_run.py,"NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). _prototype_meaning_run.py — READ-ONLY prototype of the L1 verse-level MEANING RUN. For a term, parses its",1,0,,0,
scripts_prototype_p1_keywords,scripts/_prototype_p1_keywords.py,"_prototype_p1_keywords.py — READ-ONLY prototype. Rebuilds the L1 keyword set from a term's STEP meaning -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_prototype_step_morph,scripts/_prototype_step_morph.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). _prototype_step_morph.py — READ-ONLY prototype. Pulls STEP preview HTML per verse and extracts the,1,0,,0,
scripts_pull_reread_passage_input_v1_20260714,scripts/_pull_reread_passage_input_v1_20260714.py,"Leaner re-read passage-input pull (v1, 2026-07-14).",1,0,,0,
scripts_pull_verify_batch_v1_20260714,scripts/_pull_verify_batch_v1_20260714.py,"Pull a batch of lexicals for MANUAL source-verification of one dimension (read-only, v1 2026-07-14).",1,0,,0,
scripts_purge_softdeleted_velexical_v1_20260714,scripts/_purge_softdeleted_velexical_v1_20260714.py,"Hard-purge ANCIENT soft-deleted ve_lexical rows to reclaim DB space (v1, 2026-07-14).",1,0,,0,
scripts_realign_meaning_tables,scripts/_realign_meaning_tables.py,"_realign_meaning_tables.py -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_realign_quality_flags,scripts/_realign_quality_flags.py,"_realign_quality_flags.py -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_remediate_cluster_v1_20260602,scripts/_remediate_cluster_v1_20260602.py,"Master cluster-remediation orchestrator (one cluster, packaged).",1,0,,0,
scripts_render_narratives_to_md_20260712,scripts/_render_narratives_to_md_20260712.py,"Render a family's narrative output to readable markdown: each passage, then the",1,0,,0,
scripts_repair_02_zero_padding,scripts/_repair_02_zero_padding.py,"Fix 2 — Normalise zero-padded registry IDs in 4 tables. -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_repair_03_wa_file_index,scripts/_repair_03_wa_file_index.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). Fix 3 — Recreate wa_file_index to register FK to word_registry(id).,1,0,,0,
scripts_repair_05_wa_term_related_words,scripts/_repair_05_wa_term_related_words.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). Fix 5 — Recreate wa_term_related_words to register FK to wa_term_inventory(id).,1,0,,0,
scripts_repair_06_wa_term_root_family,scripts/_repair_06_wa_term_root_family.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). Fix 6 — Recreate wa_term_root_family to register FK to wa_term_inventory(id).,1,0,,0,
scripts_repair_07_wa_verse_records,scripts/_repair_07_wa_verse_records.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). Fix 7 — Recreate wa_verse_records to register FKs to wa_file_index(id),1,0,,0,
scripts_repair_step_missing_verses_v1_20260713,scripts/_repair_step_missing_verses_v1_20260713.py,Repair STEP-missing verse-records — morphology-anchored (researcher direction 2026-07-13).,1,0,,0,
scripts_reread_finish_v1_20260709,scripts/_reread_finish_v1_20260709.py,_reread_finish_v1_20260709.py -- finish one re-read chapter: apply -> gate -> commit -> close -> stamp.,1,0,,0,
scripts_reread_ledger_lib,scripts/_reread_ledger_lib.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). Reusable ledger-scaffolding helpers for the corrected-method Psalms reread.,1,0,,0,
scripts_reread_worklist_v1_20260709,scripts/_reread_worklist_v1_20260709.py,_reread_worklist_v1_20260709.py  --  control table for the isolated-per-chapter re-read loop.,1,0,,0,
scripts_reset_registry_status,scripts/_reset_registry_status.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). One-off: reset word_registry.phase1_status for all 170 'In Progress' words.,1,0,,0,
scripts_reverse_findings_stageC_restrict_20260619,scripts/_reverse_findings_stageC_restrict_20260619.py,_reverse_findings_stageC_restrict_20260619.py — REVERSE Stage C (un-restrict the OLD findings).,1,0,,0,
scripts_roll_retrofit_v1_20260714,scripts/_roll_retrofit_v1_20260714.py,"Roll the retrofit-dim derivation across a chapter batch: derive -> apply(live) -> READ-BACK (v1, 2026-07-14).",1,0,,0,
scripts_run_cause_api,scripts/_run_cause_api.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). _run_cause_api.py (2026-06-16) — run the focused cause-resolution API package and save the output.,1,0,,0,
scripts_run_gate1_onboard_batch_v1_20260706,scripts/_run_gate1_onboard_batch_v1_20260706.py,Gate-1 orphan onboarding orchestrator (Group C — clean adds to existing/new registries).,1,0,,0,
scripts_run_passa_via_api_v1_20260515,scripts/_run_passa_via_api_v1_20260515.py,Pass A meaning record via Claude API (cluster-agnostic).,1,0,,0,
scripts_run_proverbs_stage1_onboard_v1_20260712,scripts/_run_proverbs_stage1_onboard_v1_20260712.py,Proverbs Stage-1 onboarding (registry path) — the 30 candidate terms absent from,1,0,,0,
scripts_run_ve_reads_governed,scripts/_run_ve_reads_governed.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). _run_ve_reads_governed.py (2026-06-17) — governed corpus API read for ONE VE field.,1,0,,0,
scripts_schema_dump,scripts/_schema_dump.py,"(no module docstring or leading comment found -- needs a manual purpose write-up) -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_snapshot_db_v1_20260714,scripts/_snapshot_db_v1_20260714.py,"Cadence-aware DB snapshot + prune helper (v1, 2026-07-14).",1,0,,0,
scripts_term_sharing_spider,scripts/_term_sharing_spider.py,"Generate term-sharing spider/network diagram showing pools of connected words. -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_tmp_read_cycle2_rest,scripts/_tmp_read_cycle2_rest.py,"Build the remaining cycle-2 passage readings (Pro 1:24 - 2:3) via _pro_read_lib. -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
