id,run_id,table_name,op,where_json,set_json,before_json,applied_at
134,RUN-20260802_130636_917-CFG-RETIRE-WP-passage-debate-report,cfg_work_package,update,"{""name"": ""passage-debate-report""}","{""inactive"": 1}","{""name"": ""passage-debate-report"", ""ps_script"": ""iba/app/ps/PassageDebate-Report.ps1"", ""runs_over"": ""book"", ""chained"": 0, ""complete_message"": null, ""next_step_hint"": null, ""paused_message"": null, ""inactive"": 0}",2026-08-02T12:06:38Z
135,RUN-20260802_130639_182-CFG-RETIRE-WP-book-narrative-generate,cfg_work_package,update,"{""name"": ""book-narrative-generate""}","{""inactive"": 1}","{""name"": ""book-narrative-generate"", ""ps_script"": ""iba/app/ps/BookNarrative-Generate.ps1"", ""runs_over"": ""book"", ""chained"": 0, ""complete_message"": ""Narrative written \u2014 run BookNarrative-Validate.ps1 on it next."", ""next_step_hint"": ""iba\\app\\ps\\BookNarrative-Validate.ps1 -Path <the narrative file>"", ""paused_message"": ""Estimated cost/token count printed above \u2014 answer the escalation (Approve/Reject/Revise) then re-run this exact command to make the live API call."", ""inactive"": 0}",2026-08-02T12:06:40Z
136,RUN-20260802_130641_401-CFG-RETIRE-WP-book-narrative-validate,cfg_work_package,update,"{""name"": ""book-narrative-validate""}","{""inactive"": 1}","{""name"": ""book-narrative-validate"", ""ps_script"": ""iba/app/ps/BookNarrative-Validate.ps1"", ""runs_over"": ""none"", ""chained"": 0, ""complete_message"": null, ""next_step_hint"": null, ""paused_message"": null, ""inactive"": 0}",2026-08-02T12:06:42Z
137,RUN-20260802_130655_178-CFG-RETIRE-STEP,cfg_step,update,"{""work_package"": ""verse-analysis-report"", ""step"": ""report.verse_span_meaning""}","{""inactive"": 1}","{""work_package"": ""verse-analysis-report"", ""ordinal"": 0, ""step"": ""report.verse_span_meaning"", ""handler"": ""iba.app.handlers.reports:verse_span_meaning_report"", ""scope"": ""book"", ""does"": ""verse : span : meaning extract for a book/chapter-range \u2014 per-span meaning from all three parse tables (meaning_tree/lsj/mounce), live STEP disambiguation for AMBIGUOUS (sibling-shared-base) spans"", ""inactive"": 0, ""kind"": ""operations""}",2026-08-02T12:06:56Z
138,RUN-20260802_130657_641-CFG-RETIRE-STEP,cfg_step,update,"{""work_package"": ""passage-debate-report"", ""step"": ""report.passage_debate""}","{""inactive"": 1}","{""work_package"": ""passage-debate-report"", ""ordinal"": 0, ""step"": ""report.passage_debate"", ""handler"": ""iba.app.handlers.reports:passage_debate_report"", ""scope"": ""book"", ""does"": ""passage-debate scaffold generator \u2014 verifies the base verse-span-meaning extract and the current method docs (method.passage_read_guidance_path / method.interpretation_questions_path) exist, resolves output path/naming, and writes a debate-document SKELETON (front-matter, per-verse Observation/Operation/Subject-Source-Target/Interrogative/Decision placeholders, standard closing sections) for the researcher/AI to fill in; does not generate interpretive content itself"", ""inactive"": 0, ""kind"": ""operations""}",2026-08-02T12:06:59Z
139,RUN-20260802_130659_894-CFG-RETIRE-STEP,cfg_step,update,"{""work_package"": ""book-narrative-generate"", ""step"": ""report.book_narrative_generate""}","{""inactive"": 1}","{""work_package"": ""book-narrative-generate"", ""ordinal"": 0, ""step"": ""report.book_narrative_generate"", ""handler"": ""iba.app.handlers.narrative:generate"", ""scope"": ""book"", ""does"": ""assembles every filled report.passage_debate output for a book plus the hard-constraints and three-channel guidance docs, submits the package to the Anthropic Messages API (researcher approval required first, pause-continue on the estimated cost), and files the returned narrative under report.verse_analysis_output_dir/<book_label>/ \u2014 see lib/narrativegenerate.py"", ""inactive"": 0, ""kind"": ""operations""}",2026-08-02T12:07:01Z
140,RUN-20260802_130702_352-CFG-RETIRE-STEP,cfg_step,update,"{""work_package"": ""book-narrative-validate"", ""step"": ""report.book_narrative_validate""}","{""inactive"": 1}","{""work_package"": ""book-narrative-validate"", ""ordinal"": 0, ""step"": ""report.book_narrative_validate"", ""handler"": ""iba.app.handlers.narrative:validate"", ""scope"": ""none"", ""does"": ""structural presence check on an inner-being narrative file \u2014 confirms a '## Scope self-check' section exists and all three required channel labels (non-human<->human, human<->human, physical world<->human) are present with non-empty content; a presence check only, not a judgment of citation quality or content accuracy \u2014 see WA-inner-being-narrative-guidance-v1-2026-07-28.md section 4"", ""inactive"": 0, ""kind"": ""operations""}",2026-08-02T12:07:03Z
141,RUN-20260802_141732_665-CONFIGMAINT,cfg_setting,update,"{""key"": ""method.interpretation_questions_path""}","{""value"": ""\""iba/docs/WA-interpretation-questions-v1.4-2026-08-02.md\""""}","{""key"": ""method.interpretation_questions_path"", ""value"": ""\""iba/docs/WA-interpretation-questions-v1.3-2026-07-28.md\"""", ""use"": ""current version of the Q1-Q10 interrogative + Part B guidance of interpretation \u2014 the passage-debate scaffold and any AI applying it must follow this exact file"", ""module"": ""method"", ""inactive"": 0}",2026-08-02T13:27:38Z
142,RUN-20260802_141816_862-CONFIGMAINT,cfg_setting,update,"{""key"": ""method.passage_read_guidance_path""}","{""value"": ""\""iba/docs/WA-passage-read-guidance-v1.5-2026-08-02.md\""""}","{""key"": ""method.passage_read_guidance_path"", ""value"": ""\""iba/docs/WA-passage-read-guidance-v1.4-2026-07-28.md\"""", ""use"": ""current version of the passage read guidance (steps 1-5 + notes, incl. step 2 note (f)) \u2014 the passage-debate scaffold and any AI applying it must follow this exact file; bump this setting (not the debates' memory) when the guidance revises"", ""module"": ""method"", ""inactive"": 0}",2026-08-02T13:27:40Z
143,RUN-20260802_144057_838-CONFIGMAINT,cfg_report_section,insert,{},"{""step"": ""report.passage_debate"", ""ordinal"": 1, ""section_key"": ""phenomena_register"", ""heading"": ""## Phenomena register (Phase 1 output)"", ""toc_label"": ""Phenomena register (Phase 1 output)"", ""include"": 1, ""inactive"": 0}",,2026-08-02T13:41:11Z
144,RUN-20260802_144126_300-CONFIGMAINT,cfg_report_section,update,"{""step"": ""report.passage_debate"", ""section_key"": ""verses""}","{""ordinal"": 2, ""section_key"": ""operations"", ""heading"": ""## Per-verse operations (Phase 2 output)"", ""toc_label"": ""Per-verse operations (Phase 2 output)""}","{""step"": ""report.passage_debate"", ""ordinal"": 1, ""section_key"": ""verses"", ""heading"": ""## Per-verse debate"", ""toc_label"": ""Per-verse debate"", ""include"": 1, ""inactive"": 0}",2026-08-02T13:41:35Z
145,RUN-20260802_144144_774-CONFIGMAINT,cfg_report_section,update,"{""step"": ""report.passage_debate"", ""section_key"": ""linkages""}","{""ordinal"": 3}","{""step"": ""report.passage_debate"", ""ordinal"": 2, ""section_key"": ""linkages"", ""heading"": ""## Passage-level linkages (Q7)"", ""toc_label"": ""Passage-level linkages (Q7)"", ""include"": 1, ""inactive"": 0}",2026-08-02T13:41:52Z
146,RUN-20260802_144159_581-CONFIGMAINT,cfg_report_section,update,"{""step"": ""report.passage_debate"", ""section_key"": ""insufficiencies""}","{""ordinal"": 4}","{""step"": ""report.passage_debate"", ""ordinal"": 3, ""section_key"": ""insufficiencies"", ""heading"": ""## Insufficiencies register"", ""toc_label"": ""Insufficiencies register"", ""include"": 1, ""inactive"": 0}",2026-08-02T13:42:07Z
147,RUN-20260802_144214_748-CONFIGMAINT,cfg_report_section,update,"{""step"": ""report.passage_debate"", ""section_key"": ""emergent""}","{""ordinal"": 5}","{""step"": ""report.passage_debate"", ""ordinal"": 4, ""section_key"": ""emergent"", ""heading"": ""## Emergent questions log (filed against this passage \u2014 not merged across passages; resolved, if at all, at the whole-book read)"", ""toc_label"": ""Emergent questions log (filed against this passage \u2014 not merged across passages; resolved, if at all, at the whole-book read)"", ""include"": 1, ""inactive"": 0}",2026-08-02T13:42:22Z
148,RUN-20260802_144232_296-CONFIGMAINT,cfg_report_section,insert,{},"{""step"": ""report.passage_debate"", ""ordinal"": 6, ""section_key"": ""validation"", ""heading"": ""## Debate quality validation (Phase 3 output)"", ""toc_label"": ""Debate quality validation (Phase 3 output)"", ""include"": 1, ""inactive"": 0}",,2026-08-02T13:42:39Z
149,RUN-20260802_144248_218-CONFIGMAINT,cfg_report_section,update,"{""step"": ""report.passage_debate"", ""section_key"": ""open_decisions""}","{""ordinal"": 7}","{""step"": ""report.passage_debate"", ""ordinal"": 5, ""section_key"": ""open_decisions"", ""heading"": ""## Open decisions / next steps"", ""toc_label"": ""Open decisions / next steps"", ""include"": 1, ""inactive"": 0}",2026-08-02T13:42:56Z
150,RUN-RETIRE-VSM-001,cfg_step,update,"{""work_package"": ""chapter-generate"", ""step"": ""report.verse_span_meaning""}","{""inactive"": 1}","{""work_package"": ""chapter-generate"", ""ordinal"": 0, ""step"": ""report.verse_span_meaning"", ""handler"": ""iba.app.handlers.reports:verse_span_meaning_report"", ""scope"": ""book"", ""does"": ""verse:span:meaning base extract -- same handler as the standalone verse-analysis-report work package (kept active for recovery reruns); ordinal 0 of chapter-generate, chained with report.passage_debate as ordinal 1."", ""inactive"": 0, ""kind"": ""operations""}",2026-08-05T12:00:43Z
151,RUN-RETIRE-VSM-ONFAIL-001,cfg_on_fail,update,"{""step"": ""report.verse_span_meaning"", ""condition"": ""unreachable""}","{""inactive"": 1}","{""step"": ""report.verse_span_meaning"", ""condition"": ""unreachable"", ""path"": ""report-stop"", ""resolver"": null, ""message"": ""STEP is not reachable \u2014 report.verse_span_meaning needs it for AMBIGUOUS-span disambiguation (step.required_for_runs)"", ""route"": ""terminal"", ""inactive"": 0}",2026-08-05T12:02:34Z
152,RUN-RETIRE-VSM-REPORT-001,cfg_report,update,"{""step"": ""report.verse_span_meaning""}","{""inactive"": 1}","{""step"": ""report.verse_span_meaning"", ""title"": ""{book} {range} -- verse : span : meaning extract"", ""show_toc"": 1, ""footer_text"": null, ""output_kind"": ""md"", ""naming_scheme"": ""stable"", ""archive_dir"": ""archive"", ""inactive"": 0}",2026-08-05T12:02:35Z
153,RUN-RETIRE-VSM-SEC0-001,cfg_report_section,update,"{""step"": ""report.verse_span_meaning"", ""section_key"": ""coverage""}","{""inactive"": 1}","{""step"": ""report.verse_span_meaning"", ""ordinal"": 0, ""section_key"": ""coverage"", ""heading"": ""## Meaning coverage (non-particle spans, this range)"", ""toc_label"": ""Meaning coverage (non-particle spans, this range)"", ""include"": 1, ""inactive"": 0}",2026-08-05T12:02:36Z
154,RUN-RETIRE-VSM-SEC1-001,cfg_report_section,update,"{""step"": ""report.verse_span_meaning"", ""section_key"": ""verses""}","{""inactive"": 1}","{""step"": ""report.verse_span_meaning"", ""ordinal"": 1, ""section_key"": ""verses"", ""heading"": ""## Verses"", ""toc_label"": ""Verses"", ""include"": 1, ""inactive"": 0}",2026-08-05T12:02:37Z
155,RUN-RETIRE-VSM-WG1-001,cfg_write_grant,update,"{""writer"": ""report.verse_span_meaning"", ""table_name"": ""passage""}","{""inactive"": 1}","{""writer"": ""report.verse_span_meaning"", ""table_name"": ""passage"", ""inactive"": 0}",2026-08-05T12:02:38Z
156,RUN-RETIRE-VSM-WG2-001,cfg_write_grant,update,"{""writer"": ""report.verse_span_meaning"", ""table_name"": ""verse_passage""}","{""inactive"": 1}","{""writer"": ""report.verse_span_meaning"", ""table_name"": ""verse_passage"", ""inactive"": 0}",2026-08-05T12:02:39Z
157,RUN-FIX-ROLE-COL-001,cfg_column,update,"{""table_name"": ""span_reading"", ""name"": ""role""}","{""use"": ""'content' (independent lexical item) or 'function' (grammatical formative, e.g. Hebrew H9xxx). Classification metadata only -- does NOT gate resolution (corrected 2026-08-05: H9xxx codes DO carry a real stepGloss/strong_meaning_parsed row, an earlier version wrongly skipped resolving them).""}","{""table_name"": ""span_reading"", ""name"": ""role"", ""ordinal"": 6, ""type"": ""TEXT"", ""is_pk"": 0, ""notnull"": 1, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""'content' (a real lexical entry) or 'function' (a grammatical formative expected to carry no independent sense, by design \u2014 see classify_role)"", ""expectation"": null, ""source"": null, ""filled_by"": ""migration/bootstrap_span_reading.py""}",2026-08-05T12:35:39Z
158,RUN-FIX-STATUS-COL-001,cfg_column,update,"{""table_name"": ""span_reading"", ""name"": ""status""}","{""use"": ""'resolved' (strong row found, sense pulled -- content or function role alike) or 'unregistered' (no strong row yet -- a genuine coverage gap, regardless of role).""}","{""table_name"": ""span_reading"", ""name"": ""status"", ""ordinal"": 7, ""type"": ""TEXT"", ""is_pk"": 0, ""notnull"": 1, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""'content_resolved' (sense pulled + stem/voice-selected), 'content_unregistered' (role=content but strong has no row yet \u2014 a genuine coverage gap, distinct from 'function'), or 'function' (role=function, resolved_sense correctly NULL, not a gap)"", ""expectation"": null, ""source"": null, ""filled_by"": ""migration/bootstrap_span_reading.py""}",2026-08-05T12:35:40Z
159,RUN-FIX-SENSE-COL-001,cfg_column,update,"{""table_name"": ""span_reading"", ""name"": ""resolved_sense""}","{""use"": ""stem/voice-selected sense text for 'resolved' rows (content or function role alike); NULL only for 'unregistered' rows -- a real gap, not a hedge.""}","{""table_name"": ""span_reading"", ""name"": ""resolved_sense"", ""ordinal"": 8, ""type"": ""TEXT"", ""is_pk"": 0, ""notnull"": 0, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""stem/voice-selected sense text for content_resolved rows; NULL for function/content_unregistered rows by design, never a hedge \u2014 see feedback_no_hedge_pointers_in_complete_records"", ""expectation"": null, ""source"": null, ""filled_by"": ""migration/bootstrap_span_reading.py""}",2026-08-05T12:35:41Z
160,RUN-20260805_191919_205-CONFIGMAINT,cfg_setting,insert,{},"{""key"": ""report.version_on_regenerate"", ""value"": ""true"", ""use"": ""app-wide: when true, reportkit.write_report never overwrites or archives-and-replaces an existing report -- every write gets a fresh, never-reused filename (stem-v{n}-{date}.ext, n = 1 + the highest existing version for that exact stem). Set false to fall back to the old archive-before-overwrite behaviour. Researcher direction 2026-08-05 (debate-analytic-process-digest, B2/Q6): reports must never be overwritten, and this must be one app-wide setting, not a per-step convention."", ""module"": ""report"", ""inactive"": 0}",,2026-08-05T18:22:41Z
161,RUN-20260805_204824_176-CONFIGMAINT,cfg_work_package,update,"{""name"": ""build-passages""}","{""inactive"": 0}","{""name"": ""build-passages"", ""ps_script"": ""iba/app/ps/Build-Passages.ps1"", ""runs_over"": ""book"", ""chained"": 1, ""complete_message"": ""passages built for '{book}'."", ""next_step_hint"": null, ""paused_message"": null, ""inactive"": 1}",2026-08-05T19:51:20Z
162,RUN-20260805_204905_318-CONFIGMAINT,cfg_step,update,"{""work_package"": ""build-passages"", ""step"": ""passage.build""}","{""inactive"": 0, ""does"": ""recompute the book's passages from verse_hib (hib-continuity|maximal); flag >review_over as needs_review. Redefined 2026-08-05 (B4) from the retired candidate-stamp/char-continuity rule -- see debate-analytic-process-digest-20260805.md Step 2.""}","{""work_package"": ""build-passages"", ""ordinal"": 0, ""step"": ""passage.build"", ""handler"": ""iba.app.handlers.passage:build"", ""scope"": ""book"", ""does"": ""recompute the book's passages from span_candidate (char-continuity|maximal); flag >review_over as needs_review"", ""inactive"": 1, ""kind"": ""operations""}",2026-08-05T19:51:29Z
163,RUN-20260805_204915_327-CONFIGMAINT,cfg_write_grant,update,"{""writer"": ""passage.build""}","{""inactive"": 0}","{""writer"": ""passage.build"", ""table_name"": ""passage"", ""inactive"": 1}",2026-08-05T19:51:37Z
164,RUN-20260805_204926_038-CONFIGMAINT,cfg_setting,update,"{""key"": ""passage.default_rule""}","{""inactive"": 0, ""value"": ""\""hib-continuity\"""", ""use"": ""boundary rule when -Rule not given: run continues while consecutive verses share >=1 live HIB (verse_hib). Redefined 2026-08-05 (B4) from the retired char-continuity/candidate-base-strong rule.""}","{""key"": ""passage.default_rule"", ""value"": ""\""char-continuity\"""", ""use"": ""boundary rule when -Rule not given: run continues while consecutive verses share >=1 candidate base-strong"", ""module"": ""passage"", ""inactive"": 1}",2026-08-05T19:51:48Z
165,RUN-20260805_204935_223-CONFIGMAINT,cfg_setting,update,"{""key"": ""passage.min_shared_strongs""}","{""key"": ""passage.min_shared_hibs"", ""inactive"": 0, ""use"": ""hib-continuity threshold: verses must share at least this many live HIBs to stay in one run. Renamed 2026-08-05 (B4) from passage.min_shared_strongs.""}","{""key"": ""passage.min_shared_strongs"", ""value"": ""1"", ""use"": ""char-continuity threshold: verses must share at least this many candidate base-strongs to stay in one run"", ""module"": ""passage"", ""inactive"": 1}",2026-08-05T19:52:01Z
166,RUN-20260805_204945_795-CONFIGMAINT,cfg_setting,update,"{""key"": ""passage.cross_chapter""}","{""inactive"": 0}","{""key"": ""passage.cross_chapter"", ""value"": ""false"", ""use"": ""passages do not cross a chapter boundary"", ""module"": ""passage"", ""inactive"": 1}",2026-08-05T19:52:15Z
167,RUN-20260805_204952_544-CONFIGMAINT,cfg_setting,update,"{""key"": ""passage.review_over""}","{""inactive"": 0}","{""key"": ""passage.review_over"", ""value"": ""10"", ""use"": ""a passage longer than this is flagged needs_review. Set to 10: the IB role is only assessable read as a full passage, so only very long runs warrant a manual second look"", ""module"": ""passage"", ""inactive"": 1}",2026-08-05T19:52:23Z
168,RUN-20260805_205004_003-CONFIGMAINT,cfg_enum,update,"{""name"": ""passage_rule"", ""value"": ""char-continuity""}","{""value"": ""hib-continuity"", ""inactive"": 0}","{""name"": ""passage_rule"", ""value"": ""char-continuity"", ""ordinal"": 0, ""inactive"": 1}",2026-08-05T19:52:36Z
169,RUN-20260805_205012_904-CONFIGMAINT,cfg_enum,update,"{""name"": ""passage_rule"", ""value"": ""maximal""}","{""inactive"": 0}","{""name"": ""passage_rule"", ""value"": ""maximal"", ""ordinal"": 1, ""inactive"": 1}",2026-08-05T19:52:45Z
170,RUN-20260805_210044_877-CONFIGMAINT,cfg_work_package,insert,{},"{""name"": ""operations-ingest"", ""ps_script"": ""iba/app/ps/Operations-Ingest.ps1"", ""runs_over"": ""book"", ""chained"": 0, ""inactive"": 0}",,2026-08-05T20:04:18Z
171,RUN-20260805_210059_970-CONFIGMAINT,cfg_step,insert,{},"{""work_package"": ""operations-ingest"", ""ordinal"": 0, ""step"": ""hib.set"", ""handler"": ""iba.app.handlers.operations:hib_set"", ""scope"": ""book"", ""kind"": ""operations"", ""inactive"": 0, ""does"": ""Step 1's HIB register for a whole book -- writes hib/hib_referent_option/verse_hib from a JSON payload (-PayloadPath). Clean re-derivation per book (soft-delete existing, insert fresh), same convention passage.build uses for passage. Fails cleanly (unknown-verse/bad-payload) rather than partially writing.""}",,2026-08-05T20:04:30Z
172,RUN-20260805_210108_478-CONFIGMAINT,cfg_step,insert,{},"{""work_package"": ""operations-ingest"", ""ordinal"": 1, ""step"": ""phenomenon.set"", ""handler"": ""iba.app.handlers.operations:phenomenon_set"", ""scope"": ""book"", ""kind"": ""operations"", ""inactive"": 0, ""does"": ""Step 3's phenomena register for one already-tracked passage (needs -Chapters/-Range), from a JSON payload. Clean re-derivation per passage. Sets passage.phenomena_complete_at itself once the register is complete against verse_hib -- the phase gate operation.set checks. Fails cleanly (no-passage/unresolved-reference/bad-payload).""}",,2026-08-05T20:04:41Z
173,RUN-20260805_210118_889-CONFIGMAINT,cfg_step,insert,{},"{""work_package"": ""operations-ingest"", ""ordinal"": 2, ""step"": ""operation.set"", ""handler"": ""iba.app.handlers.operations:operation_set"", ""scope"": ""book"", ""kind"": ""operations"", ""inactive"": 0, ""does"": ""Step 4-5's operations + parties for the same passage, from a JSON payload. REFUSES (phenomena-incomplete) if passage.phenomena_complete_at is still NULL -- the actual code enforcement of WA-interpretation-questions Part B.12 / the debate digest's Step 3 phase gate. Clean re-derivation per phenomenon set. Fails cleanly on any unresolved reference.""}",,2026-08-05T20:04:52Z
174,RUN-20260805_210131_535-CONFIGMAINT,cfg_write_grant,insert,{},"{""writer"": ""hib.set"", ""table_name"": ""hib"", ""inactive"": 0}",,2026-08-05T20:05:11Z
175,RUN-20260805_210144_857-CONFIGMAINT,cfg_write_grant,insert,{},"{""writer"": ""hib.set"", ""table_name"": ""hib_referent_option"", ""inactive"": 0}",,2026-08-05T20:05:12Z
176,RUN-20260805_210152_645-CONFIGMAINT,cfg_write_grant,insert,{},"{""writer"": ""hib.set"", ""table_name"": ""verse_hib"", ""inactive"": 0}",,2026-08-05T20:05:14Z
177,RUN-20260805_210226_602-CONFIGMAINT,cfg_write_grant,insert,{},"{""writer"": ""phenomenon.set"", ""table_name"": ""phenomenon"", ""inactive"": 0}",,2026-08-05T20:05:29Z
178,RUN-20260805_210319_300-CONFIGMAINT,cfg_write_grant,insert,{},"{""writer"": ""phenomenon.set"", ""table_name"": ""passage"", ""inactive"": 0}",,2026-08-05T20:05:31Z
179,RUN-20260805_210326_250-CONFIGMAINT,cfg_write_grant,insert,{},"{""writer"": ""operation.set"", ""table_name"": ""operation"", ""inactive"": 0}",,2026-08-05T20:05:39Z
180,RUN-20260805_210335_903-CONFIGMAINT,cfg_write_grant,insert,{},"{""writer"": ""operation.set"", ""table_name"": ""operation_party"", ""inactive"": 0}",,2026-08-05T20:05:41Z
181,RUN-DEBATESTATUS-EMPTY,cfg_enum,insert,{},"{""name"": ""passage_debate_status"", ""value"": ""empty"", ""ordinal"": 2, ""inactive"": 0}",,2026-08-06T09:59:35Z
182,RUN-DEBATESTATUS-INPROGRESS,cfg_enum,insert,{},"{""name"": ""passage_debate_status"", ""value"": ""in-progress"", ""ordinal"": 3, ""inactive"": 0}",,2026-08-06T09:59:35Z
183,RUN-DEBATESTATUS-COMPLETE,cfg_enum,insert,{},"{""name"": ""passage_debate_status"", ""value"": ""complete"", ""ordinal"": 4, ""inactive"": 0}",,2026-08-06T09:59:35Z
184,RUN-REPORTDEBATE-GRANT,cfg_write_grant,insert,{},"{""writer"": ""report.debate"", ""table_name"": ""passage"", ""inactive"": 0}",,2026-08-06T09:59:36Z
185,RUN-OPDECISION-ENUM-retain,cfg_enum,insert,{},"{""name"": ""operation_decision"", ""value"": ""retain"", ""ordinal"": 0, ""inactive"": 0}",,2026-08-06T09:59:36Z
186,RUN-OPDECISION-ENUM-set_aside,cfg_enum,insert,{},"{""name"": ""operation_decision"", ""value"": ""set_aside"", ""ordinal"": 1, ""inactive"": 0}",,2026-08-06T09:59:36Z
187,RUN-OPDECISION-ENUM-retain_referential,cfg_enum,insert,{},"{""name"": ""operation_decision"", ""value"": ""retain_referential"", ""ordinal"": 2, ""inactive"": 0}",,2026-08-06T09:59:37Z
188,RUN-OPDECISION-ENUM-recorded_silence,cfg_enum,insert,{},"{""name"": ""operation_decision"", ""value"": ""recorded_silence"", ""ordinal"": 3, ""inactive"": 0}",,2026-08-06T09:59:37Z
189,RUN-WRITERID-REPORTDEBATE,cfg_enum,insert,{},"{""name"": ""writer_identity"", ""value"": ""report.debate"", ""ordinal"": 6, ""inactive"": 0}",,2026-08-06T10:16:12Z
190,RUN-CLOSINGSET-STEP,cfg_step,insert,{},"{""work_package"": ""operations-ingest"", ""ordinal"": 3, ""step"": ""closing.set"", ""handler"": ""iba.app.handlers.operations:closing_set"", ""scope"": ""book"", ""does"": ""Step 7 (digest) / WA-interpretation-questions-v1.4 Part C sections 4-8 for one already-tracked hib-continuity passage -- writes passage_linkage/passage_insufficiency/passage_emergent_question/passage_validation_note + passage.open_decisions_note from a JSON payload. Refuses (operations-incomplete) until every live phenomenon in the passage has a live operation. Reconciliation-gated per list (BUILD.md ??64 pattern), same as hib.set/phenomenon.set/operation.set."", ""inactive"": 0, ""kind"": ""operations""}",,2026-08-06T15:52:00Z
191,RUN-CLOSINGSET-GRANT-passage_linkage,cfg_write_grant,insert,{},"{""writer"": ""closing.set"", ""table_name"": ""passage_linkage"", ""inactive"": 0}",,2026-08-06T15:52:17Z
192,RUN-CLOSINGSET-GRANT-passage_insufficiency,cfg_write_grant,insert,{},"{""writer"": ""closing.set"", ""table_name"": ""passage_insufficiency"", ""inactive"": 0}",,2026-08-06T15:52:18Z
193,RUN-CLOSINGSET-GRANT-passage_emergent_question,cfg_write_grant,insert,{},"{""writer"": ""closing.set"", ""table_name"": ""passage_emergent_question"", ""inactive"": 0}",,2026-08-06T15:52:20Z
194,RUN-CLOSINGSET-GRANT-passage_validation_note,cfg_write_grant,insert,{},"{""writer"": ""closing.set"", ""table_name"": ""passage_validation_note"", ""inactive"": 0}",,2026-08-06T15:52:22Z
195,RUN-CLOSINGSET-GRANT-passage,cfg_write_grant,insert,{},"{""writer"": ""closing.set"", ""table_name"": ""passage"", ""inactive"": 0}",,2026-08-06T15:52:23Z
196,RUN-HIBKIND-ENUM-named_individual,cfg_enum,insert,{},"{""name"": ""hib_kind"", ""value"": ""named_individual"", ""ordinal"": 0, ""inactive"": 0}",,2026-08-06T15:52:36Z
197,RUN-HIBKIND-ENUM-unnamed_individual,cfg_enum,insert,{},"{""name"": ""hib_kind"", ""value"": ""unnamed_individual"", ""ordinal"": 1, ""inactive"": 0}",,2026-08-06T15:52:38Z
198,RUN-HIBKIND-ENUM-named_collection,cfg_enum,insert,{},"{""name"": ""hib_kind"", ""value"": ""named_collection"", ""ordinal"": 2, ""inactive"": 0}",,2026-08-06T15:52:39Z
199,RUN-HIBKIND-ENUM-unnamed_collection,cfg_enum,insert,{},"{""name"": ""hib_kind"", ""value"": ""unnamed_collection"", ""ordinal"": 3, ""inactive"": 0}",,2026-08-06T15:52:41Z
200,RUN-HIBKIND-ENUM-implicit_individual,cfg_enum,insert,{},"{""name"": ""hib_kind"", ""value"": ""implicit_individual"", ""ordinal"": 4, ""inactive"": 0}",,2026-08-06T15:52:43Z
201,RUN-HIBKIND-ENUM-implicit_collection,cfg_enum,insert,{},"{""name"": ""hib_kind"", ""value"": ""implicit_collection"", ""ordinal"": 5, ""inactive"": 0}",,2026-08-06T15:52:44Z
202,RUN-HIBKIND-COLEXPECT,cfg_column,update,"{""table_name"": ""hib"", ""name"": ""kind""}","{""expectation"": ""enum.hib_kind -- six types (researcher training pass, nahum-1-inner-being-training-20260803.md): named_individual (a, individual by name), unnamed_individual (b, unknown individual), named_collection (c, named collection), unnamed_collection (d, unknown collection), implicit_individual (e, implicit individual), implicit_collection (f, implicit collection). Two orthogonal axes -- plurality (individual|collection) x specificity (named|unnamed|implicit) -- captured as one field per the researchers own prior scheme, not split into two columns.""}","{""table_name"": ""hib"", ""name"": ""kind"", ""ordinal"": 3, ""type"": ""TEXT"", ""is_pk"": 0, ""notnull"": 1, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""'named' | 'collective' | 'referential' -- debate digest Step 1 (presumptive-candidate / collective / referential rules)"", ""expectation"": null, ""source"": null, ""filled_by"": null}",2026-08-06T15:53:01Z
203,RUN-RETENTION-STUCKNONCHAINED,cfg_report_section,insert,{},"{""step"": ""retention.report"", ""ordinal"": 4, ""section_key"": ""stuck_nonchained"", ""heading"": ""## Stuck non-chained runs (unambiguous crash signal -- safe to re-submit; see lib/retention.py)"", ""toc_label"": ""Stuck non-chained runs (unambiguous crash signal -- safe to re-submit; see lib/retention.py)"", ""include"": 1}",,2026-08-06T15:53:03Z
