database,table_name,name,ordinal,type,is_pk,notnull,is_unique,dflt,fk,use,expectation,source,filled_by,inactive
bible_research,verse,process_marker,11,TEXT,0,0,0,,,"Free-text stamp recording which reading/lexical run last processed this verse, e.g. 'reread-psalms-2026' (2,420 verses) or 'Lam-3-poetic-lexical-20260703'. 15,454 verses (60%) are unmarked, so this is a progress ledger of what has been read, not a complete field.",,,,0
bible_research,verse,genre,12,TEXT,0,0,0,,,"The verse's genre band driving genre-aware reading: 'prophetic', 'law/narrative', 'narrative', 'poetic/wisdom', 'epistle', 'gospel-narrative'. Populated for every verse but enforced only by convention (UNCONTROLLED-VOCAB).",,,,0
bible_research,verse_analysis_progress,id,0,INTEGER,1,0,0,,,Surrogate primary key.,,,,0
bible_research,verse_analysis_progress,verse_id,1,INTEGER,0,0,0,,,"The verse being tracked; 33 distinct verses, one row each.",,,,0
bible_research,verse_analysis_progress,reference,2,TEXT,0,0,0,,,"Human-readable reference for verse_id ('Exo 1:12', 'Col 4:1'); denormalised alongside the id.",,,,0
bible_research,verse_analysis_progress,marker,3,TEXT,0,0,0,,,"How far the verse got: 'Observation cross referenced' (28), 'Analysed (unit Mark 7:21-23)' (3), 'Analysis in progress' (2). Uncontrolled.",,,,0
bible_research,verse_analysis_progress,xref_verse,4,TEXT,0,0,0,,,The focus verse whose fan-out reached this verse — only ever Exo 1:13 (20) or Lev 25:43 (11).,,,,0
bible_research,verse_analysis_progress,ref_by_obs,5,TEXT,0,0,0,,,"Which observation reached the verse, recorded inconsistently: sometimes an operation slug ('fear-of-god', 'dominion'), sometimes an ib_observation id reference ('#42', '#59,#61'). Two conventions in one column, and not a foreign key.",,,,0
bible_research,verse_analysis_progress,ref_dims,6,TEXT,0,0,0,,,"The dimension codes engaged at this verse, comma-separated D-codes ('D7,D11,D12'); includes D10 and D12, which the method reset has since dropped.",,,,0
bible_research,verse_analysis_progress,note,7,TEXT,0,0,0,,,"Free-text context, on only 10 of 33 rows, marking focus verses and the curated set they belong to.",,,,0
bible_research,verse_analysis_progress,created,8,TEXT,0,0,0,datetime('now'),,"Creation timestamp defaulting to datetime('now'), in SQLite's space-separated form rather than the schema's usual ISO-8601 Z form; 3 distinct values, all late June 2026.",,,,0
bible_research,verse_analysis_progress,updated,9,TEXT,0,0,0,datetime('now'),,Last-change timestamp in the same non-standard form; 5 distinct values.,,,,0
bible_research,verse_context,id,0,INTEGER,1,0,0,,,Surrogate primary key.,,,,0
bible_research,verse_context,verse_record_id,1,INTEGER,0,1,0,,wa_verse_records.id,The wa_verse_records occurrence being classified; the anchor of the row to a specific term-in-verse.,,,,0
bible_research,verse_context,mti_term_id,2,INTEGER,0,1,0,,mti_terms.id,"The Strong's-level term (mti_terms) the classification is about. Shared across OWNER and XREF copies of a term, so one context row can serve both.",,,,0
bible_research,verse_context,group_id,3,INTEGER,0,0,0,,verse_context_group.id,"The verse_context_group this occurrence was placed in; NULL for a large share of rows (roughly a third of the sample), i.e. grouping is partial.",,,,0
bible_research,verse_context,cluster_subgroup_id,4,INTEGER,0,0,0,,cluster_subgroup.id,"The cluster subgroup assignment for this occurrence; heavily NULL (about three-quarters of the sample), so subgroup placement covers only part of the classified set.",,,,0
bible_research,verse_context,is_anchor,5,INTEGER,0,1,0,0,,"1 marks this occurrence as the anchor/exemplar verse for its grouping. Convention only, no CHECK.",,,,0
bible_research,verse_context,is_relevant,6,INTEGER,0,1,0,0,,"1 = this term's use in this verse is in scope for the inner-being study, 0 = judged out of scope. The primary in/out gate of the layer.",,,,0
bible_research,verse_context,is_related,7,INTEGER,0,1,0,0,,1 = the occurrence is related to the study concern rather than a direct instance; a softer secondary marker sitting alongside is_relevant.,,,,0
bible_research,verse_context,notes,8,TEXT,0,0,0,NULL,,"Free-text working note on the classification, frequently carrying directive identifiers (e.g. 'DIR-20260516-003 ... dual-membership') that record why the row was changed. Populated on a small minority of rows.",,,,0
bible_research,verse_context,delete_flagged,9,INTEGER,0,0,0,0,,1 = soft-deleted; the row is retained but excluded from live use. No physical deletes in this layer.,,,,0
bible_research,verse_context,set_aside_reason,10,TEXT,0,0,0,NULL,,The prose justification for setting an occurrence aside as out of scope (e.g. a term used in a literal physical rather than inner-being sense). Present only where an exclusion was argued.,,,,0
bible_research,verse_context,analysis_note,11,TEXT,0,0,0,,,"The researcher's L2 verse-read note — what this term is doing in this verse. The richest analytical field here, but filled on only about a sixth of rows.",,,,0
bible_research,verse_context,keywords,12,TEXT,0,0,0,,,"A JSON array of short keyword phrases distilled from the verse-read, e.g. '[""abandonment divine"", ""defection wilful"", ...]'. Stored as a JSON string in a TEXT column, so it is not queryable as structure without parsing; populated on a small minority of rows.",,,,0
bible_research,verse_context,step_meaning_applied,13,TEXT,0,0,0,,,"The STEP lexicon gloss/meaning selected as applying to this occurrence. Note it includes empty strings as well as NULLs, so 'unset' is recorded two different ways.",,,,0
bible_research,verse_context,sense_id,14,INTEGER,0,0,0,,,"Declared for a sense-level model but 100% NULL across all 55,775 rows — never used.",,,,0
bible_research,verse_context,sense_multiplicity,15,TEXT,0,0,0,,,"Declared alongside sense_id and 100% NULL across all 55,775 rows — never used.",,,,0
bible_research,verse_context,step_envelope_note,16,TEXT,0,0,0,,,"Declared but 100% NULL across all 55,775 rows — never used.",,,,0
bible_research,verse_context,pole,17,TEXT,0,0,0,,,"Intended to hold a positive/negative pole for the occurrence but 100% NULL across all 55,775 rows; the pole model was declared and abandoned.",,,,0
bible_research,verse_context,pole_is_metaphor,18,INTEGER,0,0,0,0,,"Companion to the abandoned pole model: present on every row but 0 in all 55,775 — the default was never departed from, so it carries no information.",,,,0
bible_research,verse_context,residue_flag,19,INTEGER,0,0,0,0,,"0 in all 55,775 rows; declared but never set, so it carries no information.",,,,0
bible_research,verse_context,thing_type,20,TEXT,0,0,0,,,"What kind of thing the term denotes in this verse: 'ACTION' (13,454), 'STATUS' (11,397) or 'QUALITY' (3,613), with 27,311 rows unclassified. A three-value convention with no CHECK.",,,,0
bible_research,verse_context,triage_status,21,TEXT,0,0,0,,,"The triage outcome of the verse-read: 'ACCEPT' (36,762) or 'ESCALATE' (2,319, i.e. referred for researcher attention), 16,694 untriaged. Convention only.",,,,0
bible_research,verse_context,meaning_provenance,22,TEXT,0,0,0,,,Which campaign produced the meaning on this row — 'l2_refit' or 'onboard_catchup' in the sample. Useful for telling a refit-derived meaning from one captured at term onboarding.,,,,0
bible_research,verse_context,flagged_for_review,23,INTEGER,0,0,0,0,,"1 = needs review; in the sample it tracks triage_status='ESCALATE' one-for-one, so it appears to be a derived duplicate of that signal rather than an independent flag.",,,,0
bible_research,verse_context_group,id,0,INTEGER,1,0,0,,,Surrogate primary key; the target of verse_context.group_id.,,,,0
bible_research,verse_context_group,group_code,1,TEXT,0,1,1,,,"The group's unique label. Two generations coexist: an early numeric form ('1-001') and the current cluster-coded form ('M38-G-VCG-08' = cluster, characteristic letter, VCG number).",,,,0
bible_research,verse_context_group,context_description,2,TEXT,0,1,0,,,"A one-line statement of the context the group captures, e.g. 'wrongful association for collective moral evil'. This is the group's meaning and is required on every row.",,,,0
bible_research,verse_context_group,notes,3,TEXT,0,0,0,NULL,,"Audit trail of what happened to the group — dominated by soft-delete rationales ('Bulk soft-delete 2026-05-27... legacy VCG cleared', 'Orphan soft-delete... no active is_relevant verse linked') and directive supersession records.",,,,0
bible_research,verse_context_group,delete_flagged,4,INTEGER,0,0,0,0,,"1 = soft-deleted (3,067 rows) versus 0 = live (1,088). The majority state of this table is deleted, so any read must filter on it.",,,,0
bible_research,verse_coverage,verse_id,0,INTEGER,1,0,0,,,"The verse this roll-up describes (also the primary key); ranges 1..23593, short of the master verse table's 25,634 — the snapshot predates later verses.",,,,0
bible_research,verse_coverage,reference,1,TEXT,0,0,0,,,"The verse reference, denormalised from verse for readability.",,,,0
bible_research,verse_coverage,testament,2,TEXT,0,0,0,,,"'OT' (17,974) or 'NT' (5,619), copied from verse; the OT count is 2,041 short of the master table, which is where the whole snapshot's shortfall sits.",,,,0
bible_research,verse_coverage,n_spans,3,INTEGER,0,0,0,,,"Count of morphological spans (words) in the verse; 40 distinct values observed, commonly 7-13.",,,,0
bible_research,verse_coverage,n_study_nonT2,4,INTEGER,0,0,0,,,"Count of spans in the verse carrying a study term that is not a T2 (qualifier-tier) term — the measure of substantive study presence. 3,417 verses have none.",,,,0
bible_research,verse_coverage,n_T2,5,INTEGER,0,0,0,,,"Count of spans carrying a T2 (qualifier/reference-tier) term. 2,639 verses have none.",,,,0
bible_research,verse_coverage,scope,6,TEXT,0,0,0,,,"The verse's derived scope band: 'in-scope' (20,176), 'T2-only' (3,346, i.e. only qualifier terms present) or 'no-study' (71). Convention only, no CHECK.",,,,0
bible_research,verse_coverage,n_lexical_units,7,INTEGER,0,0,0,,,"Count of lexical units recorded against the verse; 6,699 verses have zero, which is exactly the set with touched=0.",,,,0
bible_research,verse_coverage,touched,8,INTEGER,0,0,0,,,"1 = some lexical work exists on the verse (16,894), 0 = none (6,699). Derived from n_lexical_units>0, so it duplicates that column's information.",,,,0
bible_research,verse_coverage,scope_basis,9,TEXT,0,0,0,'provisional: mti cluster_code (non-T2 study term) — debunked anchor; recomputable',,"A single literal string on all 23,593 rows recording how scope was computed: 'provisional: mti cluster_code (non-T2 study term) — debunked anchor; recomputable'. It is a self-declared health warning that the scope column is provisional, not per-row data.",,,,0
bible_research,verse_coverage,built_at,10,TEXT,0,0,0,datetime('now'),,"The build timestamp, identical ('2026-06-27 05:59:00') on all 23,593 rows — confirming this is a one-shot snapshot that has never been refreshed.",,,,0
bible_research,verse_coverage_morphology,id,0,INTEGER,1,0,0,,,Surrogate primary key.,,,,0
bible_research,verse_coverage_morphology,reference,1,TEXT,0,0,0,,,"The verse reference in programme form; only 326 distinct verses are present, keyed by string rather than by verse.id (no FK to verse).",,,,0
bible_research,verse_coverage_morphology,word_index,2,INTEGER,0,0,0,,,"The word's position within the verse, 1..24 here; note it starts at 1, whereas verse_morphology's equivalent starts at 0.",,,,0
bible_research,verse_coverage_morphology,surface,3,TEXT,0,0,0,,,The surface English word form as rendered by STEP.,,,,0
bible_research,verse_coverage_morphology,strongs,4,TEXT,0,0,0,,,"The raw Strong's tag(s) as delivered for the span, which may include suffixed sub-entry forms.",,,,0
bible_research,verse_coverage_morphology,primary_strong,5,TEXT,0,0,0,,,"The single resolved Strong's number for the span (e.g. 'G0011', 'H8672'); NULL on 75 rows where no head Strong's could be resolved.",,,,0
bible_research,verse_coverage_morphology,morph_code,6,TEXT,0,0,0,,,The morphology tag for the word — the linguistic source of truth from which language and stem derive; 766 distinct codes across this small extract.,,,,0
bible_research,verse_coverage_morphology,built_at,7,TEXT,0,0,0,datetime('now'),,"Build timestamp; all ten distinct values fall within 2026-06-28, confirming a single-day construction.",,,,0
bible_research,verse_evidence_index,verse_id,0,INTEGER,0,0,0,,,The verse the evidence is bound to; the primary lookup key.,,,,0
bible_research,verse_evidence_index,evidence_type,1,TEXT,0,0,0,,,"Which store the evidence lives in: 'lexical' (423,968), 'span' (305,961), 'unit' (42,871) and 'finding_verse' (32,005). A four-value convention with no CHECK or FK — the polymorphic discriminator for evidence_id.",,,,0
bible_research,verse_evidence_index,evidence_id,2,INTEGER,0,0,0,,,"The row id in the store named by evidence_type. Being polymorphic it can carry no foreign key, so referential integrity here rests entirely on the build process.",,,,0
bible_research,verse_evidence_index,bind_path,3,TEXT,0,0,0,,,"How the binding was derived: 'direct:vc-vr' (via verse_context to verse_record), 'direct:morphology' (via the morphology span) or 'direct:verse_record'. It records the provenance of the link, and maps one-to-one onto evidence_type.",,,,0
bible_research,verse_evidence_index,confidence,4,TEXT,0,0,0,,,"'direct' on all 804,805 rows. The column was clearly built to admit indirect/inferred bindings but only direct ones were ever indexed, so it currently carries no information.",,,,0
bible_research,verse_evidence_orphan,evidence_type,0,TEXT,0,0,0,,,"The store the unbindable evidence came from; 'unit' on all 222 rows, so the failure is confined to segment/verse-record units.",,,,0
bible_research,verse_evidence_orphan,evidence_id,1,INTEGER,0,0,0,,,"The id of the evidence row that could not be bound, in the store named by evidence_type.",,,,0
bible_research,verse_evidence_orphan,reason,2,TEXT,0,0,0,,,"The binding failure cause, identical on all 222 rows: 'verse_record has no verse_id'. These are wa_verse_records rows lacking a verse.id link — a concrete, fixable integrity gap.",,,,0
bible_research,verse_morph_complexity,verse_id,0,INTEGER,1,0,0,,,"The verse profiled (also the primary key); range 1..23593, short of the master verse table.",,,,0
bible_research,verse_morph_complexity,reference,1,TEXT,0,0,0,,,"The verse reference, denormalised from verse.",,,,0
bible_research,verse_morph_complexity,n_content,2,INTEGER,0,0,0,,,Count of content words (as opposed to function words) in the verse; typically 6-11.,,,,0
bible_research,verse_morph_complexity,n_finite_verb,3,INTEGER,0,0,0,,,"Count of finite verbs, derived from morph_code; 2,237 verses have none.",,,,0
bible_research,verse_morph_complexity,n_nonfinite_verb,4,INTEGER,0,0,0,,,"Count of non-finite verb forms (participles, infinitives); 9,656 verses have none.",,,,0
bible_research,verse_morph_complexity,n_conj,5,INTEGER,0,0,0,,,"Count of conjunctions; zero for 18,169 verses, which is high enough to suggest the classifier does not catch prefixed Hebrew conjunctions.",,,,0
bible_research,verse_morph_complexity,n_prep,6,INTEGER,0,0,0,,,"Count of prepositions; zero for 9,502 verses.",,,,0
bible_research,verse_morph_complexity,n_subord,7,INTEGER,0,0,0,,,"Count of subordinating elements, 0..6; zero for 16,647 verses — the sparsest of the counts.",,,,0
bible_research,verse_morph_complexity,complexity_score,8,INTEGER,0,0,0,,,"The composite complexity figure derived from the counts above, 52 distinct values. The weighting formula is not recorded in the data.",,,,0
bible_research,verse_morph_complexity,built_at,9,TEXT,0,0,0,datetime('now'),,"Build timestamp, identical ('2026-06-27 06:10:51') on all 23,593 rows — a one-shot snapshot never refreshed.",,,,0
bible_research,verse_morphology,id,0,INTEGER,1,0,0,,,Surrogate primary key for the word occurrence.,,,,0
bible_research,verse_morphology,verse_id,1,INTEGER,0,1,0,,verse.id,"The verse the word belongs to, FK to verse; combined with word_index it uniquely identifies the span.",,,,0
bible_research,verse_morphology,word_index,2,INTEGER,0,1,0,,,"The word's position within the verse, zero-based here (0 appears in the profile) and running to at least 39.",,,,0
bible_research,verse_morphology,surface,3,TEXT,0,0,0,,,"The surface English word form from STEP. Empty strings occur, so 'no surface' is recorded as '' rather than NULL.",,,,0
bible_research,verse_morphology,strongs,4,TEXT,0,0,0,,,"The raw Strong's tag(s) for the word as delivered, including suffixed sub-entry forms such as 'G0001G'; nearly 15,000 distinct raw values in the sample against far fewer resolved heads.",,,,0
bible_research,verse_morphology,primary_strong,5,TEXT,0,0,0,,,"The resolved head Strong's number (zero-padded four digits, H/G prefixed) — the join key to term tables and the indexed lookup here.",,,,0
bible_research,verse_morphology,morph_code,6,TEXT,0,0,0,,,"The STEP morphology tag and the declared linguistic source of truth for the word. Contamination is visible: some values carry an 'n/a ' prefix (e.g. 'n/a V-PAP-DSM'), so the field is not uniformly clean.",,,,0
bible_research,verse_morphology,language,7,TEXT,0,0,0,,,"Derived from morph_code: 'Hebrew', 'Greek', 'Aramaic', plus a handful of 'Unknown' where derivation failed. Convention only, no CHECK.",,,,0
bible_research,verse_morphology,pos,8,TEXT,0,0,0,,,"Part of speech derived from morph_code — 13 distinct values, dominated by noun and verb.",,,,0
bible_research,verse_morphology,stem,9,TEXT,0,0,0,,,"The Hebrew verbal stem derived from morph_code (Qal, Hiphil, Piel, Niphal, Hithpael and so on). Non-verbs and Greek words carry an empty string rather than NULL, which is why '' is the commonest value.",,,,0
bible_research,verse_morphology,person,10,INTEGER,0,0,0,,,"Grammatical person 1, 2 or 3 where the morph_code encodes it; NULL for the majority of words, which have no person.",,,,0
bible_research,verse_morphology,source,11,TEXT,0,0,0,,,"'STEP' on every row — the table has one provenance, so the column currently distinguishes nothing.",,,,0
bible_research,verse_morphology,fetched_at,12,TEXT,0,0,0,,,"ISO-8601 UTC timestamp of the STEP fetch; values run 2026-06-16 to 2026-07-05, matching the verse table's build window.",,,,0
bible_research,verse_morphology_raw,verse_id,0,INTEGER,1,0,0,,verse.id,"The verse whose raw fetch this is; primary key and FK to verse, one row per verse with no gaps.",,,,0
bible_research,verse_morphology_raw,html,1,TEXT,0,0,0,,,"The unparsed STEP passage HTML for the verse, roughly 1kB+ per row. It is the provenance record for verse_morphology and is not intended to be read structurally in SQL.",,,,0
bible_research,verse_morphology_raw,fetched_at,2,TEXT,0,0,0,,,"ISO-8601 UTC timestamp of the fetch, spanning 2026-06-16 to 2026-07-05 in step with verse.created_at.",,,,0
bible_research,verse_span_index,id,0,INTEGER,1,0,0,,,Surrogate primary key for the span row (not the same key space as verse_morphology.id despite the copy relationship).,,,,0
bible_research,verse_span_index,verse_id,1,INTEGER,0,0,0,,,The verse the span sits in; the main lookup key. No FK is declared even though verse_morphology declares one.,,,,0
bible_research,verse_span_index,reference,2,TEXT,0,0,0,,,"The verse reference, denormalised from verse for direct readability without a join.",,,,0
bible_research,verse_span_index,word_index,3,INTEGER,0,0,0,,,"The word's position in the verse, copied from verse_morphology.",,,,0
bible_research,verse_span_index,surface,4,TEXT,0,0,0,,,"The surface word form, copied from verse_morphology; empty strings occur.",,,,0
bible_research,verse_span_index,pos,5,TEXT,0,0,0,,,"Part of speech, copied from verse_morphology (13 distinct values).",,,,0
bible_research,verse_span_index,morph_code,6,TEXT,0,0,0,,,"The morphology tag copied from verse_morphology, including the same 'n/a ' prefixed contamination.",,,,0
bible_research,verse_span_index,stem,7,TEXT,0,0,0,,,Hebrew verbal stem copied from verse_morphology; empty string for non-verbs.,,,,0
bible_research,verse_span_index,language,8,TEXT,0,0,0,,,"'Hebrew', 'Greek', 'Aramaic' or 'Unknown', copied from verse_morphology.",,,,0
bible_research,verse_span_index,strongs,9,TEXT,0,0,0,,,The raw Strong's tag(s) copied from verse_morphology.,,,,0
bible_research,verse_span_index,primary_strong,10,TEXT,0,0,0,,,"The resolved head Strong's number; indexed with verse_id, making (verse_id, primary_strong) the intended access path for finding a term's spans in a verse.",,,,0
bible_research,verse_span_index,source,11,TEXT,0,0,0,'verse_morphology',,'verse_morphology' on all rows — an explicit statement that this table is a derived copy of that one.,,,,0
bible_research,verse_span_index,built_at,12,TEXT,0,0,0,datetime('now'),,"Timestamp of the row's build, spanning 2026-06-26 to 2026-07-05; unlike the coverage snapshots this table has been rebuilt incrementally.",,,,0
bible_research,verse_span_index,role,13,TEXT,0,0,0,,,"The analytical role the span plays in the inner-being model: chiefly 'standalone' (63,719), 'characteristic' (13,514), 'process-qualifier' (7,155) and 'qualifier' (3,168), with a long tail of book-specific values such as 'ritual-mechanical' and 'mistag-not-ib'. Only 27% of spans have a role; the vocabulary is convention with no CHECK, and the tail suggests ad-hoc additions.",,,,0
bible_research,verse_span_index,role_provenance,14,TEXT,0,0,0,,,"Which campaign assigned the role — 'lexical-model-2026', 'read-2026', 'role-reassess-2026', 'leviticus-lexical-v1' and so on. One sampled row carries the literal value 'CONFLICT', recording an unresolved disagreement between assignments.",,,,0
bible_research,verse_span_index,role_set_at,15,TEXT,0,0,0,,,"ISO-8601 UTC timestamp the role was set, 2026-07-07 to 2026-07-14 — role assignment is recent and ongoing.",,,,0
bible_research,verse_span_index,role_source_ve_id,16,INTEGER,0,0,0,,,"The ve_lexical item whose reading produced the role, providing traceability from a role back to the evidence for it. No FK declared.",,,,0
bible_research,verse_span_index,char_candidate,17,INTEGER,0,0,0,,,"1 marks the span as a candidate inner-being characteristic (30,882 rows); a single row holds 0 and the rest are NULL, so this is effectively a set-membership marker where NULL means 'not a candidate'. Per the project invariant, a char_candidate span with no verse record is an integrity violation.",,,,0
bible_research,verse_span_index,char_candidate_tag,18,TEXT,0,0,0,,,"The label of the candidate, mostly in an 'IB:<gloss>' form (e.g. 'IB:be gracious'); some values instead record the campaign that raised it ('orphan-reread-2026'), so the field mixes identity and provenance.",,,,0
bible_research,verse_span_index,characteristic,19,TEXT,0,0,0,,,"The free-text characteristic name attached to the span, keyed on meaning-in-context and often quoting the verse itself (e.g. 'your hand was heavy on me'). Populated on only about 1% of spans.",,,,0
bible_research,verse_span_index,ib_char_id,20,INTEGER,0,0,0,,,"The ib_characteristic this span resolves to — the structured counterpart of the characteristic text column, and populated on exactly the same rows.",,,,0
bible_research,verse_span_index,cluster,21,TEXT,0,0,0,,,"The M-code cluster (e.g. 'M47', 'M15') the span belongs to; present on well under 1% of spans, so cluster attribution at span level is barely populated.",,,,0
bible_research,verse_term_index,verse_id,0,INTEGER,0,0,0,,,"The verse containing the term; 23,405 distinct verses in the sample, and its ceiling of 23,593 matches the coverage snapshots rather than the full 25,634-verse master, suggesting it was built in the same earlier campaign.",,,,0
bible_research,verse_term_index,primary_strong,1,TEXT,0,0,0,,,"The resolved head Strong's number present in that verse; indexed, and the point of the table.",,,,0
bible_research,wa_addendum_registry,id,0,INTEGER,1,0,0,,,"Surrogate key for the observation, 1-22.",,,,0
bible_research,wa_addendum_registry,item_id,1,TEXT,0,1,1,,,"The observation's identifier, e.g. 'ADD-INSTR-001'. Unique, and the token cited when an addendum item is referenced.",,,,0
bible_research,wa_addendum_registry,addendum_group,2,TEXT,0,1,0,,,"Which addendum the item belongs to: 'addendum_instructions' 10, 'addendum_patch_directive' 9, 'addendum_reference' 3. Indexed but uncontrolled.",,,,0
bible_research,wa_addendum_registry,rule_id,3,TEXT,0,0,0,,,"The wa_rule_registry rule the observation concerns, e.g. 'GR-DATA-001'. A text pointer rather than an FK; 20 of 22 rows name a rule, 2 are NULL.",,,,0
bible_research,wa_addendum_registry,audit_source,4,TEXT,0,0,0,,,"Where the observation came from — an audit document section or a dated researcher directive, e.g. 'wa-global-rules-audit-v1-20260417.md §2; §6' (8 rows). The provenance of the finding.",,,,0
bible_research,wa_addendum_registry,subject,5,TEXT,0,0,0,,,"A one-line statement of the observation's topic, e.g. 'Completion confirmation mandatory for every patch and directive'. Unique per row.",,,,0
bible_research,wa_addendum_registry,observation,6,TEXT,0,0,0,,,"The audit finding in full — typically arguing that a rule is an operational checklist rather than a principle, or that it fails the rule file's own scope test. Populated for all 22 and the substance of the table.",,,,0
bible_research,wa_addendum_registry,migration_target,7,TEXT,0,0,0,,,"Where the rule's content should move to, e.g. 'Session B instruction', 'Consolidated patch/directive instruction (to be produced...)'. Free text naming documents, some of which did not exist when written.",,,,0
bible_research,wa_addendum_registry,migration_status,8,TEXT,0,0,0,,,"Whether the migration has happened. 'pending' in all 22 rows — it was never advanced, and it directly contradicts obsolete=1 and the obsolete_reason claiming the items were actioned.",,,,0
bible_research,wa_addendum_registry,researcher_comment,9,TEXT,0,0,0,,,"Intended for the researcher's response to the observation, but every one of the 22 rows holds an empty string rather than a comment. Note it is empty-string, not NULL, so an IS NULL test will not find it.",,,,0
bible_research,wa_addendum_registry,source_document,10,TEXT,0,0,0,,,"Where the items were imported from. Identical across all 22 rows ('wa-global-general-rules-v2_11-20260418.json'), the same document behind wa_rule_registry.",,,,0
bible_research,wa_addendum_registry,created_at,11,TEXT,0,1,0,,,"When the row was imported. Identical ('2026-04-20T15:55:51') across all 22 rows — one load, alongside the rule registry.",,,,0
bible_research,wa_addendum_registry,obsolete,12,INTEGER,0,1,0,0,,"Whether the observation is retired. DEFECT worth noting: the column defaults to 0 but every one of the 22 rows is 1, so the whole table is retired and the default describes a state that never occurs.",,,,0
bible_research,wa_addendum_registry,obsolete_reason,13,TEXT,0,0,0,,,"Why the item is obsolete. Identical across all 22 rows — a blanket 'Historical migration observation — actioned by programme absorption cycles' — so it records a bulk closure decision, not a per-item judgement.",,,,0
bible_research,wa_addendum_registry,last_modified,14,TEXT,0,0,0,,,"When the row was last changed. Identical ('2026-04-20T16:51:03') across all 22 rows, being the single bulk update that set obsolete=1.",,,,0
bible_research,wa_cross_registry_links,id,0,INTEGER,1,0,0,,,"Surrogate key for the link, 1-158.",,,,0
bible_research,wa_cross_registry_links,file_id,1,INTEGER,0,1,0,,wa_file_index.id,The wa_file_index entry the link was asserted from — the file whose analysis surfaced the connection. Only 43 distinct files account for all 158 links.,,,,0
bible_research,wa_cross_registry_links,linked_word,2,TEXT,0,0,0,,,"The English registry word being linked to, e.g. 'anguish' (16), 'anger' (13), 'grief' (12). A text copy that duplicates what linked_registry_id resolves to.",,,,0
bible_research,wa_cross_registry_links,linked_registry_id,3,INTEGER,0,0,0,,word_registry.id,"FK to the word_registry row being linked to. NULL in 7 rows, which therefore have only the text linked_word and cannot be resolved by join — those 7 links are unresolvable as data.",,,,0
bible_research,wa_cross_registry_links,connection_type_id,4,INTEGER,0,1,0,,wa_crosslink_type.id,"Which of the 11 wa_crosslink_type relationships this is. Heavily skewed: types 1 and 2 account for 109 of 158 links, and several registered types are barely used.",,,,0
bible_research,wa_cross_registry_links,connecting_term,5,TEXT,0,0,0,,,"The transliterated Hebrew or Greek term that carries the connection, e.g. 'ne.phesh' (7), 'na.cham' (4). Free text, not a Strong's number or an FK, so it cannot be joined to the term tables; NULL in 6 rows.",,,,0
bible_research,wa_cross_registry_links,note,6,TEXT,0,0,0,,,"The researcher's prose explanation of the connection, citing verses where relevant — e.g. that ba.ash (to stink) appears in both the abomination and shame word sets. Populated for all 158 rows and the actual value of this table.",,,,0
bible_research,wa_cross_registry_links,last_changed,7,TEXT,0,0,0,,,"When the link was last written. Only two values exist: 140 rows from the 2026-03-16 bulk load and 6 from 2026-03-26, and the two are formatted differently (space-separated versus ISO-8601 with Z). NULL in 12 rows.",,,,0
bible_research,wa_crosslink_type,id,0,INTEGER,1,0,0,,,"Surrogate key, 1-11, and the value stored in wa_cross_registry_links.connection_type_id.",,,,0
bible_research,wa_crosslink_type,type_code,1,TEXT,0,1,1,,,"The relationship's code, e.g. 'CAUSATIVE_CHAIN', 'CO_OCCURRENCE', 'SEMANTIC_OPPOSITION', 'SHARED_ROOT'. Unique per row.",,,,0
bible_research,wa_crosslink_type,description,2,TEXT,0,0,0,,,"What the relationship means, e.g. 'Terms from the two registries frequently appear together in passages'. Populated for all 11.",,,,0
bible_research,wa_data_quality_flags,id,0,INTEGER,1,0,0,,,Surrogate primary key for the prose-quality flag instance.,,,,0
bible_research,wa_data_quality_flags,file_id,1,INTEGER,0,1,0,,wa_file_index.id,FK to wa_file_index — the word-study file the flag was raised against. Legacy routing; there is no bypass FK to word_registry on this table.,,,,0
bible_research,wa_data_quality_flags,term_id,2,TEXT,0,0,0,,,"The flagged term as a string. Its contents are inconsistent: mostly Strong's-like or placeholder forms ('NO STRONG-135-metameleia'), but 315 rows hold bare integers ('107'), so the column mixes at least two identifier schemes.",,,,0
bible_research,wa_data_quality_flags,flag_id,3,INTEGER,0,1,0,,wa_quality_flag_types.id,FK to wa_quality_flag_types -- which prose-quality issue this is.,,,,0
bible_research,wa_data_quality_flags,description,4,TEXT,0,0,0,,,The specific issue -- what needs to change and why.,,,,0
bible_research,wa_data_quality_flags,last_changed,5,TEXT,0,0,0,,,Carried over unchanged from the pre-repurpose schema.,,,,0
bible_research,wa_dim_review_cluster_log,id,0,INTEGER,1,0,0,,,Surrogate key for the log entry.,,,,0
bible_research,wa_dim_review_cluster_log,cluster,1,TEXT,0,1,1,,,"The C-code completed, unique per row — the natural key of the log.",,,,0
bible_research,wa_dim_review_cluster_log,completed_date,2,TEXT,0,1,0,,,The date the cluster's review was signed off.,,,,0
bible_research,wa_dim_review_cluster_log,instruction_version,3,TEXT,0,1,0,,,"The exact instruction document the review was performed under. All six rows name a different version, spanning v1.7 to v3_3, which shows the method was still changing while the reviews were being run.",,,,0
bible_research,wa_dim_review_cluster_log,registry_count,4,INTEGER,0,1,0,0,,How many word registries the cluster's review covered.,,,,0
