"strong","term","source","ib_relevance"
"G3308","anxious interest","meaning_tree","Could impact IB"
"G3309","to worry","mounce","IB related"
"G3309","have anxiety","mounce","IB related"
"G3309","be concerned","mounce","Could impact IB"
"G3309","care for","lsj","Could impact IB"
"G3309","be anxious about","lsj","Could impact IB"
"G3309","meditate upon","lsj","IB related"
"G3309","to be cumbered with","lsj","Could impact IB"
"G3309","cares","lsj","Could impact IB"
"G3309","to be careful","lsj","Could impact IB"
"G3309","to be treated with anxious care","lsj","Could impact IB"
"G3309","to worry","meaning_tree","IB related"
"G3309","have anxiety","meaning_tree","IB related"
"G3309","be concerned","meaning_tree","Could impact IB"
"G3309","to be anxious","meaning_tree","Could impact IB"
"G3309","solicitous","meaning_tree","Could impact IB"
"G3309","be anxious to","meaning_tree","Could impact IB"
"G3311","dividing","mounce","Could impact IB"
"G3311","separation","mounce","Could impact IB"
"G3311","distribution","mounce","Could impact IB"
"G3311","apportionment division","mounce","Could impact IB"
"G3311","one must divide","lsj","Not relevant"
"G3311","one must distribute","lsj","Could impact IB"
"G3311","to be divided","lsj","Not relevant"
"G3311","dividing","meaning_tree","Could impact IB"
"G3311","separation","meaning_tree","Could impact IB"
"G3311","distribution","meaning_tree","Could impact IB"
"G3311","apportionment division","meaning_tree","Could impact IB"
"G3311","a dividing","meaning_tree","Could impact IB"
"G3311","act of dividing","meaning_tree","Could impact IB"
"G3311","separating","meaning_tree","Could impact IB"
"G3311","gifts distributed","meaning_tree","Could impact IB"
"G3322","to be in","lsj","Not relevant"
"G3322","at the middle","lsj","Could impact IB"
"G3322","mid","lsj","Could impact IB"
"G3322","mids","lsj","Could impact IB"
"G3322","to be in the middle of","lsj","Could impact IB"
"G3322","in the middle of","lsj","Could impact IB"
"G3328","throw into a different position","lsj","Could impact IB"
"G3328","turn quickly","lsj","Could impact IB"
"G3328","suddenly","lsj","Could impact IB"
"G3328","turn","lsj","Not relevant"
"G3328","plough","lsj","Could impact IB"
"G3328","change the course of","lsj","Could impact IB"
"G3328","turn about","lsj","Not relevant"
"G3328","change","lsj","Could impact IB"
"G3328","alter","lsj","Could impact IB"
"G3328","drink different","lsj","Could impact IB"
"G3328","lose","lsj","Could impact IB"
"G3328","change and adopt","lsj","Could impact IB"
"G3328","translate","lsj","Could impact IB"
"G3328","stir","lsj","Could impact IB"
"G3328","undergo a change","lsj","Could impact IB"
"G3328","changes run","lsj","Could impact IB"
"G3328","come in exchange for","lsj","Could impact IB"
"G3328","instead of","lsj","Could impact IB"
"G3328","vary","lsj","Could impact IB"
"G3328","change one's course","lsj","Could impact IB"
"G3328","turning","lsj","Not relevant"
"G3328","instead","lsj","Could impact IB"
"G3328","in turn","lsj","Not relevant"
"G3328","turn round","lsj","Could impact IB"
"G3328","shift","lsj","Could impact IB"
"G3328","cause to be removed","lsj","Could impact IB"
"G3328","order to be paid","lsj","Could impact IB"
"G3328","remit","lsj","Could impact IB"
"G3328","change what is one's own","lsj","Could impact IB"
"G3328","change one's","lsj","Could impact IB"
"G3328","changed her","lsj","Could impact IB"
"G3328","exchange","lsj","Could impact IB"
"G3328","for","lsj","Not relevant"
"G3328","have given up","lsj","Not relevant"
"G3328","in exchange for","lsj","Could impact IB"
"G3328","barter","lsj","Could impact IB"
"G3328","traffic in","lsj","Could impact IB"
"G3328","turn oneself","lsj","Could impact IB"
"G3328","change one's purpose","lsj","IB related"
"G3328","mind","lsj","IB related"
"G3328","change sides","lsj","Could impact IB"
"G3328","wheel round","lsj","Could impact IB"
"G3328","to change","meaning_tree","Could impact IB"
"G3333","summon","mounce","Could impact IB"
"G3333","call to oneself","mounce","Could impact IB"
"G3333","recall","lsj","Could impact IB"
"G3333","summon","lsj","Could impact IB"
"G3333","call in","lsj","Not relevant"
"G3333","being called in","lsj","Not relevant"
"G3333","invoke","lsj","Could impact IB"
"G3333","call","lsj","Not relevant"
"G3333","name differently","lsj","Could impact IB"
"G3333","summon","meaning_tree","Could impact IB"
"G3333","call to oneself","meaning_tree","Could impact IB"
"G3333","to call","meaning_tree","Not relevant"
"G3333","send for","meaning_tree","Not relevant"
"G3338","(middle) to regret","mounce","IB related"
"G3338","repent","mounce","IB related"
"G3338","changed of mind","mounce","IB related"
"G3338","remorseful","mounce","IB related"
"G3338","feel repentance","lsj","IB related"
"G3338","regret","lsj","IB related"
"G3338","they repented that","lsj","IB related"
"G3338","repent at","lsj","IB related"
"G3338","change one's purpose","lsj","IB related"
"G3338","line of conduct","lsj","Could impact IB"
"G3338","that which will cause regret","lsj","IB related"
"G3338","matter for future repentance","lsj","IB related"
"G3338","( middle ) to regret","meaning_tree","IB related"
"G3338","repent","meaning_tree","IB related"
"G3338","changed of mind","meaning_tree","IB related"
"G3338","remorseful","meaning_tree","IB related"
"G3338","to repent","meaning_tree","IB related"
"G3338","regret","meaning_tree","IB related"
"G3339","transfigured","mounce","Could impact IB"
"G3339","transform","lsj","Could impact IB"
"G3339","disguise","lsj","Could impact IB"
"G3339","to be transformed","lsj","Could impact IB"
"G3339","to be transfigured","lsj","Could impact IB"
"G3339","transfigured","meaning_tree","Could impact IB"
"G3339","transfigure","meaning_tree","Could impact IB"
"G3339","be transfigured","meaning_tree","Could impact IB"
"G3339","to undergo a","meaning_tree","Could impact IB"
"G3339","transformation","meaning_tree","IB related"
"G3340","to repent","mounce","IB related"
"G3340","thoughts","mounce","IB related"
"G3340","perceive afterwards","lsj","IB related"
"G3340","too late","lsj","Could impact IB"
"G3340","concur subsequently","lsj","Could impact IB"
"G3340","change one's mind","lsj","IB related"
"G3340","purpose","lsj","IB related"
"G3340","change one's opinion and think","lsj","IB related"
"G3340","repent","lsj","IB related"
"G3340","repent of","lsj","IB related"
"G3340","to repent","meaning_tree","IB related"
"G3340","thoughts","meaning_tree","IB related"
"G3340","to reform","meaning_tree","Could impact IB"
"G3341","change of mind","mounce","IB related"
"G3341","repentance","mounce","IB related"
"G3341","thoughts","mounce","IB related"
"G3341","change of mind","lsj","IB related"
"G3341","heart","lsj","Could impact IB"
"G3341","repentance","lsj","IB related"
"G3341","regret","lsj","IB related"
"G3341","afterthought","lsj","Could impact IB"
"G3341","correction","lsj","Could impact IB"
"G3341","change of mind","meaning_tree","IB related"
"G3341","repentance","meaning_tree","IB related"
"G3341","thoughts","meaning_tree","IB related"
"G3341","reformation","meaning_tree","Could impact IB"
"G3341","reversal","meaning_tree","Could impact IB"
"G3345","(act.) to transform","mounce","Could impact IB"
"G3345","change (the form)","mounce","Could impact IB"
"G3345","(middle) to masquerade","mounce","Could impact IB"
"G3345","disguise (oneself)","mounce","Could impact IB"
"G3345","change the form of","lsj","Could impact IB"
"G3345","change one's form","lsj","Could impact IB"
"G3345","disguise oneself","lsj","Could impact IB"
"G3345","to be changed in form","lsj","Could impact IB"
"G3345","transfer as in a figure","lsj","Could impact IB"
"G3345","change the posture of","lsj","Could impact IB"
"G3345","change","lsj","Could impact IB"
"G3345","configuration","lsj","Could impact IB"
"G3345","(act.) to transform","meaning_tree","Could impact IB"
"G3345","change (the form)","meaning_tree","Could impact IB"
"G3345","( middle ) to masquerade","meaning_tree","Could impact IB"
"G3345","disguise (oneself)","meaning_tree","Could impact IB"
"G3345","to remodel","meaning_tree","Could impact IB"
"G3345","transfigure","meaning_tree","Could impact IB"
"G3345","disguise oneself","meaning_tree","Could impact IB"
"G3345","masquerade","meaning_tree","Could impact IB"
"G3345","to transfer","meaning_tree","Could impact IB"
"G3349","to worry about","mounce","IB related"
"G3349","be anxious","mounce","Could impact IB"
"G3349","raise to a height","lsj","Could impact IB"
"G3349","lift","lsj","Could impact IB"
"G3349","lifts","lsj","Could impact IB"
"G3349","buoys","lsj","Could impact IB"
"G3349","up","lsj","Not relevant"
"G3349","cause one to pant","lsj","Could impact IB"
"G3349","put","lsj","Not relevant"
"G3349","out to sea","lsj","Not relevant"
"G3349","heave up your","lsj","Could impact IB"
"G3349","to be raised up","lsj","Could impact IB"
"G3349","to be suspended","lsj","Could impact IB"
"G3349","rise","lsj","Could impact IB"
"G3349","keeping out","lsj","Not relevant"
"G3349","high","lsj","Not relevant"
"G3349","rise up","lsj","Could impact IB"
"G3349","rising","lsj","Could impact IB"
"G3349","suffering from flatulence","lsj","Could impact IB"
"G3349","attain considerable height","lsj","Could impact IB"
"G3349","buoy up","lsj","Could impact IB"
"G3349","elevate","lsj","Could impact IB"
"G3349","unsettle","lsj","Could impact IB"
"G3349","to be elevated","lsj","Could impact IB"
"G3349","to be anxious","lsj","Could impact IB"
"G3349","to worry about","meaning_tree","IB related"
"G3349","be anxious","meaning_tree","Could impact IB"
"G3349","to raise aloft","meaning_tree","Could impact IB"
"G3352","something in common","mounce","Not relevant"
"G3352","sharing","mounce","Could impact IB"
"G3352","participation","mounce","Could impact IB"
"G3352","sharing","lsj","Could impact IB"
"G3352","participation","lsj","Could impact IB"
"G3352","shares","lsj","Could impact IB"
"G3352","joint possession","lsj","Could impact IB"
"G3352","occupation","lsj","Could impact IB"
"G3352","partaking","lsj","Could impact IB"
"G3352","partnership","lsj","Could impact IB"
"G3352","participle","lsj","Could impact IB"
"G3352","compactness","lsj","Could impact IB"
"G3352","something in common","meaning_tree","Not relevant"
"G3352","sharing","meaning_tree","Could impact IB"
"G3352","participation","meaning_tree","Could impact IB"
"G3352","a sharing","meaning_tree","Could impact IB"
"G3352","partaking","meaning_tree","Could impact IB"
"G3352","communion","meaning_tree","Could impact IB"
"G3352","fellowship","meaning_tree","Could impact IB"
"G3356","feel moderately","lsj","Could impact IB"
"G3356","bear reasonably with","lsj","Could impact IB"
"G3356","deal gently","meaning_tree","Could impact IB"
"G3356","to be gentle","meaning_tree","Could impact IB"
"G3356","compassionate","meaning_tree","Could impact IB"
"G3388","womb","mounce","Could impact IB"
"G3388","womb","lsj","Could impact IB"
"G3388","the cervix including the orifice of the womb","lsj","Could impact IB"
"G3388","matrix","lsj","Could impact IB"
"G3388","source","lsj","Could impact IB"
"G3388","origin","lsj","Could impact IB"
"G3388","core","lsj","Could impact IB"
"G3388","heart-wood","lsj","Could impact IB"
"G3388","diseased condition","lsj","Could impact IB"
"G3388","queen-wasp","lsj","Could impact IB"
"G3388","bolts","lsj","Could impact IB"
"G3388","repagulum","lsj","Could impact IB"
"G3388","the womb","meaning_tree","Could impact IB"
"G3392","to pollute","mounce","Could impact IB"
"G3392","stain","mounce","Could impact IB"
"G3392","defile","mounce","Could impact IB"
"G3392","corrupted","mounce","IB related"
"G3392","become ceremonially unclean","mounce","Could impact IB"
"G3392","stain","lsj","Could impact IB"
"G3392","dye","lsj","Could impact IB"
"G3392","sully","lsj","Could impact IB"
"G3392","taint","lsj","Could impact IB"
"G3392","defile","lsj","Could impact IB"
"G3392","dishonour","lsj","IB related"
"G3392","incur defilement","lsj","IB related"
"G3392","to pollute","meaning_tree","Could impact IB"
"G3392","stain","meaning_tree","Could impact IB"
"G3392","defile","meaning_tree","Could impact IB"
"G3392","corrupted","meaning_tree","IB related"
"G3392","become ceremonially unclean","meaning_tree","Could impact IB"
"G3392","to tinge","meaning_tree","Could impact IB"
"G3392","dye","meaning_tree","Could impact IB"
"G3392","to corrupt","meaning_tree","IB related"
"G3392","deprave","meaning_tree","Could impact IB"
"G3393","corruption","mounce","IB related"
"G3393","defilement","mounce","IB related"
"G3393","stain","lsj","Could impact IB"
"G3393","defilement","lsj","IB related"
"G3393","taint of guilt","lsj","IB related"
"G3393","that which defiles","lsj","Could impact IB"
"G3393","pollution","lsj","Could impact IB"
"G3393","corruption","meaning_tree","IB related"
"G3393","defilement","meaning_tree","IB related"
"G3393","pollution","meaning_tree","Could impact IB"
"G3394","corruption","mounce","IB related"
"G3394","pollution","mounce","Could impact IB"
"G3394","defilement","mounce","IB related"
"G3394","scandal","lsj","Could impact IB"
"G3394","crime","lsj","Could impact IB"
"G3394","corruption","meaning_tree","IB related"
"G3394","pollution","meaning_tree","Could impact IB"
"G3394","defilement","meaning_tree","IB related"
"G3394","defiling","meaning_tree","Could impact IB"
"G3403","to remember","mounce","IB related"
"G3403","recall","mounce","Could impact IB"
"G3403","bring to remembrance","mounce","Could impact IB"
"G3403","remind","lsj","Could impact IB"
"G3403","put in mind","lsj","IB related"
"G3403","of","lsj","Not relevant"
"G3403","recalled","lsj","Could impact IB"
"G3403","to memory","lsj","IB related"
"G3403","made","lsj","Not relevant"
"G3403","famous","lsj","Could impact IB"
"G3403","remind oneself of","lsj","Could impact IB"
"G3403","call to mind","lsj","IB related"
"G3403","remember","lsj","IB related"
"G3403","to be remembered","lsj","IB related"
"G3403","let him remember that","lsj","IB related"
"G3403","with good heed","lsj","IB related"
"G3403","let him remember","lsj","IB related"
"G3403","make mention of","lsj","Not relevant"
"G3403","recall to","lsj","Could impact IB"
"G3403","memory","lsj","IB related"
"G3403","mentioning","lsj","Could impact IB"
"G3403","give heed to","lsj","Could impact IB"
"G3403","give heed","lsj","Could impact IB"
"G3403","he might give heed to","lsj","Could impact IB"
"G3403","to remember","meaning_tree","IB related"
"G3403","recall","meaning_tree","Could impact IB"
"G3403","bring to remembrance","meaning_tree","Could impact IB"
"G3403","recollect","meaning_tree","Could impact IB"
"G3403","call to mind","meaning_tree","IB related"
"G3404","to hate","mounce","IB related"
"G3404","detestable","mounce","Could impact IB"
"G3404","hate","lsj","IB related"
"G3404","hated (would not suffer, hating, to be hated","lsj","Could impact IB"
"G3404","to hate","meaning_tree","IB related"
"G3404","detestable","meaning_tree","Could impact IB"
"G3404","regard with ill-will","meaning_tree","Could impact IB"
"G3404","to detest","meaning_tree","Could impact IB"
"G3404","abhor","meaning_tree","Could impact IB"
"G3404","love less","meaning_tree","IB related"
"G3404","esteem less","meaning_tree","Could impact IB"
"G3415","be remembered","mounce","IB related"
"G3415","remember","mounce","IB related"
"G3415","to be mindful of","lsj","IB related"
"G3415","when I remember him","lsj","IB related"
"G3415","turn one's mind","lsj","IB related"
"G3415","woo for one's bride","lsj","Could impact IB"
"G3415","court","lsj","Could impact IB"
"G3415","sue for","lsj","Could impact IB"
"G3415","solicit","lsj","Could impact IB"
"G3415","g[uglide]nā","lsj","Could impact IB"
"G3415","be remembered","meaning_tree","IB related"
"G3415","remember","meaning_tree","IB related"
"G3417","remembrance","mounce","Could impact IB"
"G3417","mention","mounce","Not relevant"
"G3417","remembrance","lsj","Could impact IB"
"G3417","mention","lsj","Not relevant"
"G3417","reminder","lsj","Could impact IB"
"G3417","commemoration","lsj","Could impact IB"
"G3417","remembrance","meaning_tree","Could impact IB"
"G3417","mention","meaning_tree","Not relevant"
"G3417","recollection","meaning_tree","Could impact IB"
"G3417","to make mention","meaning_tree","Not relevant"
"G3421","to remember","mounce","IB related"
"G3421","to think of","mounce","IB related"
"G3421","call to mind","lsj","IB related"
"G3421","remember","lsj","IB related"
"G3421","think of","lsj","IB related"
"G3421","call to","lsj","Not relevant"
"G3421","mind","lsj","IB related"
"G3421","mention","lsj","Not relevant"
"G3421","say","lsj","Not relevant"
"G3421","make mention of","lsj","Not relevant"
"G3421","to","lsj","Not relevant"
"G3421","serve as","lsj","Could impact IB"
"G3421","to be remembered","lsj","IB related"
"G3421","had in memory","lsj","IB related"
"G3421","to remember","meaning_tree","IB related"
"G3421","to think of","meaning_tree","IB related"
"G3421","recollect","meaning_tree","Could impact IB"
"G3421","call to mind","meaning_tree","IB related"
"G3421","to make mention","meaning_tree","Not relevant"
"G3421","mention","meaning_tree","Not relevant"
"G3421","speak of","meaning_tree","Not relevant"
"G3422","memory","mounce","IB related"
"G3422","remembrance","mounce","Could impact IB"
"G3422","memorial offering","mounce","Could impact IB"
"G3422","remembrance","lsj","Could impact IB"
"G3422","memorial","lsj","Could impact IB"
"G3422","memorandum","lsj","Could impact IB"
"G3422","reminder","lsj","Could impact IB"
"G3422","mark","lsj","Not relevant"
"G3422","scar","lsj","Could impact IB"
"G3422","memory","meaning_tree","IB related"
"G3422","remembrance","meaning_tree","Could impact IB"
"G3422","memorial offering","meaning_tree","Could impact IB"
"G3422","a record","meaning_tree","Could impact IB"
"G3422","memorial","meaning_tree","Could impact IB"
"G3430","adultery","lsj","Could impact IB"
"G3430","adultery","meaning_tree","Could impact IB"
"G3431","commit adultery with","lsj","Could impact IB"
"G3431","debauch","lsj","Could impact IB"
"G3431","worship idolatrously","lsj","IB related"
"G3431","commit adultery","lsj","Could impact IB"
"G3431","shall","lsj","Not relevant"
"G3431","be adulterously stolen","lsj","Could impact IB"
"G3431","debauch","meaning_tree","Could impact IB"
"G3431","to commit adultery","meaning_tree","Could impact IB"
"G3431","to commit","meaning_tree","Could impact IB"
"G3431","adultery","meaning_tree","Could impact IB"
"G3435","to defile","mounce","Could impact IB"
"G3435","soil","mounce","Could impact IB"
"G3435","stain","mounce","Could impact IB"
"G3435","make impure","mounce","Could impact IB"
"G3435","stain","lsj","Could impact IB"
"G3435","sully","lsj","Could impact IB"
"G3435","defile","lsj","Could impact IB"
"G3435","sprinkle","lsj","Could impact IB"
"G3435","make a beast of","lsj","Could impact IB"
"G3435","debauch","lsj","Could impact IB"
"G3435","become vile","lsj","Could impact IB"
"G3435","disgrace oneself","lsj","IB related"
"G3435","wallow","lsj","Could impact IB"
"G3435","dye","lsj","Could impact IB"
"G3435","to defile","meaning_tree","Could impact IB"
"G3435","soil","meaning_tree","Could impact IB"
"G3435","stain","meaning_tree","Could impact IB"
"G3435","make impure","meaning_tree","Could impact IB"
"G3435","to stain","meaning_tree","Could impact IB"
"G3435","sully","meaning_tree","Could impact IB"
"G3435","contaminate","meaning_tree","Could impact IB"
"G3435","to soil","meaning_tree","Could impact IB"
"G3436","contamination","mounce","Could impact IB"
"G3436","defilement","mounce","IB related"
"G3436","defilement","lsj","IB related"
"G3436","pollution","lsj","Could impact IB"
"G3436","contamination","meaning_tree","Could impact IB"
"G3436","defilement","meaning_tree","IB related"
"G3436","pollution","meaning_tree","Could impact IB"
"G3437","complaint","mounce","Could impact IB"
"G3437","blame","lsj","Could impact IB"
"G3437","reproof","lsj","Could impact IB"
"G3437","cause of complaint","lsj","Could impact IB"
"G3462","to pour perfume","mounce","Could impact IB"
"G3462","anoint","mounce","Could impact IB"
"G3462","rub with ointment","lsj","Could impact IB"
"G3462","unguent","lsj","Could impact IB"
"G3462","anoint","lsj","Could impact IB"
"G3462","anoint oneself","lsj","Could impact IB"
"G3462","to be fragrant with","lsj","Could impact IB"
"G3462","to pour perfume","meaning_tree","Could impact IB"
"G3462","anoint","meaning_tree","Could impact IB"
"G3462","to anoint","meaning_tree","Could impact IB"
"G3462","pour perfume","meaning_tree","Could impact IB"
"G3467","to be nearsighted","mounce","Could impact IB"
"G3467","blink","lsj","Could impact IB"
"G3467","to be shortsighted","lsj","Could impact IB"
"G3467","contract the eyelids","meaning_tree","Could impact IB"
"G3467","wink","meaning_tree","Could impact IB"
"G3467","to be nearsighted","meaning_tree","Could impact IB"
"G3467","partially blinded","meaning_tree","Could impact IB"
"G3467","slow to understand","meaning_tree","IB related"
"G3471","show one foolish","mounce","Could impact IB"
"G3471","tasteless","mounce","Could impact IB"
"G3471","inert insipid","mounce","Could impact IB"
"G3471","to be silly","lsj","Could impact IB"
"G3471","foolish","lsj","Could impact IB"
"G3471","drivel","lsj","Could impact IB"
"G3471","play the fool","lsj","Could impact IB"
"G3471","make a mad","lsj","Could impact IB"
"G3471","indulges in","lsj","Could impact IB"
"G3471","follies","lsj","Could impact IB"
"G3471","make foolish","lsj","Could impact IB"
"G3471","convict of folly","lsj","IB related"
"G3471","to become foolish","lsj","Could impact IB"
"G3471","be stupefied","lsj","Could impact IB"
"G3471","to become insipid","lsj","Could impact IB"
"G3471","show one foolish","meaning_tree","Could impact IB"
"G3471","tasteless","meaning_tree","Could impact IB"
"G3471","inert insipid","meaning_tree","Could impact IB"
"G3471","to be foolish","meaning_tree","Could impact IB"
"G3471","to make foolish","meaning_tree","Could impact IB"
"G3471","convict of folly","meaning_tree","IB related"
"G3471","lose savour","meaning_tree","Could impact IB"
"G3471","be tasteless","meaning_tree","Could impact IB"
"G3472","foolishness","mounce","IB related"
"G3472","folly","lsj","IB related"
"G3472","foolishly","lsj","Could impact IB"
"G3472","what folly","lsj","IB related"
"G3472","foolishness","meaning_tree","IB related"
"G3473","foolish talkboorishness","mounce","Could impact IB"
"G3473","silly talk","lsj","Could impact IB"
"G3473","foolish talkboorishness","meaning_tree","Could impact IB"
"G3473","foolish talk","meaning_tree","Could impact IB"
"G3474","foolish","mounce","Could impact IB"
"G3474","dull","lsj","Could impact IB"
"G3474","sluggish","lsj","Could impact IB"
"G3474","stupid","lsj","Could impact IB"
"G3474","folly","lsj","IB related"
"G3474","blind","lsj","Could impact IB"
"G3474","insipid","lsj","Could impact IB"
"G3474","flat","lsj","Could impact IB"
"G3474","Comedy texts Adesp.","lsj","Could impact IB"
"G3474","dull","meaning_tree","Could impact IB"
"G3474","foolish","meaning_tree","Could impact IB"
"G3474","a fool","meaning_tree","Could impact IB"
"G3483","yes","mounce","Could impact IB"
"G3483","indeed","mounce","Not relevant"
"G3483","affirmation","mounce","Could impact IB"
"G3483","or emphasis","mounce","Could impact IB"
"G3483","yea","lsj","Not relevant"
"G3483","verily","lsj","Not relevant"
"G3483","yea by","lsj","Not relevant"
"G3483","yes","lsj","Could impact IB"
"G3483","yes","meaning_tree","Could impact IB"
"G3483","indeed","meaning_tree","Not relevant"
"G3483","affirmation","meaning_tree","Could impact IB"
"G3483","or emphasis","meaning_tree","Could impact IB"
"G3483","certainly","meaning_tree","Not relevant"
"G3483","yea","meaning_tree","Not relevant"
"G3489","to be shipwrecked","mounce","Could impact IB"
"G3489","have a shipwreck","mounce","Could impact IB"
"G3489","suffer shipwreck","lsj","Could impact IB"
"G3489","to be shipwrecked","meaning_tree","Could impact IB"
"G3489","have a shipwreck","meaning_tree","Could impact IB"
"G3489","to make shipwreck","meaning_tree","Could impact IB"
"G3489","be shipwrecked","meaning_tree","Could impact IB"
"G3498","(n.) dead person","mounce","Could impact IB"
"G3498","corpse","mounce","Could impact IB"
"G3498","corpse","lsj","Could impact IB"
"G3498","dying person","lsj","Could impact IB"
"G3498","the dead","lsj","Could impact IB"
"G3498","dead","lsj","Could impact IB"
"G3498","inanimate","lsj","Could impact IB"
"G3498","inorganic","lsj","Could impact IB"
"G3498","(n.) dead person","meaning_tree","Could impact IB"
"G3498","corpse","meaning_tree","Could impact IB"
"G3498","dead","meaning_tree","Could impact IB"
"G3498","without life","meaning_tree","Could impact IB"
"G3498","subject to death","meaning_tree","Could impact IB"
"G3498","mortal","meaning_tree","Could impact IB"
"G3498","fatal","meaning_tree","Could impact IB"
"G3499","make dead","lsj","Could impact IB"
"G3499","mortify","lsj","Could impact IB"
"G3499","to be dead","lsj","Could impact IB"
"G3499","kill","meaning_tree","Not relevant"
"G3499","to deaden","meaning_tree","Could impact IB"
"G3499","mortify","meaning_tree","Could impact IB"
"G3500","death","mounce","Could impact IB"
"G3500","deadness","mounce","Could impact IB"
"G3500","mortification","lsj","Could impact IB"
"G3500","death","lsj","Could impact IB"
"G3500","death","meaning_tree","Could impact IB"
"G3500","deadness","meaning_tree","Could impact IB"
"G3500","dying","meaning_tree","Could impact IB"
"G3500","abandonment to death","meaning_tree","Could impact IB"
"G3500","impotency","meaning_tree","Could impact IB"
"G3510","mind","mounce","IB related"
"G3510","kidneys","lsj","Could impact IB"
"G3510","nioro","lsj","Could impact IB"
"G3510","nefrones","lsj","Could impact IB"
"G3510","nebrundines","lsj","Could impact IB"
"G3510","mind","meaning_tree","IB related"
"G3510","a kidney","meaning_tree","Could impact IB"
"G3510","the kidneys","meaning_tree","Could impact IB"
"G3510","reins","meaning_tree","Could impact IB"
"G3510","the reins","meaning_tree","Could impact IB"
"G3515","to be as a babe","lsj","Could impact IB"
"G3515","childish","lsj","Could impact IB"
"G3515","to be childlike","meaning_tree","Could impact IB"
"G3524","sober","mounce","Could impact IB"
"G3524","sanely","lsj","Could impact IB"
"G3524","somber","meaning_tree","Could impact IB"
"G3524","temperate","meaning_tree","Could impact IB"
"G3524","etc.","meaning_tree","Could impact IB"
"G3524","in NT metaphorically","meaning_tree","Could impact IB"
"G3524","vigilant","meaning_tree","Could impact IB"
"G3524","circumspect","meaning_tree","Could impact IB"
"G3524","self-controlled","meaning_tree","Could impact IB"
"G3525","to be self-controlled","mounce","Could impact IB"
"G3525","clear-headed sober","mounce","Could impact IB"
"G3525","to be sober","lsj","Could impact IB"
"G3525","drink no wine","lsj","Not relevant"
"G3525","to be self-controlled","lsj","Could impact IB"
"G3525","to be sober and wary","lsj","Could impact IB"
"G3525","recover oneself","lsj","Could impact IB"
"G3525","to be self-controlled","meaning_tree","Could impact IB"
"G3525","clear-headed sober","meaning_tree","Could impact IB"
"G3525","to be sober","meaning_tree","Could impact IB"
"G3525","not intoxicated","meaning_tree","Could impact IB"
"G3525","to be vigilant","meaning_tree","Could impact IB"
"G3525","circumspect","meaning_tree","Could impact IB"
"G3525","self-controlled","meaning_tree","Could impact IB"
"G3525","clear-headed","meaning_tree","Could impact IB"
"G3539","to understand","mounce","IB related"
"G3539","see with insight","mounce","IB related"
"G3539","reflect","mounce","IB related"
"G3539","Excerpta e libris Herodiani","lsj","Could impact IB"
"G3539","perceive by the eyes","lsj","IB related"
"G3539","observe","lsj","Could impact IB"
"G3539","perceive by the mind","lsj","IB related"
"G3539","apprehend","lsj","Could impact IB"
"G3539","take notice","lsj","Could impact IB"
"G3539","art aware of","lsj","Could impact IB"
"G3539","perceives","lsj","IB related"
"G3539","thought","lsj","IB related"
"G3539","to be apprehended by thought","lsj","IB related"
"G3539","think","lsj","IB related"
"G3539","consider","lsj","IB related"
"G3539","reflect","lsj","IB related"
"G3539","look","lsj","Could impact IB"
"G3539","to be","lsj","Not relevant"
"G3539","minded","lsj","IB related"
"G3539","wary","lsj","Could impact IB"
"G3539","discreet","lsj","Could impact IB"
"G3539","advisedly","lsj","Could impact IB"
"G3539","sane","lsj","Could impact IB"
"G3539","deem","lsj","Could impact IB"
"G3539","presume","lsj","Could impact IB"
"G3539","think out","lsj","IB related"
"G3539","devise","lsj","Could impact IB"
"G3539","conceive","lsj","Could impact IB"
"G3539","most cunning","lsj","IB related"
"G3539","purpose","lsj","IB related"
"G3539","intend","lsj","IB related"
"G3539","to be minded","lsj","IB related"
"G3539","bethought himself","lsj","Could impact IB"
"G3539","thought with himself","lsj","IB related"
"G3539","was minded","lsj","IB related"
"G3539","bear a certain sense","lsj","Could impact IB"
"G3539","mean","lsj","Could impact IB"
"G3539","means","lsj","Could impact IB"
"G3539","sense","lsj","Could impact IB"
"G3539","meaning","lsj","Could impact IB"
"G3539","to understand","meaning_tree","IB related"
"G3539","see with insight","meaning_tree","IB related"
"G3539","reflect","meaning_tree","IB related"
"G3539","to perceive","meaning_tree","IB related"
"G3539","observe","meaning_tree","Could impact IB"
"G3539","to mark","meaning_tree","Not relevant"
"G3539","comprehend","meaning_tree","Could impact IB"
"G3539","to conceive","meaning_tree","Could impact IB"
"G3540","mind","mounce","IB related"
"G3540","thought","mounce","IB related"
"G3540","scheme","mounce","IB related"
"G3540","design","mounce","Could impact IB"
"G3540","plot","mounce","Could impact IB"
"G3540","that which is perceived","lsj","Could impact IB"
"G3540","perception","lsj","IB related"
"G3540","thought","lsj","IB related"
"G3540","lightning","lsj","Could impact IB"
"G3540","purpose","lsj","IB related"
"G3540","idea","lsj","Could impact IB"
"G3540","design","lsj","Could impact IB"
"G3540","concept","lsj","Could impact IB"
"G3540","discursive thinking","lsj","IB related"
"G3540","understanding","lsj","IB related"
"G3540","mind","lsj","IB related"
"G3540","mind","meaning_tree","IB related"
"G3540","thought","meaning_tree","IB related"
"G3540","scheme","meaning_tree","IB related"
"G3540","design","meaning_tree","Could impact IB"
"G3540","plot","meaning_tree","Could impact IB"
