id,book,anchor_verse_id,start_chapter,start_verse,end_chapter,end_verse,ref,verse_count,rule,source,needs_review,created_at,deleted,verse_reference,verse_text,candidate_chars
18329,Rom,8298,10,12,10,14,Rom 10:12-14,3,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 10:13,For “ everyone who calls on the name of the Lord will be saved.”,"name, to call (on)/name, to save"
18329,Rom,8298,10,12,10,14,Rom 10:12-14,3,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 10:14,How then will they call on him in whom they have not believed? And how are they to believe in him of whom they have never heard? And how are they to hear without someone preaching?,"to call (on)/name, to hear, to trust (in)"
18330,Rom,23371,10,15,10,15,Rom 10:15,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 10:15,"And how are they to preach unless they are sent? As it is written, “ How beautiful are the feet of those who preach the good news!”","good, to speak good news"
18331,Rom,4374,10,16,10,16,Rom 10:16,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 10:16,"But they have not all obeyed the gospel. For Isaiah says, “ Lord, who has believed what he has heard from us?”","to obey, to trust (in)"
18332,Rom,1803,10,17,10,17,Rom 10:17,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 10:17,"So faith comes from hearing, and hearing through the word of Christ.",faith
18333,Rom,4375,10,18,10,18,Rom 10:18,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 10:18,"But I ask, have they not heard? Indeed they have, for “ Their voice has gone out to all the earth, and their words to the ends of the world.”","sound, to hear"
18334,Rom,596,10,19,10,19,Rom 10:19,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 10:19,"But I ask, did Israel not understand? First Moses says, “ I will make you jealous of those who are not a nation; with a foolish nation I will make you angry.”","senseless, to anger, to know, to make envious"
18335,Rom,4376,10,20,10,20,Rom 10:20,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 10:20,"Then Isaiah is so bold as to say, “I have been found by those who did not seek me; I have shown myself to those who did not ask for me.”","be bold, to seek"
18336,Rom,4377,10,21,10,21,Rom 10:21,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 10:21,"But of Israel he says, “ All day long I have held out my hands to a disobedient and contrary people.”",to dispute
18337,Rom,4378,11,1,11,2,Rom 11:1-2,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:1,"I ask, then, has God rejected his people? By no means! For I myself am an Israelite, a descendant of Abraham, a member of the tribe of Benjamin.",to reject
18337,Rom,4378,11,1,11,2,Rom 11:1-2,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:2,"God has not rejected his people whom he foreknew. Do you not know what the Scripture says of Elijah, how he appeals to God against Israel?","to call on, to know, to know/choose, to reject"
18338,Rom,18531,11,3,11,3,Rom 11:3,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:3,"“ Lord, they have killed your prophets, they have demolished your altars, and I alone am left, and they seek my life.”","soul, to ruin, to seek"
18339,Rom,4380,11,4,11,4,Rom 11:4,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:4,But what is God’s reply to him? “I have kept for myself seven thousand men who have not bowed the knee to Baal.”,to bend/bow
18340,Rom,23544,11,5,11,6,Rom 11:5-6,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:5,"So too at the present time there is a remnant, chosen by grace.",grace
18340,Rom,23544,11,5,11,6,Rom 11:5-6,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:6,"But if it is by grace, it is no longer on the basis of works; otherwise grace would no longer be grace.",grace
18341,Rom,18456,11,7,11,7,Rom 11:7,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:7,"What then? Israel failed to obtain what it was seeking. The elect obtained it, but the rest were hardened,",to seek after
18342,Rom,22382,11,8,11,8,Rom 11:8,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:8,"as it is written, “ God gave them a spirit of stupor, eyes that would not see and ears that would not hear, down to this very day.”","spirit/breath: spirit, stupor, to hear"
18343,Rom,22383,11,10,11,10,Rom 11:10,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:10,"let their eyes be darkened so that they cannot see, and bend their backs forever.”",to darken
18344,Rom,4382,11,11,11,12,Rom 11:11-12,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:11,"So I ask, did they stumble in order that they might fall? By no means! Rather, through their trespass salvation has come to the Gentiles, so as to make Israel jealous.","salvation, to make envious, trespass"
18344,Rom,4382,11,11,11,12,Rom 11:11-12,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:12,"Now if their trespass means riches for the world, and if their failure means riches for the Gentiles, how much more will their full inclusion mean!",trespass
18345,Rom,4383,11,13,11,13,Rom 11:13,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:13,"Now I am speaking to you Gentiles. Inasmuch then as I am an apostle to the Gentiles, I magnify my ministry",to glorify
18346,Rom,24311,11,14,11,14,Rom 11:14,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:14,"in order somehow to make my fellow Jews jealous, and thus save some of them.","flesh, to make envious, to save"
18347,Rom,26511,11,15,11,15,Rom 11:15,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:15,"For if their rejection means the reconciliation of the world, what will their acceptance mean but life from the dead?","dead, reconciliation"
18348,Rom,6836,11,19,11,19,Rom 11:19,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:19,"Then you will say, “ Branches were broken off so that I might be grafted in.”",to say: will say
18349,Rom,6837,11,20,11,20,Rom 11:20,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:20,"That is true. They were broken off because of their unbelief, but you stand fast through faith. So do not become proud, but fear.","faith, to fear, unbelief"
18350,Rom,22920,11,22,11,22,Rom 11:22,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:22,"Note then the kindness and the severity of God: severity toward those who have fallen, but God’s kindness to you, provided you continue in his kindness. Otherwise you too will be cut off.",kindness
18351,Rom,22570,11,23,11,23,Rom 11:23,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:23,"And even they, if they do not continue in their unbelief, will be grafted in, for God has the power to graft them in again.",unbelief
18352,Rom,18598,11,25,11,25,Rom 11:25,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:25,"Lest you be wise in your own sight, I do not want you to be unaware of this mystery, brothers: a partial hardening has come upon Israel, until the fullness of the Gentiles has come in.",to will/desire
18353,Rom,27093,11,26,11,26,Rom 11:26,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:26,"And in this way all Israel will be saved, as it is written, “The Deliverer will come from Zion, he will banish ungodliness from Jacob ”;","to rescue, to save"
18354,Rom,16981,11,27,11,27,Rom 11:27,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:27,“ and this will be my covenant with them when I take away their sins.”,"covenant, sin"
18355,Rom,25524,11,28,11,28,Rom 11:28,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:28,"As regards the gospel, they are enemies for your sake. But as regards election, they are beloved for the sake of their forefathers.",beloved
18356,Rom,9041,11,29,11,29,Rom 11:29,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:29,For the gifts and the calling of God are irrevocable.,calling
18357,Rom,13709,11,30,11,32,Rom 11:30-32,3,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:30,"For just as you were at one time disobedient to God but now have received mercy because of their disobedience,","disobedience, to have mercy"
18357,Rom,13709,11,30,11,32,Rom 11:30-32,3,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:31,so they too have now been disobedient in order that by the mercy shown to you they also may now receive mercy.,"mercy, to have mercy"
18357,Rom,13709,11,30,11,32,Rom 11:30-32,3,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:32,"For God has consigned all to disobedience, that he may have mercy on all.","disobedience, to have mercy"
18358,Rom,14326,11,33,11,33,Rom 11:33,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:33,"Oh, the depth of the riches and wisdom and knowledge of God! How unsearchable are his judgments and how inscrutable his ways!","knowledge, wisdom"
18359,Rom,24253,11,34,11,34,Rom 11:34,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 11:34,"“ For who has known the mind of the Lord, or who has been his counselor?”","mind, to know"
18360,Rom,9260,12,1,12,1,Rom 12:1,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 12:1,"I appeal to you therefore, brothers, by the mercies of God, to present your bodies as a living sacrifice, holy and acceptable to God, which is your spiritual worship.","compassion, to plead/comfort"
18361,Rom,8060,12,2,12,2,Rom 12:2,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 12:2,"Do not be conformed to this world, but be transformed by the renewal of your mind, that by testing you may discern what is the will of God, what is good and acceptable and perfect.","good, mind, renewal, to conform to, will/desire"
18362,Rom,4384,12,3,12,3,Rom 12:3,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 12:3,"For by the grace given to me I say to everyone among you not to think of himself more highly than he ought to think, but to think with sober judgment, each according to the measure of faith that God has assigned.","be haughty, be of sound mind, faith, grace, to reason"
18363,Rom,22677,12,6,12,6,Rom 12:6,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 12:6,"Having gifts that differ according to the grace given to us, let us use them: if prophecy, in proportion to our faith;","faith, grace, prophecy"
18364,Rom,9261,12,8,12,8,Rom 12:8,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 12:8,"the one who exhorts, in his exhortation; the one who contributes, in generosity; the one who leads, with zeal; the one who does acts of mercy, with cheerfulness.","diligence, to have mercy, to plead/comfort"
18365,Rom,1,12,9,12,9,Rom 12:9,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 12:9,Let love be genuine. Abhor what is evil; hold fast to what is good.,"evil/bad, good, love, to abhor"
18366,Rom,18984,12,10,12,10,Rom 12:10,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 12:10,Love one another with brotherly affection. Outdo one another in showing honor.,"affectionate, brotherly love"
18367,Rom,6075,12,11,12,11,Rom 12:11,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 12:11,"Do not be slothful in zeal, be fervent in spirit, serve the Lord.","be fervent, diligence, spirit/breath: spirit"
18368,Rom,1226,12,12,12,12,Rom 12:12,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 12:12,"Rejoice in hope, be patient in tribulation, be constant in prayer.","hope, prayer, to rejoice, to remain/endure"
18369,Rom,26019,12,14,12,14,Rom 12:14,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 12:14,Bless those who persecute you; bless and do not curse them.,"to curse, to praise/bless"
18370,Rom,17512,12,15,12,15,Rom 12:15,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 12:15,"Rejoice with those who rejoice, weep with those who weep.","to rejoice, to weep"
18371,Rom,8061,12,16,12,16,Rom 12:16,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 12:16,"Live in harmony with one another. Do not be haughty, but associate with the lowly. Never be wise in your own sight.","lowly, to reason"
18372,Rom,22424,12,17,12,17,Rom 12:17,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 12:17,"Repay no one evil for evil, but give thought to do what is honorable in the sight of all.","evil/harm: evil, good"
18373,Rom,25899,12,18,12,18,Rom 12:18,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 12:18,"If possible, so far as it depends on you, live peaceably with all.",be at peace
18374,Rom,570,12,19,12,19,Rom 12:19,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 12:19,"Beloved, never avenge yourselves, but leave it to the wrath of God, for it is written, “ Vengeance is mine, I will repay, says the Lord.”","beloved, wrath"
18375,Rom,8062,12,20,12,20,Rom 12:20,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 12:20,"To the contrary, “ if your enemy is hungry, feed him; if he is thirsty, give him something to drink; for by so doing you will heap burning coals on his head.”",to hunger
18376,Rom,6964,12,21,12,21,Rom 12:21,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 12:21,"Do not be overcome by evil, but overcome evil with good.","evil/harm: evil, good"
18377,Rom,6965,13,1,13,5,Rom 13:1-5,5,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 13:4,"for he is God’s servant for your good. But if you do wrong, be afraid, for he does not bear the sword in vain. For he is the servant of God, an avenger who carries out God’s wrath on the wrongdoer.","evil/harm: evil, good, to fear, wrath"
18377,Rom,6965,13,1,13,5,Rom 13:1-5,5,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 13:5,"Therefore one must be in subjection, not only to avoid God’s wrath but also for the sake of conscience.","conscience, to subject, wrath"
18377,Rom,6965,13,1,13,5,Rom 13:1-5,5,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 13:3,"For rulers are not a terror to good conduct, but to bad. Would you have no fear of the one who is in authority? Then do what is good, and you will receive his approval,","authority, evil/harm: evil, fear, good, praise, to fear, to will/desire"
18377,Rom,6965,13,1,13,5,Rom 13:1-5,5,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 13:1,"Let every person be subject to the governing authorities. For there is no authority except from God, and those that exist have been instituted by God.","authority, soul, to subject"
18377,Rom,6965,13,1,13,5,Rom 13:1-5,5,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 13:2,"Therefore whoever resists the authorities resists what God has appointed, and those who resist will incur judgment.",authority
18378,Rom,2839,13,7,13,7,Rom 13:7,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 13:7,"Pay to all what is owed to them: taxes to whom taxes are owed, revenue to whom revenue is owed, respect to whom respect is owed, honor to whom honor is owed.",fear
18379,Rom,25501,13,8,13,9,Rom 13:8-9,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 13:9,"For the commandments, “You shall not commit adultery, You shall not murder, You shall not steal, You shall not covet,” and any other commandment, are summed up in this word: “You shall love your neighbor as yourself.”","to commit adultery, to long for, to love"
18379,Rom,25501,13,8,13,9,Rom 13:8-9,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 13:8,"Owe no one anything, except to love each other, for the one who loves another has fulfilled the law.",to love
18380,Rom,22425,13,10,13,10,Rom 13:10,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 13:10,Love does no wrong to a neighbor; therefore love is the fulfilling of the law.,"evil/harm: evil, love"
18381,Rom,22645,13,11,13,11,Rom 13:11,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 13:11,"Besides this you know the time, that the hour has come for you to wake from sleep. For salvation is nearer to us now than when we first believed.","salvation, to know, to trust (in)"
18382,Rom,15644,13,13,13,13,Rom 13:13,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 13:13,"Let us walk properly as in the daytime, not in orgies and drunkenness, not in sexual immorality and sensuality, not in quarreling and jealousy.","debauchery, quarrel, zeal"
18383,Rom,1805,13,14,13,14,Rom 13:14,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 13:14,"But put on the Lord Jesus Christ, and make no provision for the flesh, to gratify its desires.","desire, flesh"
18384,Rom,19408,14,1,14,2,Rom 14:1-2,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 14:1,"As for the one who is weak in faith, welcome him, but not to quarrel over opinions.","be weak: weak, discernment, faith, reasoning"
18384,Rom,19408,14,1,14,2,Rom 14:1-2,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 14:2,"One person believes he may eat anything, while the weak person eats only vegetables.","be weak: weak, to trust (in)"
18385,Rom,14361,14,3,14,3,Rom 14:3,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 14:3,"Let not the one who eats despise the one who abstains, and let not the one who abstains pass judgment on the one who eats, for God has welcomed him.",to reject
18386,Rom,14363,14,5,14,5,Rom 14:5,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 14:5,"One person esteems one day as better than another, while another esteems all days alike. Each one should be fully convinced in his own mind.",mind
18387,Rom,22921,14,6,14,6,Rom 14:6,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 14:6,"The one who observes the day, observes it in honor of the Lord. The one who eats, eats in honor of the Lord, since he gives thanks to God, while the one who abstains, abstains in honor of the Lord and gives thanks to God.",to reason
18388,Rom,1806,14,9,14,9,Rom 14:9,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 14:9,"For to this end Christ died and lived again, that he might be Lord both of the dead and of the living.",dead
18389,Rom,14364,14,10,14,10,Rom 14:10,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 14:10,"Why do you pass judgment on your brother? Or you, why do you despise your brother? For we will all stand before the judgment seat of God;",to reject
18390,Rom,4385,14,11,14,11,Rom 14:11,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 14:11,"for it is written, “As I live, says the Lord, every knee shall bow to me, and every tongue shall confess to God.”",to bend/bow
18391,Rom,17335,14,14,14,14,Rom 14:14,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 14:14,"I know and am persuaded in the Lord Jesus that nothing is unclean in itself, but it is unclean for anyone who thinks it unclean.",to know
18392,Rom,1807,14,15,14,15,Rom 14:15,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 14:15,"For if your brother is grieved by what you eat, you are no longer walking in love. By what you eat, do not destroy the one for whom Christ died.","love, to grieve"
18393,Rom,23372,14,16,14,16,Rom 14:16,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 14:16,So do not let what you regard as good be spoken of as evil.,good
18394,Rom,8064,14,17,14,17,Rom 14:17,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 14:17,For the kingdom of God is not a matter of eating and drinking but of righteousness and peace and joy in the Holy Spirit.,"joy, peace, righteousness, spirit/breath: spirit"
18395,Rom,25905,14,19,14,19,Rom 14:19,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 14:19,So then let us pursue what makes for peace and for mutual upbuilding.,peace
18396,Rom,8065,14,20,14,20,Rom 14:20,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 14:20,"Do not, for the sake of food, destroy the work of God. Everything is indeed clean, but it is wrong for anyone to make another stumble by what he eats.",evil/harm: evil
18397,Rom,23441,14,21,14,21,Rom 14:21,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 14:21,It is good not to eat meat or drink wine or do anything that causes your brother to stumble.,good
18398,Rom,14365,14,22,14,23,Rom 14:22-23,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 14:23,"But whoever has doubts is condemned if he eats, because the eating is not from faith. For whatever does not proceed from faith is sin.","faith, sin, to judge/doubt"
18398,Rom,14365,14,22,14,23,Rom 14:22-23,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 14:22,"The faith that you have, keep between yourself and God. Blessed is the one who has no reason to pass judgment on himself for what he approves.",faith
18399,Rom,20544,15,1,15,3,Rom 15:1-3,3,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:3,"For Christ did not please himself, but as it is written, “The reproaches of those who reproached you fell on me.”","reproach, to please, to revile"
18399,Rom,20544,15,1,15,3,Rom 15:1-3,3,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:1,"We who are strong have an obligation to bear with the failings of the weak, and not to please ourselves.","to please, weakness"
18399,Rom,20544,15,1,15,3,Rom 15:1-3,3,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:2,"Let each of us please his neighbor for his good, to build him up.","good, to please"
18400,Rom,20692,15,4,15,5,Rom 15:4-5,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:5,"May the God of endurance and encouragement grant you to live in such harmony with one another, in accord with Christ Jesus,","perseverance, to reason"
18400,Rom,20692,15,4,15,5,Rom 15:4-5,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:4,"For whatever was written in former days was written for our instruction, that through endurance and through the encouragement of the Scriptures we might have hope.","hope, perseverance"
18401,Rom,1811,15,6,15,6,Rom 15:6,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:6,that together you may with one voice glorify the God and Father of our Lord Jesus Christ.,to glorify
18402,Rom,9182,15,9,15,9,Rom 15:9,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:9,"and in order that the Gentiles might glorify God for his mercy. As it is written, “ Therefore I will praise you among the Gentiles, and sing to your name.”","mercy, name, to glorify, to sing praise"
18403,Rom,26009,15,11,15,11,Rom 15:11,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:11,"And again, “ Praise the Lord, all you Gentiles, and let all the peoples extol him.”",to praise
18404,Rom,4387,15,12,15,12,Rom 15:12,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:12,"And again Isaiah says,, “The root of Jesse will come, even he who arises to rule the Gentiles; in him will the Gentiles hope.”",to hope/expect
18405,Rom,15136,15,13,15,13,Rom 15:13,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:13,"May the God of hope fill you with all joy and peace in believing, so that by the power of the Holy Spirit you may abound in hope.","hope, joy, peace, power, spirit/breath: spirit, to trust (in)"
18406,Rom,23400,15,14,15,14,Rom 15:14,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:14,"I myself am satisfied about you, my brothers, that you yourselves are full of goodness, filled with all knowledge and able to instruct one another.","goodness, knowledge"
18407,Rom,5969,15,15,15,15,Rom 15:15,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:15,"But on some points I have written to you very boldly by way of reminder, because of the grace given me by God",grace
18408,Rom,1814,15,16,15,16,Rom 15:16,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:16,"to be a minister of Christ Jesus to the Gentiles in the priestly service of the gospel of God, so that the offering of the Gentiles may be acceptable, sanctified by the Holy Spirit.",spirit/breath: spirit
18409,Rom,1815,15,17,15,17,Rom 15:17,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:17,"In Christ Jesus, then, I have reason to be proud of my work for God.",pride
18410,Rom,1816,15,18,15,18,Rom 15:18,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:18,"For I will not venture to speak of anything except what Christ has accomplished through me to bring the Gentiles to obedience —by word and deed,","be bold, obedience"
18411,Rom,1817,15,19,15,19,Rom 15:19,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:19,"by the power of signs and wonders, by the power of the Spirit of God —so that from Jerusalem and all the way around to Illyricum I have fulfilled the ministry of the gospel of Christ;","power, spirit/breath: spirit, wonders"
18412,Rom,543,15,20,15,20,Rom 15:20,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:20,"and thus I make it my ambition to preach the gospel, not where Christ has already been named, lest I build on someone else’s foundation,","to name, to speak good news"
18413,Rom,8066,15,21,15,21,Rom 15:21,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:21,"but as it is written, “Those who have never been told of him will see, and those who have never heard will understand.”","to hear, to understand"
18414,Rom,18463,15,23,15,23,Rom 15:23,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:23,"But now, since I no longer have any room for work in these regions, and since I have longed for many years to come to you,",longing
18415,Rom,6966,15,24,15,24,Rom 15:24,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:24,"I hope to see you in passing as I go to Spain, and to be helped on my journey there by you, once I have enjoyed your company for a while.",to hope/expect
18416,Rom,23816,15,25,15,25,Rom 15:25,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:25,"At present, however, I am going to Jerusalem bringing aid to the saints.",to serve
18417,Rom,15649,15,26,15,27,Rom 15:26-27,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:26,For Macedonia and Achaia have been pleased to make some contribution for the poor among the saints at Jerusalem.,"poor, to delight"
18417,Rom,15649,15,26,15,27,Rom 15:26-27,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:27,"For they were pleased to do it, and indeed they owe it to them. For if the Gentiles have come to share in their spiritual blessings, they ought also to be of service to them in material blessings.",to delight
18418,Rom,26588,15,28,15,28,Rom 15:28,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:28,"When therefore I have completed this and have delivered to them what has been collected, I will leave for Spain by way of you.",to complete
18419,Rom,1818,15,29,15,29,Rom 15:29,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:29,I know that when I come to you I will come in the fullness of the blessing of Christ.,"praise, to know"
18420,Rom,1819,15,30,15,30,Rom 15:30,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:30,"I appeal to you, brothers, by our Lord Jesus Christ and by the love of the Spirit, to strive together with me in your prayers to God on my behalf,","love, prayer, spirit/breath: spirit, to plead/comfort"
18421,Rom,20121,15,31,15,31,Rom 15:31,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:31,"that I may be delivered from the unbelievers in Judea, and that my service for Jerusalem may be acceptable to the saints,",to rescue
18422,Rom,17540,15,32,15,32,Rom 15:32,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:32,so that by God’s will I may come to you with joy and be refreshed in your company.,"joy, will/desire"
18423,Rom,22923,15,33,15,33,Rom 15:33,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 15:33,May the God of peace be with you all. Amen.,peace
18424,Rom,8067,16,4,16,4,Rom 16:4,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 16:4,"who risked their necks for my life, to whom not only I give thanks but all the churches of the Gentiles give thanks as well.",soul
18425,Rom,1821,16,5,16,5,Rom 16:5,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 16:5,"Greet also the church in their house. Greet my beloved Epaenetus, who was the first convert to Christ in Asia.",beloved
18426,Rom,25525,16,8,16,9,Rom 16:8-9,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 16:9,"Greet Urbanus, our fellow worker in Christ, and my beloved Stachys.",beloved
18426,Rom,25525,16,8,16,9,Rom 16:8-9,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 16:8,"Greet Ampliatus, my beloved in the Lord.",beloved
18427,Rom,23718,16,12,16,12,Rom 16:12,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 16:12,"Greet those workers in the Lord, Tryphaena and Tryphosa. Greet the beloved Persis, who has worked hard in the Lord.",beloved
18428,Rom,9262,16,17,16,17,Rom 16:17,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 16:17,"I appeal to you, brothers, to watch out for those who cause divisions and create obstacles contrary to the doctrine that you have been taught; avoid them.",to plead/comfort
18429,Rom,1826,16,18,16,18,Rom 16:18,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 16:18,"For such persons do not serve our Lord Christ, but their own appetites, and by smooth talk and flattery they deceive the hearts of the naive.","belly/womb/stomach, heart, praise, to deceive"
