registry_word,status,source,strongNumber,stepGloss,language,count,sense_head
foolishness,raw-complete,legacy registry: High Confidence,H3684,fool,Hebrew,70,fool
foolishness,raw-complete,legacy registry: High Confidence,H3687,stupidity,Hebrew,1,stupidity
foolishness,raw-complete,legacy registry: High Confidence,H3688,be stupid,Hebrew,1,be stupid
foolishness,raw-complete,legacy registry: High Confidence,H3689,loin,Hebrew,13,loin
foolishness,raw-complete,legacy registry: High Confidence,H3690,confidence,Hebrew,2,confidence
foolishness,raw-complete,legacy registry: High Confidence,H5034A,be senseless,Hebrew,5,be senseless
foolishness,raw-complete,legacy registry: High Confidence,H5036,foolish,Hebrew,18,foolish
foolishness,raw-complete,legacy registry: High Confidence,H5528,be foolish,Hebrew,8,be foolish
foolishness,raw-complete,legacy registry: High Confidence,H5529,folly,Hebrew,1,folly
foolishness,raw-complete,legacy registry: High Confidence,H5530,fool,Hebrew,10,fool
foolishness,raw-complete,legacy registry: High Confidence,H5531A,folly,Hebrew,1,folly
foolishness,raw-complete,legacy registry: High Confidence,H5531B,folly,Hebrew,6,folly
foolishness,raw-complete,legacy registry: High Confidence,H6004,to darken,Hebrew,3,to darken
foolishness,raw-complete,legacy registry: High Confidence,H6612A,simple,Hebrew,18,simple
foolishness,raw-complete,legacy registry: High Confidence,H8604,folly,Hebrew,3,folly
forgiveness,raw-complete,legacy registry: High Confidence,G0630G,to release: release,Greek,76,to release: release
forgiveness,raw-complete,legacy registry: High Confidence,G0859,forgiveness,Greek,62,forgiveness
forgiveness,raw-complete,legacy registry: High Confidence,G0863G,to release: leave,Greek,236,to release: leave
forgiveness,raw-complete,legacy registry: High Confidence,G0863H,to release: forgive,Greek,64,to release: forgive
forgiveness,raw-complete,legacy registry: High Confidence,G0863I,to release: permit,Greek,32,to release: permit
forgiveness,raw-complete,legacy registry: High Confidence,G2436,propitious/gracious,Greek,29,propitious/gracious
forgiveness,raw-complete,legacy registry: High Confidence,G5483,to give grace,Greek,24,to give grace
forgiveness,raw-complete,legacy registry: High Confidence,H3680,to cover,Hebrew,155,to cover
forgiveness,raw-complete,legacy registry: High Confidence,H3722A,to atone,Hebrew,102,to atone
forgiveness,raw-complete,legacy registry: High Confidence,H5375I,to lift: forgive,Hebrew,26,look/lift(eyes)
forgiveness,raw-complete,legacy registry: High Confidence,H5545,to forgive,Hebrew,49,to forgive
forgiveness,raw-complete,legacy registry: High Confidence,H5546,forgiving,Hebrew,1,forgiving
forgiveness,raw-complete,legacy registry: High Confidence,H5547,forgiveness,Hebrew,3,forgiveness
forgiveness,raw-complete,legacy registry: High Confidence,H8058,to release,Hebrew,12,to release
generosity,raw-complete,legacy registry: Missing Inner Being Words,G0018,good,Greek,505,good
generosity,raw-complete,legacy registry: Missing Inner Being Words,G0572,openness,Greek,11,openness
generosity,raw-complete,legacy registry: Missing Inner Being Words,H3051,to give,Hebrew,34,to give
gentleness,raw-complete,legacy registry: Missing Inner Being Words,G1932,gentleness,Greek,2,gentleness
gentleness,raw-complete,legacy registry: Missing Inner Being Words,G1933,gentle,Greek,6,gentle
gentleness,raw-complete,legacy registry: Missing Inner Being Words,G2261,gentle,Greek,2,gentle
gentleness,raw-complete,legacy registry: Missing Inner Being Words,G3356,be gentle,Greek,1,be gentle
gentleness,raw-complete,legacy registry: Missing Inner Being Words,G4235,gentle,Greek,0,gentle
gentleness,raw-complete,legacy registry: Missing Inner Being Words,G4236,gentleness,Greek,3,gentleness
gentleness,raw-complete,legacy registry: Missing Inner Being Words,G4239,gentle,Greek,18,gentle
gentleness,raw-complete,legacy registry: Missing Inner Being Words,G4240,gentleness,Greek,15,gentleness
gentleness,raw-complete,legacy registry: Missing Inner Being Words,G5544,kindness,Greek,23,kindness
gentleness,raw-complete,legacy registry: Missing Inner Being Words,G6073,gentleness,Greek,1,gentleness
gentleness,raw-complete,legacy registry: Missing Inner Being Words,G8878,gentle-minded,Greek,2,gentle-minded
gentleness,raw-complete,legacy registry: Missing Inner Being Words,H1851,thin,Hebrew,14,thin
gentleness,raw-complete,legacy registry: Missing Inner Being Words,H4832,healing,Hebrew,16,healing
gentleness,raw-complete,legacy registry: Missing Inner Being Words,H6031B,to afflict,Hebrew,82,to afflict
gentleness,raw-complete,legacy registry: Missing Inner Being Words,H6037,gentleness,Hebrew,2,gentleness
gentleness,raw-complete,legacy registry: Missing Inner Being Words,H6038,gentleness,Hebrew,5,gentleness
gentleness,raw-complete,legacy registry: Missing Inner Being Words,H7390,tender,Hebrew,16,tender
gentleness,raw-complete,legacy registry: Missing Inner Being Words,H7391,tenderness,Hebrew,1,tenderness
gladness,raw-complete,legacy registry: Programme Addition,G0020,joy,Greek,20,joy
gladness,raw-complete,legacy registry: Programme Addition,G0021,to rejoice,Greek,75,to rejoice
gladness,raw-complete,legacy registry: Programme Addition,G2165,to celebrate,Greek,207,to celebrate
gladness,raw-complete,legacy registry: Programme Addition,G2167,joy,Greek,114,joy
gladness,raw-complete,legacy registry: Programme Addition,G2174,be glad,Greek,1,be glad
gladness,raw-complete,legacy registry: Programme Addition,G2431,cheerful,Greek,3,cheerful
gladness,raw-complete,legacy registry: Programme Addition,G5463,to rejoice,Greek,115,to rejoice
gladness,raw-complete,legacy registry: Programme Addition,G5479,joy,Greek,85,joy
gladness,raw-complete,legacy registry: Programme Addition,H1523,to rejoice,Hebrew,54,to rejoice
gladness,raw-complete,legacy registry: Programme Addition,H1524A,rejoicing,Hebrew,12,rejoicing
gladness,raw-complete,legacy registry: Programme Addition,H2302,to rejoice,Hebrew,3,to rejoice
gladness,raw-complete,legacy registry: Programme Addition,H2304,joy,Hebrew,2,joy
gladness,raw-complete,legacy registry: Programme Addition,H2868,be good,Hebrew,1,be good
gladness,raw-complete,legacy registry: Programme Addition,H2896A,pleasant,Hebrew,409,pleasant
gladness,raw-complete,legacy registry: Programme Addition,H2896C,welfare,Hebrew,64,welfare
gladness,raw-complete,legacy registry: Programme Addition,H2898,goodness,Hebrew,32,goodness
gladness,raw-complete,legacy registry: Programme Addition,H3190,be good,Hebrew,117,be good
gladness,raw-complete,legacy registry: Programme Addition,H4885,rejoicing,Hebrew,17,rejoicing
gladness,raw-complete,legacy registry: Programme Addition,H7440,cry,Hebrew,33,cry
gladness,raw-complete,legacy registry: Programme Addition,H7797,to rejoice,Hebrew,27,to rejoice
gladness,raw-complete,legacy registry: Programme Addition,H8055,to rejoice,Hebrew,161,to rejoice
gladness,raw-complete,legacy registry: Programme Addition,H8056,glad,Hebrew,21,glad
gladness,raw-complete,legacy registry: Programme Addition,H8057,joy,Hebrew,94,joy
gladness,raw-complete,legacy registry: Programme Addition,H8342,rejoicing,Hebrew,22,rejoicing
goodness,raw-complete,legacy registry: Missing Inner Being Words,G0014,to do good,Greek,2,to do good
goodness,raw-complete,legacy registry: Missing Inner Being Words,G0015,to do good,Greek,14,to do good
goodness,raw-complete,legacy registry: Missing Inner Being Words,G0016,doing good,Greek,1,doing good
goodness,raw-complete,legacy registry: Missing Inner Being Words,G0017,doing good,Greek,1,doing good
goodness,raw-complete,legacy registry: Missing Inner Being Words,G0018,good,Greek,505,good
goodness,raw-complete,legacy registry: Missing Inner Being Words,G0019,goodness,Greek,17,goodness
goodness,raw-complete,legacy registry: Missing Inner Being Words,G0865,hating good,Greek,1,hating good
goodness,raw-complete,legacy registry: Missing Inner Being Words,G0979,life,Greek,35,life
goodness,raw-complete,legacy registry: Missing Inner Being Words,G2097,to speak good news,Greek,78,to speak good news
goodness,raw-complete,legacy registry: Missing Inner Being Words,G2108,good deed,Greek,3,good deed
goodness,raw-complete,legacy registry: Missing Inner Being Words,G2109,to do good,Greek,4,to do good
goodness,raw-complete,legacy registry: Missing Inner Being Words,G2140,doing good,Greek,1,doing good
goodness,raw-complete,legacy registry: Missing Inner Being Words,G2162,good report,Greek,1,good report
goodness,raw-complete,legacy registry: Missing Inner Being Words,G2566,good,Greek,1,good
goodness,raw-complete,legacy registry: Missing Inner Being Words,G2567,teaching good,Greek,1,teaching good
goodness,raw-complete,legacy registry: Missing Inner Being Words,G2569,to do good,Greek,1,to do good
goodness,raw-complete,legacy registry: Missing Inner Being Words,G2570G,good,Greek,284,good
goodness,raw-complete,legacy registry: Missing Inner Being Words,G2570H,Fair [Havens],Greek,1,Fair [Havens]
goodness,raw-complete,legacy registry: Missing Inner Being Words,G3776,estate,Greek,2,estate
goodness,raw-complete,legacy registry: Missing Inner Being Words,G4147,be rich,Greek,23,be rich
goodness,raw-complete,legacy registry: Missing Inner Being Words,G4283,to speak good news,Greek,1,to speak good news
goodness,raw-complete,legacy registry: Missing Inner Being Words,G4469,fool,Greek,1,fool
goodness,raw-complete,legacy registry: Missing Inner Being Words,G4632,vessel,Greek,290,vessel
goodness,raw-complete,legacy registry: Missing Inner Being Words,G5223,property,Greek,14,property
goodness,raw-complete,legacy registry: Missing Inner Being Words,G5224,possession,Greek,0,possession
goodness,raw-complete,legacy registry: Missing Inner Being Words,G5358,lover of good,Greek,1,lover of good
goodness,raw-complete,legacy registry: Missing Inner Being Words,G5543,good/kind,Greek,31,good/kind
goodness,raw-complete,legacy registry: Missing Inner Being Words,G5544,kindness,Greek,23,kindness
goodness,raw-complete,legacy registry: Missing Inner Being Words,G6107,to do good,Greek,2,to do good
goodness,raw-complete,legacy registry: Missing Inner Being Words,G7527,good news,Greek,3,good news
goodness,raw-complete,legacy registry: Missing Inner Being Words,G7534,to enjoy good health,Greek,1,to enjoy good health
goodness,raw-complete,legacy registry: Missing Inner Being Words,G7548,to have good vine branches,Greek,1,to have good vine branches
goodness,raw-complete,legacy registry: Missing Inner Being Words,G7559,good-looking,Greek,1,good-looking
goodness,raw-complete,legacy registry: Missing Inner Being Words,H0202,strength,Hebrew,13,strength
goodness,raw-complete,legacy registry: Missing Inner Being Words,H1309,good news,Hebrew,6,good news
goodness,raw-complete,legacy registry: Missing Inner Being Words,H1319,to bear tidings,Hebrew,24,to bear tidings
goodness,raw-complete,legacy registry: Missing Inner Being Words,H1580,to wean,Hebrew,37,to wean
goodness,raw-complete,legacy registry: Missing Inner Being Words,H2617A,kindness,Hebrew,261,kindness
goodness,raw-complete,legacy registry: Missing Inner Being Words,H2868,be good,Hebrew,1,be good
goodness,raw-complete,legacy registry: Missing Inner Being Words,H2895,be pleasing,Hebrew,23,be pleasing
goodness,raw-complete,legacy registry: Missing Inner Being Words,H2896A,pleasant,Hebrew,409,pleasant
goodness,raw-complete,legacy registry: Missing Inner Being Words,H2896B,good,Hebrew,90,good
goodness,raw-complete,legacy registry: Missing Inner Being Words,H2896C,welfare,Hebrew,64,welfare
goodness,raw-complete,legacy registry: Missing Inner Being Words,H2898,goodness,Hebrew,32,goodness
goodness,raw-complete,legacy registry: Missing Inner Being Words,H3190,be good,Hebrew,117,be good
goodness,raw-complete,legacy registry: Missing Inner Being Words,H3191,be good,Hebrew,1,be good
goodness,raw-complete,legacy registry: Missing Inner Being Words,H3520B,riches,Hebrew,1,riches
goodness,raw-complete,legacy registry: Missing Inner Being Words,H4377,merchandise,Hebrew,3,merchandise
goodness,raw-complete,legacy registry: Missing Inner Being Words,H4465,sale,Hebrew,10,sale
goodness,raw-complete,legacy registry: Missing Inner Being Words,H4627,merchandise,Hebrew,9,merchandise
goodness,raw-complete,legacy registry: Missing Inner Being Words,H4728,ware,Hebrew,1,ware
goodness,raw-complete,legacy registry: Missing Inner Being Words,H5232,wealth,Hebrew,2,wealth
goodness,raw-complete,legacy registry: Missing Inner Being Words,H7075,acquisition,Hebrew,10,acquisition
goodness,raw-complete,legacy registry: Missing Inner Being Words,H7399,property,Hebrew,28,property
goodness,raw-complete,legacy registry: Missing Inner Being Words,H7998,spoil,Hebrew,76,spoil
goodness,raw-complete,legacy registry: Missing Inner Being Words,H8408,benefit,Hebrew,1,benefit
grace,raw-complete,legacy registry: Missing Inner Being Words,G2143,beauty,Greek,13,beauty
grace,raw-complete,legacy registry: Missing Inner Being Words,G4380,to favor,Greek,1,to favor
grace,raw-complete,legacy registry: Missing Inner Being Words,G5483,to give grace,Greek,24,to give grace
grace,raw-complete,legacy registry: Missing Inner Being Words,G5485,grace,Greek,241,grace
grace,raw-complete,legacy registry: Missing Inner Being Words,H2433,beauty,Hebrew,1,beauty
grace,raw-complete,legacy registry: Missing Inner Being Words,H2580,favor,Hebrew,69,favor
grace,raw-complete,legacy registry: Missing Inner Being Words,H2603A,be gracious,Hebrew,81,be gracious
grace,raw-complete,legacy registry: Missing Inner Being Words,H2617A,kindness,Hebrew,261,kindness
grace,raw-complete,legacy registry: Missing Inner Being Words,H8469,supplication,Hebrew,18,supplication
gratitude,raw-complete,legacy registry: High Confidence,G2169,thankfulness,Greek,15,thankfulness
gratitude,raw-complete,legacy registry: High Confidence,G2170,thankful,Greek,2,thankful
gratitude,raw-complete,legacy registry: High Confidence,G5485,grace,Greek,241,grace
greed,raw-complete,legacy registry: High Confidence,G0146,greedy,Greek,3,greedy
greed,raw-complete,legacy registry: High Confidence,G0147,greedily,Greek,1,greedily
greed,raw-complete,legacy registry: High Confidence,G0724,plunder,Greek,9,plunder
greed,raw-complete,legacy registry: High Confidence,G4123,greedy,Greek,5,greedy
greed,raw-complete,legacy registry: High Confidence,G4124,greediness,Greek,16,greediness
greed,raw-complete,legacy registry: High Confidence,H1215,unjust-gain,Hebrew,23,unjust-gain
greed,raw-complete,legacy registry: High Confidence,H5392,interest,Hebrew,12,interest
grief,raw-complete,legacy registry: High Confidence,G3076,to grieve,Greek,56,to grieve
grief,raw-complete,legacy registry: High Confidence,G3077,grief,Greek,36,grief
grief,raw-complete,legacy registry: High Confidence,G3601,anguish,Greek,60,anguish
grief,raw-complete,legacy registry: High Confidence,G3996,to mourn,Greek,58,to mourn
grief,raw-complete,legacy registry: High Confidence,G3997,grief,Greek,37,grief
grief,raw-complete,legacy registry: High Confidence,G4727,to groan,Greek,27,to groan
grief,raw-complete,legacy registry: High Confidence,G5003,to grieve,Greek,17,to grieve
grief,raw-complete,legacy registry: High Confidence,H0056,to mourn,Hebrew,39,to mourn
grief,raw-complete,legacy registry: High Confidence,H0057,mourning,Hebrew,8,mourning
grief,raw-complete,legacy registry: High Confidence,H0099,grieved,Hebrew,1,grieved
grief,raw-complete,legacy registry: High Confidence,H0109,to grieve,Hebrew,1,to grieve
grief,raw-complete,legacy registry: High Confidence,H2470I,be weak: grieved,Hebrew,12,grieved/sorrowful
grief,raw-complete,legacy registry: High Confidence,H2483,sickness,Hebrew,24,sickness
grief,raw-complete,legacy registry: High Confidence,H3013,to suffer,Hebrew,8,to suffer
grief,raw-complete,legacy registry: High Confidence,H3015,sorrow,Hebrew,14,sorrow
grief,raw-complete,legacy registry: High Confidence,H3510,to pain,Hebrew,8,to pain
grief,raw-complete,legacy registry: High Confidence,H3511,pain,Hebrew,6,pain
grief,raw-complete,legacy registry: High Confidence,H3708A,vexation,Hebrew,22,vexation
grief,raw-complete,legacy registry: High Confidence,H3708B,vexation,Hebrew,4,vexation
grief,raw-complete,legacy registry: High Confidence,H4341,pain,Hebrew,16,pain
grief,raw-complete,legacy registry: High Confidence,H4786,bitterness,Hebrew,1,bitterness
grief,raw-complete,legacy registry: High Confidence,H6001A,labour[er],Hebrew,4,labour[er]
grief,raw-complete,legacy registry: High Confidence,H6040,affliction,Hebrew,36,affliction
grief,raw-complete,legacy registry: High Confidence,H6087A,to hurt,Hebrew,15,to hurt
grief,raw-complete,legacy registry: High Confidence,H6094,injury,Hebrew,5,injury
grief,raw-complete,legacy registry: High Confidence,H6330,staggering,Hebrew,1,staggering
grief,raw-complete,legacy registry: High Confidence,H6937,be dark,Hebrew,17,be dark
grief,raw-complete,legacy registry: High Confidence,H7451C,distress: harm,Hebrew,157,harm
grief,raw-complete,legacy registry: High Confidence,H7908,bereavement,Hebrew,3,bereavement
grief,raw-complete,legacy registry: High Confidence,H8424,grief,Hebrew,4,grief
groaning,raw-complete,legacy registry: High Confidence,G0389,to sigh deeply,Greek,2,to sigh deeply
groaning,raw-complete,legacy registry: High Confidence,G1690,be agitated,Greek,5,be agitated
groaning,raw-complete,legacy registry: High Confidence,G4726,groan,Greek,23,groan
groaning,raw-complete,legacy registry: High Confidence,G4727,to groan,Greek,27,to groan
groaning,raw-complete,legacy registry: High Confidence,G4959,to groan with,Greek,1,to groan with
groaning,raw-complete,legacy registry: High Confidence,G6697,groaning,Greek,3,groaning
groaning,raw-complete,legacy registry: High Confidence,G7929,to groan,Greek,5,to groan
groaning,raw-complete,legacy registry: High Confidence,H0584,to sigh,Hebrew,13,to sigh
groaning,raw-complete,legacy registry: High Confidence,H0585,sighing,Hebrew,11,sighing
groaning,raw-complete,legacy registry: High Confidence,H0602,to groan,Hebrew,4,to groan
groaning,raw-complete,legacy registry: High Confidence,H0603,groaning,Hebrew,4,groaning
groaning,raw-complete,legacy registry: High Confidence,H1518,to burst/come out,Hebrew,6,to burst/come out
groaning,raw-complete,legacy registry: High Confidence,H1901,meditation,Hebrew,2,meditation
groaning,raw-complete,legacy registry: High Confidence,H1993,to roar,Hebrew,34,to roar
groaning,raw-complete,legacy registry: High Confidence,H2603A,be gracious,Hebrew,81,be gracious
groaning,raw-complete,legacy registry: High Confidence,H5008,to groan,Hebrew,2,to groan
groaning,raw-complete,legacy registry: High Confidence,H5009,groan,Hebrew,4,groan
groaning,raw-complete,legacy registry: High Confidence,H5098,to groan,Hebrew,5,to groan
groaning,raw-complete,legacy registry: High Confidence,H5100,groaning,Hebrew,2,groaning
groaning,raw-complete,legacy registry: High Confidence,H6463,to groan,Hebrew,1,to groan
groaning,raw-complete,legacy registry: High Confidence,H7580,to roar,Hebrew,23,to roar
groaning,raw-complete,legacy registry: High Confidence,H7581,roaring,Hebrew,7,roaring
guilt,raw-complete,legacy registry: High Confidence,G0156,cause/charge,Greek,23,cause/charge
guilt,raw-complete,legacy registry: High Confidence,G0159,causer,Greek,6,causer
guilt,raw-complete,legacy registry: High Confidence,G0266,sin,Greek,586,sin
guilt,raw-complete,legacy registry: High Confidence,G4893,conscience,Greek,33,conscience
guilt,raw-complete,legacy registry: High Confidence,H0816,be guilty,Hebrew,35,be guilty
guilt,raw-complete,legacy registry: High Confidence,H0817,guilt [offering],Hebrew,46,guilt [offering]
guilt,raw-complete,legacy registry: High Confidence,H0818,guilty,Hebrew,3,guilty
guilt,raw-complete,legacy registry: High Confidence,H0819,guiltiness,Hebrew,19,guiltiness
guilt,raw-complete,legacy registry: High Confidence,H2054,guilty,Hebrew,1,guilty
guilt,raw-complete,legacy registry: High Confidence,H2398,to sin,Hebrew,244,to sin
guilt,raw-complete,legacy registry: High Confidence,H2399,sin,Hebrew,36,sin
guilt,raw-complete,legacy registry: High Confidence,H2401,sin,Hebrew,8,sin
guilt,raw-complete,legacy registry: High Confidence,H2600,for nothing,Hebrew,32,for nothing
guilt,raw-complete,legacy registry: High Confidence,H5375J,to lift: guilt,Hebrew,39,look/lift(eyes)
guilt,raw-complete,legacy registry: High Confidence,H5771G,iniquity: crime,Hebrew,185,crime
guilt,raw-complete,legacy registry: High Confidence,H5771H,iniquity: guilt,Hebrew,33,guilt
guilt,raw-complete,legacy registry: High Confidence,H5771I,iniquity: punishment,Hebrew,23,punishment
hardness,raw-complete,legacy registry: Missing Inner Being Words,G1171,terribly,Greek,4,terribly
hardness,raw-complete,legacy registry: Missing Inner Being Words,G1418,hard,Greek,0,hard
hardness,raw-complete,legacy registry: Missing Inner Being Words,G1419,ponderous,Greek,3,ponderous
hardness,raw-complete,legacy registry: Missing Inner Being Words,G1421,hard to interpret,Greek,1,hard to interpret
hardness,raw-complete,legacy registry: Missing Inner Being Words,G1422,difficult,Greek,2,difficult
hardness,raw-complete,legacy registry: Missing Inner Being Words,G1423,difficultly,Greek,3,difficultly
hardness,raw-complete,legacy registry: Missing Inner Being Words,G1425,hard to understand,Greek,1,hard to understand
hardness,raw-complete,legacy registry: Missing Inner Being Words,G21419,hardness,Greek,1,hardness
hardness,raw-complete,legacy registry: Missing Inner Being Words,G2346,to press on,Greek,88,to press on
hardness,raw-complete,legacy registry: Missing Inner Being Words,G2872,to labor,Greek,64,to labor
hardness,raw-complete,legacy registry: Missing Inner Being Words,G4456,to harden,Greek,6,to harden
hardness,raw-complete,legacy registry: Missing Inner Being Words,G4457,hardening,Greek,3,hardening
hardness,raw-complete,legacy registry: Missing Inner Being Words,G4641,hardness of heart,Greek,5,hardness of heart
hardness,raw-complete,legacy registry: Missing Inner Being Words,G4642,hard,Greek,56,hard
hardness,raw-complete,legacy registry: Missing Inner Being Words,G4643,hardness,Greek,5,hardness
hardness,raw-complete,legacy registry: Missing Inner Being Words,G4912,to hold/oppress,Greek,58,to hold/oppress
hardness,raw-complete,legacy registry: Missing Inner Being Words,G6980,hard of hearing,Greek,1,hard of hearing
hardness,raw-complete,legacy registry: Missing Inner Being Words,H0280,riddle,Hebrew,1,riddle
hardness,raw-complete,legacy registry: Missing Inner Being Words,H1419A,great: large,Hebrew,501,great: large
hardness,raw-complete,legacy registry: Missing Inner Being Words,H2388G,to strengthen: strengthen,Hebrew,201,strengthen/support/encourage
hardness,raw-complete,legacy registry: Missing Inner Being Words,H2389,strong,Hebrew,58,strong
hardness,raw-complete,legacy registry: Missing Inner Being Words,H2459,fat,Hebrew,92,fat
hardness,raw-complete,legacy registry: Missing Inner Being Words,H2795,deaf,Hebrew,9,deaf
hardness,raw-complete,legacy registry: Missing Inner Being Words,H2954,be insensitive,Hebrew,1,be insensitive
hardness,raw-complete,legacy registry: Missing Inner Being Words,H3332J,to pour: firm,Hebrew,4,firm
hardness,raw-complete,legacy registry: Missing Inner Being Words,H3513H,to honor: heavy,Hebrew,33,heavy/severe
hardness,raw-complete,legacy registry: Missing Inner Being Words,H3515,heavy,Hebrew,41,heavy
hardness,raw-complete,legacy registry: Missing Inner Being Words,H4044,covering,Hebrew,1,covering
hardness,raw-complete,legacy registry: Missing Inner Being Words,H4165,casting,Hebrew,4,casting
hardness,raw-complete,legacy registry: Missing Inner Being Words,H5450,burden,Hebrew,6,burden
hardness,raw-complete,legacy registry: Missing Inner Being Words,H5797,strength,Hebrew,94,strength
hardness,raw-complete,legacy registry: Missing Inner Being Words,H6089A,toil,Hebrew,6,toil
hardness,raw-complete,legacy registry: Missing Inner Being Words,H6093,toil,Hebrew,3,toil
hardness,raw-complete,legacy registry: Missing Inner Being Words,H6277,arrogant,Hebrew,4,arrogant
hardness,raw-complete,legacy registry: Missing Inner Being Words,H6381,to wonder,Hebrew,71,to wonder
hardness,raw-complete,legacy registry: Missing Inner Being Words,H6693,to press,Hebrew,11,to press
hardness,raw-complete,legacy registry: Missing Inner Being Words,H6862D,hard,Hebrew,1,hard
hardness,raw-complete,legacy registry: Missing Inner Being Words,H7185,to harden,Hebrew,28,to harden
hardness,raw-complete,legacy registry: Missing Inner Being Words,H7186,severe,Hebrew,36,severe
hardness,raw-complete,legacy registry: Missing Inner Being Words,H7188,to harden,Hebrew,2,to harden
hardness,raw-complete,legacy registry: Missing Inner Being Words,H7451H,bad: evil,Hebrew,182,evil
hardness,raw-complete,legacy registry: Missing Inner Being Words,H7489A,be evil,Hebrew,100,be evil
hatred,raw-complete,legacy registry: High Confidence,G2189,hostility,Greek,18,hostility
hatred,raw-complete,legacy registry: High Confidence,G3404,to hate,Greek,181,to hate
hatred,raw-complete,legacy registry: High Confidence,G7590,hatred,Greek,1,hatred
hatred,raw-complete,legacy registry: High Confidence,G8332,hatred,Greek,10,hatred
hatred,raw-complete,legacy registry: High Confidence,H0342,enmity,Hebrew,5,enmity
hatred,raw-complete,legacy registry: High Confidence,H1604,loathing,Hebrew,1,loathing
hatred,raw-complete,legacy registry: High Confidence,H2092,to loathe,Hebrew,1,to loathe
hatred,raw-complete,legacy registry: High Confidence,H4895,hatred,Hebrew,2,hatred
hatred,raw-complete,legacy registry: High Confidence,H7520,to watch with envy,Hebrew,1,to watch with envy
hatred,raw-complete,legacy registry: High Confidence,H7852,to hate,Hebrew,6,to hate
hatred,raw-complete,legacy registry: High Confidence,H8130,to hate,Hebrew,156,to hate
hatred,raw-complete,legacy registry: High Confidence,H8131,to hate,Hebrew,4,to hate
hatred,raw-complete,legacy registry: High Confidence,H8135,hating,Hebrew,17,hating
hatred,raw-complete,legacy registry: High Confidence,H8374,to loathe,Hebrew,1,to loathe
healing,approved,"curated healing-domain word study (Hebrew+Greek heal/health/remedy/wholeness terms) - session 20260810, healing-words-in-study-check report",G0018,good,Greek,505,good
healing,approved,"curated healing-domain word study (Hebrew+Greek heal/health/remedy/wholeness terms) - session 20260810, healing-words-in-study-check report",G0573,sound,Greek,5,sound
healing,approved,"curated healing-domain word study (Hebrew+Greek heal/health/remedy/wholeness terms) - session 20260810, healing-words-in-study-check report",G1295,to save,Greek,67,to save
healing,approved,"curated healing-domain word study (Hebrew+Greek heal/health/remedy/wholeness terms) - session 20260810, healing-words-in-study-check report",G2322,service,Greek,9,service
healing,approved,"curated healing-domain word study (Hebrew+Greek heal/health/remedy/wholeness terms) - session 20260810, healing-words-in-study-check report",G2323,to serve/heal,Greek,52,to serve/heal
healing,approved,"curated healing-domain word study (Hebrew+Greek heal/health/remedy/wholeness terms) - session 20260810, healing-words-in-study-check report",G2386,healing,Greek,11,healing
healing,approved,"curated healing-domain word study (Hebrew+Greek heal/health/remedy/wholeness terms) - session 20260810, healing-words-in-study-check report",G2390,to heal,Greek,83,to heal
healing,approved,"curated healing-domain word study (Hebrew+Greek heal/health/remedy/wholeness terms) - session 20260810, healing-words-in-study-check report",G2392,healing,Greek,21,healing
healing,approved,"curated healing-domain word study (Hebrew+Greek heal/health/remedy/wholeness terms) - session 20260810, healing-words-in-study-check report",G2480,be strong,Greek,104,be strong
healing,approved,"curated healing-domain word study (Hebrew+Greek heal/health/remedy/wholeness terms) - session 20260810, healing-words-in-study-check report",G3647,wholeness,Greek,2,wholeness
healing,approved,"curated healing-domain word study (Hebrew+Greek heal/health/remedy/wholeness terms) - session 20260810, healing-words-in-study-check report",G4982,to save,Greek,394,to save
healing,approved,"curated healing-domain word study (Hebrew+Greek heal/health/remedy/wholeness terms) - session 20260810, healing-words-in-study-check report",G4991,salvation,Greek,156,salvation
healing,approved,"curated healing-domain word study (Hebrew+Greek heal/health/remedy/wholeness terms) - session 20260810, healing-words-in-study-check report",G5198,be healthy,Greek,23,be healthy
healing,approved,"curated healing-domain word study (Hebrew+Greek heal/health/remedy/wholeness terms) - session 20260810, healing-words-in-study-check report",G5199,healthy,Greek,20,healthy
healing,approved,"curated healing-domain word study (Hebrew+Greek heal/health/remedy/wholeness terms) - session 20260810, healing-words-in-study-check report",G7534,to enjoy good health,Greek,1,to enjoy good health
healing,approved,"curated healing-domain word study (Hebrew+Greek heal/health/remedy/wholeness terms) - session 20260810, healing-words-in-study-check report",H0724,health,Hebrew,6,health
healing,approved,"curated healing-domain word study (Hebrew+Greek heal/health/remedy/wholeness terms) - session 20260810, healing-words-in-study-check report",H0820,strong,Hebrew,1,strong
healing,approved,"curated healing-domain word study (Hebrew+Greek heal/health/remedy/wholeness terms) - session 20260810, healing-words-in-study-check report",H1274,fat,Hebrew,1,fat
healing,approved,"curated healing-domain word study (Hebrew+Greek heal/health/remedy/wholeness terms) - session 20260810, healing-words-in-study-check report",H1277,fat,Hebrew,13,fat
healing,approved,"curated healing-domain word study (Hebrew+Greek heal/health/remedy/wholeness terms) - session 20260810, healing-words-in-study-check report",H1455,to cure,Hebrew,1,to cure
healing,approved,"curated healing-domain word study (Hebrew+Greek heal/health/remedy/wholeness terms) - session 20260810, healing-words-in-study-check report",H1879,fat,Hebrew,3,fat
healing,approved,"curated healing-domain word study (Hebrew+Greek heal/health/remedy/wholeness terms) - session 20260810, healing-words-in-study-check report",H2280,to saddle/tie,Hebrew,33,to saddle/tie
