id,meaning_source,obs_text,id,observation_id,cluster_code,cluster_subgroup_code,strong,verse_reference,surface,morph_code,question_code,traced_observation_id,source_stage,seq,created_at,question_code,question_text
56,strong_meaning_tree; strong_lexicon.lsj,"No term for the structural opposite (idleness/slackness) is present among this cluster's own member strongs in this batch; the contrast is only visible via non-member role-tagged words in adjacent verses (e.g., G0812 'idle' in 2Thess.3.7, G0692 'idle' in Matt.20.3, H6103 'sloth' in Eccl.10.18), none of which belong to M67.",105,56,M67,,G4710,2Pet.1.5,effort,N-ASF,M0.5.5,24,verse-reading,1,2026-09-17T09:29:39Z,M0.5.5,"Does the vocabulary include a term for the structural opposite or absence of this characteristic? Record it, or none."
57,strong_meaning_tree,"No distinct person-type term (e.g., 'a diligent one' as a noun-agent) is present among this cluster's member strongs in this batch; spoude itself is abstract, naming the quality/effort rather than the person who exercises it.",106,57,M67,,G4710,2Pet.1.5,effort,N-ASF,M0.5.6,9,verse-reading,1,2026-09-17T09:29:39Z,M0.5.6,"Does the vocabulary include a person-type term — one for the person who habitually possesses or exercises this characteristic? Record it, or none."
58,strong_meaning_tree,"No supplication/seeking term (an act of asking for diligence from another) is present among this cluster's member strongs; spoude is the effort itself exerted by a subject, not sought from another party.",107,58,M67,,G4710,2Pet.1.5,effort,N-ASF,M0.5.7,39,verse-reading,1,2026-09-17T09:29:39Z,M0.5.7,"Does the vocabulary include a supplication or seeking term — one for the act of seeking this characteristic from another? Record it, or none."
59,strong_meaning_tree,"This batch supplies no Hebrew member-strong vocabulary for this characteristic (H0629 'diligence' seen repeatedly in Ezra role-lists is tagged T2, not a home-cluster M67 member here), so continuity/development across Testaments cannot be established from the member-strong evidence in this batch; only the Greek spoude vocabulary is attested as cluster-home.",108,59,M67,,G4710,2Pet.1.5,effort,N-ASF,M0.5.8,40,verse-reading,1,2026-09-17T09:29:39Z,M0.5.8,What does the relationship between the OT Hebrew and NT Greek vocabulary show about continuity or development of the characteristic across the Testaments?
60,strong_lexicon.lsj,"Spoude is not a NT coinage; LSJ attests it extensively in classical Greek (Homer, Herodotus, Thucydides, Plato, etc.) with the same core senses of haste, zeal, and earnest effort, showing the NT usage draws on well-established secular vocabulary rather than coining new terminology.",109,60,M67,,G4710,2Pet.1.5,effort,N-ASF,M0.5.9,12,verse-reading,1,2026-09-17T09:29:39Z,M0.5.9,"Is there a term newly coined in the NT period for this characteristic; if so, what does the coinage show? Record it, or none."
61,strong_meaning_tree,"In 2Pet.1.5 the operation-tagged (role-T3) word is 'supplement' (G2023), initiated by the addressees (the believers being exhorted) and directed toward their own faith, to which virtue is to be added; the M67 term 'effort' (G4710) itself is not T3-tagged in this verse but qualifies the manner of that operation.",110,61,M67,,G4710,2Pet.1.5,effort,N-ASF,D7.7,,verse-reading,1,2026-09-17T09:29:39Z,,
62,strong_meaning_tree,"In 2Cor.8.16 the operation word 'put' (G1325, T3) is initiated by God and directed toward Titus's heart, placing in him the same earnest care (G4710, the M67 home-cluster term) that Paul has for the Corinthians -- God is the initiator, Titus the recipient, the Corinthians the ultimate object of the care.",111,62,M67,,G4710,2Cor.8.16,earnest care,N-ASF,D7.7,61,verse-reading,1,2026-09-17T09:29:39Z,,
63,strong_meaning_tree,"In Luke.1.39 the operation words 'arose' and 'went' (G0450, G4198, both T3) are initiated by Mary and directed toward the hill country/a town in Judah, carried out 'with haste' (G4710, the M67 term) — the party initiating and the party/goal are both present in the same verse.",112,63,M67,,G4710,Luke.1.39,haste,N-GSF,D7.7,62,verse-reading,1,2026-09-17T09:29:39Z,,
64,strong_meaning_tree; strong_lexicon.lsj; strong_lexicon.mounce,"The characteristic is named 'idleness/carelessness' (Greek argos, 'a-ergos', literally 'without work'). The name signals essential inactivity or unproductiveness — the negation of active engagement, whether in labor, speech, or moral effort.",113,64,M67,,G0692,2Pet.1.8,ineffective,A-APM,M0.1.1,,verse-reading,1,2026-09-17T09:35:59Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
64,strong_meaning_tree; strong_lexicon.lsj; strong_lexicon.mounce,"The characteristic is named 'idleness/carelessness' (Greek argos, 'a-ergos', literally 'without work'). The name signals essential inactivity or unproductiveness — the negation of active engagement, whether in labor, speech, or moral effort.",114,64,M67,,G0692,Matt.12.36,careless,A-ASN,M0.1.1,,verse-reading,2,2026-09-17T09:35:59Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
64,strong_meaning_tree; strong_lexicon.lsj; strong_lexicon.mounce,"The characteristic is named 'idleness/carelessness' (Greek argos, 'a-ergos', literally 'without work'). The name signals essential inactivity or unproductiveness — the negation of active engagement, whether in labor, speech, or moral effort.",115,64,M67,,G0692,Matt.20.6,idle,A-NPM,M0.1.1,,verse-reading,3,2026-09-17T09:35:59Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
64,strong_meaning_tree; strong_lexicon.lsj; strong_lexicon.mounce,"The characteristic is named 'idleness/carelessness' (Greek argos, 'a-ergos', literally 'without work'). The name signals essential inactivity or unproductiveness — the negation of active engagement, whether in labor, speech, or moral effort.",116,64,M67,,G0692,1Tim.5.13,idlers,A-NPF,M0.1.1,,verse-reading,4,2026-09-17T09:35:59Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
64,strong_meaning_tree; strong_lexicon.lsj; strong_lexicon.mounce,"The characteristic is named 'idleness/carelessness' (Greek argos, 'a-ergos', literally 'without work'). The name signals essential inactivity or unproductiveness — the negation of active engagement, whether in labor, speech, or moral effort.",117,64,M67,,G0692,Titus.1.12,lazy,A-NPF,M0.1.1,,verse-reading,5,2026-09-17T09:35:59Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
64,strong_meaning_tree; strong_lexicon.lsj; strong_lexicon.mounce,"The characteristic is named 'idleness/carelessness' (Greek argos, 'a-ergos', literally 'without work'). The name signals essential inactivity or unproductiveness — the negation of active engagement, whether in labor, speech, or moral effort.",118,64,M67,,G0692,Jas.2.20,useless,A-NSF,M0.1.1,,verse-reading,6,2026-09-17T09:35:59Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
65,strong_lexicon.lsj; strong_lexicon.mounce,"Argos is formed from alpha-privative + ergon ('work'), giving 'without work.' At the definitional level it denotes literal unemployment or inactivity (of persons, land, money) which extends metaphorically to fruitlessness of speech, faith, or character.",119,65,M67,,G0692,Matt.20.6,idle,A-NPM,M0.1.2,,verse-reading,1,2026-09-17T09:35:59Z,M0.1.2,What do the primary Hebrew and Greek terms show at the definitional level?
65,strong_lexicon.lsj; strong_lexicon.mounce,"Argos is formed from alpha-privative + ergon ('work'), giving 'without work.' At the definitional level it denotes literal unemployment or inactivity (of persons, land, money) which extends metaphorically to fruitlessness of speech, faith, or character.",120,65,M67,,G0692,1Tim.5.13,idlers,A-NPF,M0.1.2,,verse-reading,2,2026-09-17T09:35:59Z,M0.1.2,What do the primary Hebrew and Greek terms show at the definitional level?
66,strong_lexicon.lsj; strong_meaning_tree,"The term carries a relational implication of failure toward an expected productive relationship: land expected to bear fruit, a person expected to labor or speak usefully, faith expected to issue in works. It implies a gap between capacity and exercised function.",121,66,M67,,G0692,Jas.2.20,useless,A-NSF,M0.1.3,,verse-reading,1,2026-09-17T09:35:59Z,M0.1.3,"What directional, relational, or constitutional implication does the name carry?"
66,strong_lexicon.lsj; strong_meaning_tree,"The term carries a relational implication of failure toward an expected productive relationship: land expected to bear fruit, a person expected to labor or speak usefully, faith expected to issue in works. It implies a gap between capacity and exercised function.",122,66,M67,,G0692,2Pet.1.8,ineffective,A-APM,M0.1.3,,verse-reading,2,2026-09-17T09:35:59Z,M0.1.3,"What directional, relational, or constitutional implication does the name carry?"
67,strong_lexicon.lsj; strong_lexicon.mounce,"Primary Greek term is argos (a- + ergon, 'work'), root meaning 'without work/unworked.' No distinct Hebrew equivalent is supplied among cluster members; the Greek root shows the characteristic is defined by absence of productive activity.",123,67,M67,,G0692,1Tim.5.13,idlers,A-NPF,M0.5.1,,verse-reading,1,2026-09-17T09:35:59Z,M0.5.1,"What are the primary Hebrew and Greek terms for this characteristic, and what do their root meanings show?"
68,strong_meaning_tree; strong_lexicon.mounce,"Argos functions as an adjective across its NT uses (masc/fem/neut forms), applied to persons (idle workers, gossiping women) and to abstract nouns (careless words, useless faith), showing the characteristic describes a state or quality attributable to both agents and their products.",124,68,M67,,G0692,Matt.20.6,idle,A-NPM,M0.5.2,,verse-reading,1,2026-09-17T09:35:59Z,M0.5.2,"What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
68,strong_meaning_tree; strong_lexicon.mounce,"Argos functions as an adjective across its NT uses (masc/fem/neut forms), applied to persons (idle workers, gossiping women) and to abstract nouns (careless words, useless faith), showing the characteristic describes a state or quality attributable to both agents and their products.",125,68,M67,,G0692,Matt.12.36,careless,A-ASN,M0.5.2,,verse-reading,2,2026-09-17T09:35:59Z,M0.5.2,"What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
68,strong_meaning_tree; strong_lexicon.mounce,"Argos functions as an adjective across its NT uses (masc/fem/neut forms), applied to persons (idle workers, gossiping women) and to abstract nouns (careless words, useless faith), showing the characteristic describes a state or quality attributable to both agents and their products.",126,68,M67,,G0692,1Tim.5.13,idlers,A-NPF,M0.5.2,,verse-reading,3,2026-09-17T09:35:59Z,M0.5.2,"What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
69,strong_lexicon.lsj; strong_meaning_tree,"Semantic range spans literal unemployment (Matt.20.6, standing idle in the marketplace), habitual laziness of persons (1Tim.5.13, Titus.1.12), careless/fruitless speech (Matt.12.36), and metaphorical unproductiveness of spiritual qualities or faith (2Pet.1.8, Jas.2.20). It carries an implied moral culpability when applied to persons rather than mere descriptive inactivity.",127,69,M67,,G0692,Matt.20.6,idle,A-NPM,M0.5.3,,verse-reading,1,2026-09-17T09:35:59Z,M0.5.3,"What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
69,strong_lexicon.lsj; strong_meaning_tree,"Semantic range spans literal unemployment (Matt.20.6, standing idle in the marketplace), habitual laziness of persons (1Tim.5.13, Titus.1.12), careless/fruitless speech (Matt.12.36), and metaphorical unproductiveness of spiritual qualities or faith (2Pet.1.8, Jas.2.20). It carries an implied moral culpability when applied to persons rather than mere descriptive inactivity.",128,69,M67,,G0692,Matt.12.36,careless,A-ASN,M0.5.3,,verse-reading,2,2026-09-17T09:35:59Z,M0.5.3,"What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
69,strong_lexicon.lsj; strong_meaning_tree,"Semantic range spans literal unemployment (Matt.20.6, standing idle in the marketplace), habitual laziness of persons (1Tim.5.13, Titus.1.12), careless/fruitless speech (Matt.12.36), and metaphorical unproductiveness of spiritual qualities or faith (2Pet.1.8, Jas.2.20). It carries an implied moral culpability when applied to persons rather than mere descriptive inactivity.",129,69,M67,,G0692,2Pet.1.8,ineffective,A-APM,M0.5.3,,verse-reading,3,2026-09-17T09:35:59Z,M0.5.3,"What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
69,strong_lexicon.lsj; strong_meaning_tree,"Semantic range spans literal unemployment (Matt.20.6, standing idle in the marketplace), habitual laziness of persons (1Tim.5.13, Titus.1.12), careless/fruitless speech (Matt.12.36), and metaphorical unproductiveness of spiritual qualities or faith (2Pet.1.8, Jas.2.20). It carries an implied moral culpability when applied to persons rather than mere descriptive inactivity.",130,69,M67,,G0692,Jas.2.20,useless,A-NSF,M0.5.3,,verse-reading,4,2026-09-17T09:35:59Z,M0.5.3,"What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
70,strong_meaning_tree,"The cluster distinguishes disposition (habitual laziness, as in Titus.1.12 'lazy gluttons', 1Tim.5.13 'idlers') from act/effect (fruitlessness of speech or faith, as in Matt.12.36 careless word, Jas.2.20 useless faith) — the same root covers both a settled character trait and its unproductive outworking.",131,70,M67,,G0692,Titus.1.12,lazy,A-NPF,M0.5.4,,verse-reading,1,2026-09-17T09:35:59Z,M0.5.4,"Does the vocabulary include terms distinguishing distinct aspects — disposition versus act, received versus given, condition versus quality? Record which, or none."
70,strong_meaning_tree,"The cluster distinguishes disposition (habitual laziness, as in Titus.1.12 'lazy gluttons', 1Tim.5.13 'idlers') from act/effect (fruitlessness of speech or faith, as in Matt.12.36 careless word, Jas.2.20 useless faith) — the same root covers both a settled character trait and its unproductive outworking.",132,70,M67,,G0692,Jas.2.20,useless,A-NSF,M0.5.4,,verse-reading,2,2026-09-17T09:35:59Z,M0.5.4,"Does the vocabulary include terms distinguishing distinct aspects — disposition versus act, received versus given, condition versus quality? Record which, or none."
71,strong_meaning_tree,"The vocabulary includes person-type applications directly: 'idlers' (1Tim.5.13, argai) and 'lazy gluttons' (Titus.1.12) name persons who habitually possess the quality of idleness, functioning as the person-type term rather than a separate noun.",133,71,M67,,G0692,1Tim.5.13,idlers,A-NPF,M0.5.6,,verse-reading,1,2026-09-17T09:35:59Z,M0.5.6,"Does the vocabulary include a person-type term — one for the person who habitually possesses or exercises this characteristic? Record it, or none."
71,strong_meaning_tree,"The vocabulary includes person-type applications directly: 'idlers' (1Tim.5.13, argai) and 'lazy gluttons' (Titus.1.12) name persons who habitually possess the quality of idleness, functioning as the person-type term rather than a separate noun.",134,71,M67,,G0692,Titus.1.12,lazy,A-NPF,M0.5.6,,verse-reading,2,2026-09-17T09:35:59Z,M0.5.6,"Does the vocabulary include a person-type term — one for the person who habitually possesses or exercises this characteristic? Record it, or none."
72,strong_meaning_tree,No supplication or seeking term (an act of asking another for idleness/diligence) is present in this cluster's vocabulary; idleness is described but never sought or petitioned for.,135,72,M67,,G0692,1Tim.5.13,idlers,A-NPF,M0.5.7,,verse-reading,1,2026-09-17T09:35:59Z,M0.5.7,"Does the vocabulary include a supplication or seeking term — one for the act of seeking this characteristic from another? Record it, or none."
73,strong_meaning_tree,"No Hebrew OT term for this characteristic is present among cluster members; the vocabulary is entirely Greek NT, so continuity/development across Testaments cannot be assessed from this cluster's own resolved terms.",136,73,M67,,G0692,Matt.20.6,idle,A-NPM,M0.5.8,,verse-reading,1,2026-09-17T09:35:59Z,M0.5.8,What does the relationship between the OT Hebrew and NT Greek vocabulary show about continuity or development of the characteristic across the Testaments?
74,strong_lexicon.lsj,"Argos is not a NT coinage; it is well attested from classical Greek (Herodotus, Xenophon, Plato) in both literal (unworked land, idle hands) and moral senses, so the NT usage inherits rather than creates the term.",137,74,M67,,G0692,Matt.20.6,idle,A-NPM,M0.5.9,,verse-reading,1,2026-09-17T09:35:59Z,M0.5.9,"Is there a term newly coined in the NT period for this characteristic; if so, what does the coinage show? Record it, or none."
75,strong_meaning_tree; strong_lexicon.lsj,"The full arc for argos runs from literal unemployment (standing idle, Matt.20.6) through habitual personal laziness (1Tim.5.13; Titus.1.12) to metaphorical fruitlessness of speech (Matt.12.36), spiritual life (2Pet.1.8), and faith without works (Jas.2.20) — showing a single root spanning physical, social, and theological unproductiveness.",138,75,M67,,G0692,Jas.2.20,useless,A-NSF,M0.5.10,,verse-reading,1,2026-09-17T09:35:59Z,M0.5.10,What does the full vocabulary arc show about the characteristic's complete semantic range?
76,strong_meaning_tree; strong_lexicon.lsj,"The characteristic is named 'being idle/inoperative' (argeō, verbal form of argos). The name signals a state of ceasing to act, of lying dormant rather than executing.",139,76,M67,,G0691,2Pet.2.3,idle,V-PAI-3S,M0.1.1,,verse-reading,1,2026-09-17T09:35:59Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
77,strong_lexicon.lsj; strong_lexicon.mounce,"Primary Greek term argeō, root sense 'to be unemployed/inoperative,' derived from argos. Shows the verbal counterpart of the adjectival idleness-concept — an ongoing state rather than a fixed quality.",140,77,M67,,G0691,2Pet.2.3,idle,V-PAI-3S,M0.5.1,,verse-reading,1,2026-09-17T09:35:59Z,M0.5.1,"What are the primary Hebrew and Greek terms for this characteristic, and what do their root meanings show?"
78,strong_lexicon.mounce,"Argeō is a verb (present indicative here), showing the characteristic can be expressed as an active/stative process ('is not idle') applied even to abstract subjects like 'condemnation,' personifying inactivity as something that could occur but does not.",141,78,M67,,G0691,2Pet.2.3,idle,V-PAI-3S,M0.5.2,,verse-reading,1,2026-09-17T09:35:59Z,M0.5.2,"What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
79,strong_lexicon.lsj,"Semantic range covers literal unemployment, land lying fallow, sabbath rest, and here negated ('not idle') to assert that divine condemnation is actively at work rather than dormant — an idiomatic extension applying inactivity-vocabulary to judgment as a personified agent.",142,79,M67,,G0691,2Pet.2.3,idle,V-PAI-3S,M0.5.3,,verse-reading,1,2026-09-17T09:35:59Z,M0.5.3,"What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
80,strong_lexicon.lsj,"Structural opposite is again spoudē/spoudaios (zeal, earnestness) found elsewhere in this cluster, denoting active engagement over against argeō's dormancy.",143,80,M67,,G0691,2Pet.2.3,idle,V-PAI-3S,M0.5.5,,verse-reading,1,2026-09-17T09:35:59Z,M0.5.5,"Does the vocabulary include a term for the structural opposite or absence of this characteristic? Record it, or none."
81,strong_meaning_tree; strong_lexicon.lsj,"The characteristic is named 'sluggishness/reluctance' (okneros). The name signals a shrinking-back disposition, often from fear or aversion, distinct from argos's simple lack of work — this term stresses reluctance to engage.",144,81,M67,,G3636,Rom.12.11,slothful,A-NPM,M0.1.1,26,verse-reading,1,2026-09-17T09:35:59Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
81,strong_meaning_tree; strong_lexicon.lsj,"The characteristic is named 'sluggishness/reluctance' (okneros). The name signals a shrinking-back disposition, often from fear or aversion, distinct from argos's simple lack of work — this term stresses reluctance to engage.",145,81,M67,,G3636,Matt.25.26,slothful,A-VSM,M0.1.1,26,verse-reading,2,2026-09-17T09:35:59Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
81,strong_meaning_tree; strong_lexicon.lsj,"The characteristic is named 'sluggishness/reluctance' (okneros). The name signals a shrinking-back disposition, often from fear or aversion, distinct from argos's simple lack of work — this term stresses reluctance to engage.",146,81,M67,,G3636,Phil.3.1,trouble,A-NSN,M0.1.1,26,verse-reading,3,2026-09-17T09:35:59Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
82,strong_lexicon.lsj,"Okneros derives from a root associated with hesitation/timidity; classical usage shows 'shrinking, timid' applied to persons (opposed to tolmēros, 'bold') and secondarily 'vexatious, troublesome' of things — a double sense of subjective reluctance and objective burdensomeness.",147,82,M67,,G3636,Matt.25.26,slothful,A-VSM,M0.1.2,27,verse-reading,1,2026-09-17T09:35:59Z,M0.1.2,What do the primary Hebrew and Greek terms show at the definitional level?
83,strong_meaning_tree,"Applied to the wicked servant (Matt.25.26) it carries a moral-relational implication: slothfulness is a failure of stewardship toward a master's entrusted resources; applied to writing (Phil.3.1) it shifts to the sense of 'no burden/trouble,' showing the term's relational valence depends on whether the burden falls on the agent or on another.",148,83,M67,,G3636,Matt.25.26,slothful,A-VSM,M0.1.3,28,verse-reading,1,2026-09-17T09:35:59Z,M0.1.3,"What directional, relational, or constitutional implication does the name carry?"
83,strong_meaning_tree,"Applied to the wicked servant (Matt.25.26) it carries a moral-relational implication: slothfulness is a failure of stewardship toward a master's entrusted resources; applied to writing (Phil.3.1) it shifts to the sense of 'no burden/trouble,' showing the term's relational valence depends on whether the burden falls on the agent or on another.",149,83,M67,,G3636,Phil.3.1,trouble,A-NSN,M0.1.3,28,verse-reading,2,2026-09-17T09:35:59Z,M0.1.3,"What directional, relational, or constitutional implication does the name carry?"
84,strong_lexicon.lsj; strong_lexicon.mounce,"Primary Greek term is okneros, root sense 'shrinking, timid,' extending to 'idle, sluggish' and 'vexatious, troublesome.' No Hebrew term is present among cluster members.",150,84,M67,,G3636,Rom.12.11,slothful,A-NPM,M0.5.1,29,verse-reading,1,2026-09-17T09:35:59Z,M0.5.1,"What are the primary Hebrew and Greek terms for this characteristic, and what do their root meanings show?"
85,strong_meaning_tree,"Okneros is an adjective, used vocatively/attributively of persons (Matt.25.26 'wicked and slothful servant'; Rom.12.11 exhortation against being slothful) and predicatively of things (Phil.3.1 'no trouble'), showing it operates both as a character description and an evaluative label for circumstances.",151,85,M67,,G3636,Rom.12.11,slothful,A-NPM,M0.5.2,30,verse-reading,1,2026-09-17T09:35:59Z,M0.5.2,"What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
85,strong_meaning_tree,"Okneros is an adjective, used vocatively/attributively of persons (Matt.25.26 'wicked and slothful servant'; Rom.12.11 exhortation against being slothful) and predicatively of things (Phil.3.1 'no trouble'), showing it operates both as a character description and an evaluative label for circumstances.",152,85,M67,,G3636,Phil.3.1,trouble,A-NSN,M0.5.2,30,verse-reading,2,2026-09-17T09:35:59Z,M0.5.2,"What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
86,strong_lexicon.lsj,"Semantic range spans personal reluctance/timidity, moral slothfulness in stewardship, and (by extension to things) 'troublesome/tedious' — an idiomatic shift from subjective hesitancy to the objective burden that would cause such hesitancy.",153,86,M67,,G3636,Matt.25.26,slothful,A-VSM,M0.5.3,31,verse-reading,1,2026-09-17T09:35:59Z,M0.5.3,"What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
86,strong_lexicon.lsj,"Semantic range spans personal reluctance/timidity, moral slothfulness in stewardship, and (by extension to things) 'troublesome/tedious' — an idiomatic shift from subjective hesitancy to the objective burden that would cause such hesitancy.",154,86,M67,,G3636,Phil.3.1,trouble,A-NSN,M0.5.3,31,verse-reading,2,2026-09-17T09:35:59Z,M0.5.3,"What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
87,strong_lexicon.lsj,"Distinguishes disposition (habitual reluctance/fear-based hesitancy as inner trait, Rom.12.11) from the burdensome quality of an external task (Phil.3.1, 'no trouble to me') — disposition versus the objective character of a thing.",155,87,M67,,G3636,Rom.12.11,slothful,A-NPM,M0.5.4,32,verse-reading,1,2026-09-17T09:35:59Z,M0.5.4,"Does the vocabulary include terms distinguishing distinct aspects — disposition versus act, received versus given, condition versus quality? Record which, or none."
87,strong_lexicon.lsj,"Distinguishes disposition (habitual reluctance/fear-based hesitancy as inner trait, Rom.12.11) from the burdensome quality of an external task (Phil.3.1, 'no trouble to me') — disposition versus the objective character of a thing.",156,87,M67,,G3636,Phil.3.1,trouble,A-NSN,M0.5.4,32,verse-reading,2,2026-09-17T09:35:59Z,M0.5.4,"Does the vocabulary include terms distinguishing distinct aspects — disposition versus act, received versus given, condition versus quality? Record which, or none."
88,strong_lexicon.lsj,"Structural opposite is again spoudē/spoudaios-zēlos (zeal, being fervent), directly contrasted in the same verse (Rom.12.11: 'not slothful in zeal, be fervent in spirit').",157,88,M67,,G3636,Rom.12.11,slothful,A-NPM,M0.5.5,33,verse-reading,1,2026-09-17T09:35:59Z,M0.5.5,"Does the vocabulary include a term for the structural opposite or absence of this characteristic? Record it, or none."
89,strong_meaning_tree,"The person-type term is 'slothful servant' (Matt.25.26, doulos okneros) — naming one who habitually exercises this reluctant, unproductive disposition toward an entrusted task.",158,89,M67,,G3636,Matt.25.26,slothful,A-VSM,M0.5.6,34,verse-reading,1,2026-09-17T09:35:59Z,M0.5.6,"Does the vocabulary include a person-type term — one for the person who habitually possesses or exercises this characteristic? Record it, or none."
90,strong_lexicon.lsj,"Okneros is not a NT coinage; it is attested from classical authors (Pindar, Thucydides, Demosthenes) in both the personal-timidity sense and the 'troublesome' sense of things, so NT usage continues established Greek idiom.",159,90,M67,,G3636,Matt.25.26,slothful,A-VSM,M0.5.9,37,verse-reading,1,2026-09-17T09:35:59Z,M0.5.9,"Is there a term newly coined in the NT period for this characteristic; if so, what does the coinage show? Record it, or none."
91,strong_lexicon.lsj; strong_meaning_tree,"The vocabulary arc for okneros runs from the personal-moral (slothful servant failing his master, slothful zeal to be avoided) to the impersonal-evaluative ('no trouble' of a repeated letter), showing the term's range covers both character assessment and situational burden.",160,91,M67,,G3636,Phil.3.1,trouble,A-NSN,M0.5.10,,verse-reading,1,2026-09-17T09:35:59Z,M0.5.10,What does the full vocabulary arc show about the characteristic's complete semantic range?
92,strong_meaning_tree; strong_lexicon.lsj,"The characteristic is named 'earnestness/diligence/haste' (spoudē). The name signals energetic, purposeful exertion — the positive pole opposite argos/okneros — covering both physical speed and moral zeal.",161,92,M67,,G4710,2Cor.7.11,earnestness,N-ASF,M0.1.1,48,verse-reading,1,2026-09-17T09:35:59Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
92,strong_meaning_tree; strong_lexicon.lsj,"The characteristic is named 'earnestness/diligence/haste' (spoudē). The name signals energetic, purposeful exertion — the positive pole opposite argos/okneros — covering both physical speed and moral zeal.",162,92,M67,,G4710,Mark.6.25,haste,N-GSF,M0.1.1,48,verse-reading,2,2026-09-17T09:35:59Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
92,strong_meaning_tree; strong_lexicon.lsj,"The characteristic is named 'earnestness/diligence/haste' (spoudē). The name signals energetic, purposeful exertion — the positive pole opposite argos/okneros — covering both physical speed and moral zeal.",163,92,M67,,G4710,2Cor.8.8,earnestness,N-GSF,M0.1.1,48,verse-reading,3,2026-09-17T09:35:59Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
92,strong_meaning_tree; strong_lexicon.lsj,"The characteristic is named 'earnestness/diligence/haste' (spoudē). The name signals energetic, purposeful exertion — the positive pole opposite argos/okneros — covering both physical speed and moral zeal.",164,92,M67,,G4710,Rom.12.11,zeal,N-DSF,M0.1.1,48,verse-reading,4,2026-09-17T09:35:59Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
92,strong_meaning_tree; strong_lexicon.lsj,"The characteristic is named 'earnestness/diligence/haste' (spoudē). The name signals energetic, purposeful exertion — the positive pole opposite argos/okneros — covering both physical speed and moral zeal.",165,92,M67,,G4710,2Cor.7.12,earnestness,N-ASF,M0.1.1,48,verse-reading,5,2026-09-17T09:35:59Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
92,strong_meaning_tree; strong_lexicon.lsj,"The characteristic is named 'earnestness/diligence/haste' (spoudē). The name signals energetic, purposeful exertion — the positive pole opposite argos/okneros — covering both physical speed and moral zeal.",166,92,M67,,G4710,2Cor.8.7,earnestness,N-DSF,M0.1.1,48,verse-reading,6,2026-09-17T09:35:59Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
92,strong_meaning_tree; strong_lexicon.lsj,"The characteristic is named 'earnestness/diligence/haste' (spoudē). The name signals energetic, purposeful exertion — the positive pole opposite argos/okneros — covering both physical speed and moral zeal.",167,92,M67,,G4710,Rom.12.8,zeal,N-DSF,M0.1.1,48,verse-reading,7,2026-09-17T09:35:59Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
